Cluster,Position,Updated,Type,Requested,Alternative Name,Unit,Fuel Type,Net MW,Summer MW,Winter MW,County,State,Op Date,Sync Date,W/ D Date,Interconnection Location,Serv,SIS Complete,I39,TO Report,Dev,Zone,FS,SIS,OS,FAC,IA,Project Status
,884,2021-01-12 09:45:54.979,G,2019-04-24,Nutmeg Solar CNR only,PV,SUN,0.00,19.90,19.90,Hartford,CT,2020-12-07,2020-11-15,,115kV Sitico Sub ,CNR,False,False,,,CT,,,,,Executed,
,885,2019-09-03 11:24:05.078,G,2019-04-25,Fuel Cell,FC,NG,20.24,20.24,20.24,Hartford,CT,2020-06-30,2020-05-01,2019-09-03,Black Rock Substation (Eversource) via the Farmington River Power Company owned Burritt St substation 69kv line 680 ,CNR,False,False,,,CT,,,,,,
,886,2020-03-09 08:26:30.263,G,2019-04-26,Battery Storage,OT,BAT,200.00,200.00,200.00,Norfolk,MA,2023-05-31,2023-04-30,2020-03-06,Eversource 345 kV Holbrook,CNR,False,False,,PD,SEMA,Document Posted,,,,,Under Study
,887,2023-11-14 16:21:35.413,G,2019-04-26,Battery Storage,OT,BAT,150.00,150.00,150.00,Plymouth,MA,2026-05-31,2026-04-30,2023-11-14,Eversource Line 113 at Wareham 115 kV substation,NR,True,False,ISO-NE,PD,SEMA,Document Posted,In Progress,,,,Under Study
,888,2021-03-04 11:55:50.754,G,2019-04-26,Millinocket Battery additon,OT,WAT BAT,0.00,126.00,126.00,Penobscot,ME,2020-12-30,2020-12-07,,"115/34.5 kV Powersville Rd Substation and Millinocket Sub 4, 34.5 kV Bus",CNR,True,True,ISO-NE,PD,BHE,,Document Posted,,,Executed,In Service
,889,2025-12-31 13:11:01.267,ETU,2019-05-01,NECEC Elective Transmission Deliverability Upgrades,,,,,,Androscoggin,ME,2025-12-31,2025-08-28,,,,True,True,ISO-NE,PD,ME,,Document Posted,,,Executed,In Service
,890,2020-06-26 17:06:35.361,ETU,2019-05-13,Increase transfer capability for N to S flows (Norwalk Harbor substation to Northport substation),,,,,,,CT,2023-07-01,2023-06-02,2020-06-26,,,False,False,,,SWCT,In Progress,,,,,Under Study
,891,2020-01-16 13:31:13.828,ETU,2019-05-29,1400 MW HVDC Line into Millstone,,,1400.00,,,New London,CT,2024-03-01,2024-01-01,2020-01-16,"The proposed point of Interconnection is the Eversource Millstone 345kV substation in Waterford, CT - Alternate is Haddam 345 kV Substation",,False,False,,PD,CT,Not Started,,,,,Under Study
,892,2025-08-19 14:26:26.569,G,2019-06-12,Gravel Pit Solar,PV,SUN,50.00,50.00,50.00,Hartford,CT,2025-08-13,2024-10-28,,Line cut and three-breaker ring bus of the 115 kV Connecticut Light & Power Company line between Barbour Hill and Windsor Locks,CNR,True,True,ISO-NE,,CT,,Document Posted,,,Executed,
,893,2021-10-20 10:01:20.352,G,2019-06-07,Offshore Wind,WT,WND,1200.00,1200.00,1200.00,,CT,2025-05-31,2024-06-01,2021-10-20,Millstone 345kV alternate: lines 348 and 310,CNR,False,False,,PD,CT,Document Posted,In Progress,,,,Under Study
,894,2021-12-02 09:23:00.199,G,2019-06-10,Gas turbine repowering (Alt. to Q647),GT,DFO NG,23.00,376.00,378.00,Middlesex,CT,2025-05-31,2025-01-16,2021-12-02,"Middletown 115 kV substation, Bus A, between breakers 1T and 2T",CNR,True,True,ISO-NE,,CT,,Document Posted,,,Not Started,
,895,2019-08-09 13:01:11.440,G,2019-06-27,CT additional,GT,NG WO,10.00,37.05,43.25,Tolland,CT,2021-02-01,2021-02-01,2019-08-09,Connecticut Light and Power Company d/b/a Eversource Connecticut (ES CT) Card-Mansfield 900 Line operating at 69 kV at the North Eagleville / King Hill Road intersection,CNR,False,False,,,CT,,,,,,
,896,2025-12-15 13:07:21.656,G,2019-07-17,Saco Solar,PV,SUN,19.60,19.60,19.60,York,ME,2026-07-01,2026-06-01,2025-12-08,"CMPCO 34.5kV Louden Substation Saco, Maine",NR,True,True,ISO-NE,PD,ME,,Document Posted,,Document Posted,Executed,
,897,2019-08-28 12:42:34.114,G,2019-07-26,Solar,PV,SUN,60.00,60.00,60.00,Grafton,NH,2022-06-01,2022-05-01,2019-08-28,Eversource 34.5kV bus at the Beebe River Substation,CNR,False,False,,,NH,,,,,,
,898,2019-08-28 12:43:08.825,G,2019-07-26,Solar,PV,SUN,33.10,33.10,33.10,Grafton,NH,2022-06-01,2022-05-01,2019-08-28,"NGRID 34.5kV transmission/distribution line 3318 in Monroe, NH",CNR,False,False,,,NH,,,,,,
,899,2020-07-31 10:54:45.486,ETU,2019-07-29,1200 MW HVDC Line into Singer (Controllable),,,1200.00,,,Fairfield,CT,2024-09-01,2024-07-01,2020-07-31,"The proposed point of interconnection is 345kV Singer substation in Bridgeport, CT. ",,False,False,,PD,SWCT,Document Posted,Not Started,,,,Under Study
,900,2021-06-28 13:10:13.809,G,2019-08-01,Solar,PV,SUN,4.60,4.60,4.60,Oxford,ME,2021-06-14,2021-06-04,,"CMP Oxford subsation, Circuit 437D1",,True,True,CMP,,ME,,,,,,
,901,2021-06-28 13:11:00.588,G,2019-08-01,Solar,PV,SUN,4.60,4.60,4.60,Oxford,ME,2021-06-14,2021-06-04,,"CMP Oxford substation, Circuit 437D2",,True,True,CMP,,ME,,,,,,
,902,2021-07-02 11:06:46.662,G,2019-08-01,Solar,PV,SUN,7.20,7.20,7.20,Kennebec,ME,2021-07-02,2021-06-22,,"CMP Blair Road substation, Circuit207D2",,True,True,CMP,,ME,,,,,,
,903,2022-07-14 09:09:08.551,G,2019-08-01,Solar,PV,SUN,7.00,7.00,7.00,Kennebec,ME,2022-07-13,2022-05-24,,"CMP Winslow substation, Circuit 870D2",,True,True,CMP,,ME,,,,,,Partially In Service
,904,2025-01-08 11:43:44.519,G,2019-08-01,Battery Storage,OT,BAT,14.00,14.00,14.00,Kennebec,ME,2024-01-25,2024-01-01,2025-01-08,"CMP Puddledock substation, circuit 262D1",,True,True,CMP,,ME,,,,,,
,905,2025-01-08 11:44:30.924,G,2019-08-01,Battery Storage,OT,BAT,10.00,10.00,10.00,Cumberland,ME,2024-08-01,2024-08-01,2025-01-08,"CMP Mussey Road substation, Circuit 636D2",,True,True,CMP,,ME,,,,,,
,906,2023-03-14 16:04:54.281,G,2019-08-01,Solar,PV,SUN,4.80,4.80,4.80,York,ME,2022-07-14,2022-07-01,,"CMP Pratt & Whitney substation, Circuit 661D2",,True,True,CMP,,ME,,,,,,
,907,2019-10-21 15:51:33.970,G,2019-08-01,Solar,PV,SUN,5.00,5.00,5.00,Androscoggin ,ME,2020-08-31,2020-08-01,2019-10-17,"CMP Hotel Road substation, Circuit 420D4",,False,False,,,ME,,,,,,
,908,2019-10-21 15:53:10.192,G,2019-08-01,Solar,PV,SUN,9.00,9.00,9.00,Somerset,ME,2020-12-31,2020-12-01,2019-10-17,"CMP Skowhegan North Side substation, Circuit 853D1 and 853D2",,False,False,,,ME,,,,,,
,909,2024-02-13 08:49:42.094,G,2019-08-01,Offshore Wind,WT,WND,814.00,814.00,814.00,,MA,2026-05-31,2026-04-01,2024-02-13,"Primary National Grid 115kV Bell Rock, alt: Eversource 115kV Wings Lane, National Grid 115kV Somerset",NR,False,False,,PD,SEMA,Document Posted,Not Started,,,,Under Study
,910,2025-10-30 09:28:35.604,G,2019-08-27,Mousam River Solar,PV,SUN,20.00,20.00,20.00,York,ME,2025-10-24,2025-09-15,,"34.5 kV bus at CMP Sanford Substation ( 43° 25.746'N, 70° 44.085'W)",CNR,True,True,ISO-NE,PD,ME,,Document Posted,,,Executed,
,911,2022-07-05 10:36:22.573,G,2019-08-22,Solar,PV,SUN,35.00,35.00,35.00,Oxford,ME,2024-12-30,2024-12-14,2022-07-05,"34.5 kV bus at CMP's Lovell Substation. Lat/Lon  44° 7.315'N,  70° 53.332'W",CNR,True,True,ISO-NE,PD,ME,,Document Posted,,,In Progress,
,912,2021-10-22 08:55:25.935,G,2019-08-23,Bloom Energy Fuel Cell,FC,FC,10.20,10.20,10.20,New London,CT,2021-10-20,2021-10-07,,Eversource Willimantic 14S,,True,True,NU,PD,CT,,,,,,
,913,2019-10-21 15:53:48.912,G,2019-08-29,Solar,PV,SUN,9.98,9.98,9.98,Androscoggin,ME,2020-12-31,2020-12-01,2019-10-17,"CMP Hotel Road substation, Curcuit 420D4",,False,False,,PD,ME,,,,,,
,914,2019-10-21 15:54:43.669,G,2019-08-29,Solar,PV,SUN,5.00,5.00,5.00,Androscoggin,ME,2020-12-31,2020-12-01,2019-10-17,"CMP Deer Rips substation, curcuit 412D4",,False,False,,PD,ME,,,,,,
,915,2019-10-21 15:55:32.545,G,2019-08-29,Solar and Battery,OT,SUN BAT,5.00,5.00,5.00,Oxford,ME,2020-12-31,2020-12-01,2019-10-17,"CMP Rumford substation, Curcuit 447D2",,False,False,,PD,ME,,,,,,
,916,2019-10-21 15:56:13.917,G,2019-08-29,Solar and Battery,OT,SUN BAT,5.00,5.00,5.00,Cumberland,ME,2020-12-31,2020-12-01,2019-10-17,"CMP Fort Hill substation, Circuit 624D1",,False,False,,PD,ME,,,,,,
,917,2019-10-21 15:57:12.184,G,2019-08-29,Solar and Battery,OT,SUN BAT,7.50,7.50,7.50,Androscoggin,ME,2020-12-31,2020-12-01,2019-10-17,"CMP Great Falls substation, Circuit 436D6",,False,False,,PD,ME,,,,,,
,918,2019-10-21 15:57:52.121,G,2019-08-29,Solar and Battery,OT,SUN BAT,5.00,5.00,5.00,Howard,ME,2020-12-31,2020-12-01,2019-10-17,"CMP Trap Corner substation, Circuit 453D1",,False,False,,PD,ME,,,,,,
,919,2019-10-21 15:58:40.716,G,2019-08-29,Solar and Battery,OT,SUN BAT,5.00,5.00,5.00,Knox,ME,2020-12-31,2020-12-01,2019-10-17,CMP Thomaston Creek substation - Circuit 246D1,,False,False,,PD,ME,,,,,,
,920,2019-10-21 15:59:15.973,G,2019-08-29,Solar and Battery,OT,SUN BAT,11.68,11.68,11.68,York,ME,2020-12-31,2020-12-01,2019-10-17,CMP Biddleford Pump station - Circuit 605D1,,False,False,,PD,ME,,,,,,
,921,2019-10-21 15:59:58.234,G,2019-08-29,Solar and Battery,OT,SUN BAT,9.35,9.35,9.35,York,ME,2020-12-31,2020-12-01,2019-10-17,CMP Bonney Easgle substation - Circuit 610D2,,False,False,,PD,ME,,,,,,
,922,2022-05-24 14:04:46.664,G,2019-09-03,Offshore wind Increase (Q829),WT,WND,200.00,600.00,600.00,,MA,2025-07-01,2025-04-01,2022-05-24,NSTAR Electric Company 345 kV lines 322 and 342,CNR,False,False,,PD,SEMA,Document Posted,Not Started,,,,Under Study
,923,2025-03-03 15:34:34.752,G,2019-09-03,Solar,PV,SUN,20.00,20.00,20.00,Androscoggin,ME,2025-02-25,2024-12-14,,CMP 34.5 kV Leeds substation,,True,True,CMP,PD,ME,,,,,,
,924,2023-05-31 14:48:58.358,ETU,2019-09-06,NY QP543 AC,,,0.00,0.00,0.00,Albany/Dutchess,NY,2023-12-31,2023-12-31,,NY Greenbush PV 345 kV,,False,False,,PD,,,,,,,
,925,2023-05-31 14:50:13.689,ETU,2019-09-06,NY QP556 AC,,,0.00,0.00,0.00,Onieda/Albany,NY,2023-12-31,2023-12-31,,NY Edic - New Scotland 345 kV,,False,False,,PD,,,,,,,
,926,2020-11-06 12:59:38.954,G,2019-09-11,Offshore Wind Increase (Q781),WT,WND,167.00,871.00,871.00,,RI,2023-12-01,2023-04-30,2020-11-06,National Grid's 115kV Davisville Substation,CNR,False,False,,PD,RI,Document Posted,Not Started,,,,Under Study
,927,2024-08-07 16:17:59.042,G,2019-09-16,Offshore Wind,WT,WND,1200.00,1200.00,1200.00,,CT,2031-05-31,2031-01-31,2024-08-07,"Primary: Eversource (CL&P) 345kV Montville, Alternatively Eversource (CL&P) 345kV Millstone.",NR,True,True,ISO-NE,PD,CT,Document Posted,Document Posted,,,In Progress,
,928,2023-11-27 09:51:47.723,G,2019-10-09,Solar,PV,SUN,20.00,20.00,20.00,Somerset,ME,2027-04-01,2027-03-15,2023-11-27,"34.5 kV bus at CMP's Lakewood Substation in Madison, Maine",CNR,True,False,ISO-NE,PD,ME,Document Posted,Document Posted,,,In Progress,
,929,2023-08-31 14:28:02.435,G,2019-10-15,GDC Saco Solar ,PV,SUN,20.00,20.00,20.00,York,ME,2027-11-15,2027-11-01,,CMP Louden 34.5kV substation,NR,True,True,ISO-NE,PD,ME,,Document Posted,,,Executed,
,930,2022-10-24 14:41:43.072,G,2019-10-17,Millstone Increase,ST,NUC,37.00,1262.00,1262.00,New London,CT,2022-05-26,2022-05-26,,Eversource's Millstone 345 KV switchyard (15G) - no change to existing connection,CNR,True,True,ISO-NE,PD,CT,,Document Posted,,,Executed,In Service
,931,2024-10-18 17:15:58.049,G,2019-10-22,Roxbury Solar,PV,SUN,55.00,55.00,55.00,Oxford,ME,2024-10-24,2024-10-03,2024-10-18,CMP Roxbury substation 115 kV bus,NR,True,True,ISO-NE,PD,ME,,Document Posted,,,Executed,
,932,2023-01-03 11:58:06.493,G,2019-10-22,Solar,PV,SUN,110.00,110.00,110.00,Carroll,NH,2025-10-03,2025-09-12,2022-11-23,"115 kV Eversource K1214 line between Saco Valley and Lovell, approximately 3.46 miles from Saco Valley.",CNR,True,False,ISO-NE,PD,ME,,In Progress,,,,Under Study
,933,2020-12-01 14:45:04.537,G,2019-10-22,Coolidge Solar CNR Only,PV,SUN,0.00,19.90,19.90,Windsor,VT,2020-11-13,2018-12-12,,115 kV Coolidge Substation,CNR,False,False,,,VT,,,,,Executed,
,934,2025-01-06 15:14:33.723,G,2019-10-25,Pembroke Solar,PV,SUN,17.50,17.50,17.50,Merrimack,NH,2024-09-01,2024-08-05,2025-01-06,"Eversource Pole 334/201 of the 334G Line looped between Garvins & Rimmon, roughly 3.5 miles from Garvins",NR,True,True,ISO-NE,,NH,,Document Posted,,,Executed,
,935,2025-05-05 15:59:36.559,G,2019-10-30,West Baldwin Solar,PV,SUN,17.10,17.10,17.10,Cumberland,ME,2029-09-30,2029-08-31,,"CMP 34.5 kv Line, Section 91",NR,True,True,ISO-NE,PD,ME,,Document Posted,,,Executed,
,936,2023-12-06 13:53:05.488,G,2019-10-30,Solar,PV,SUN,45.00,45.00,45.00,Coos,NH,2024-10-01,2024-09-10,2023-12-06,115 kV bus of Eversource Paris Substation.,NR,True,True,ISO-NE,,NH,,Document Posted,,,In Progress,
,937,2021-08-12 15:31:43.637,G,2019-11-14,Solar CNR only,PV,SUN,0.00,150.00,150.00,York,ME,2022-12-31,2022-12-15,2021-08-12,CMP/Eversource 345 kV Line 391 from Buxton substation to Scobie Pond substation (approx. 27.7 miles from Buxton substation),CNR,False,False,,,ME,,,,,Executed,
,938,2020-09-21 17:03:15.609,G,2019-11-21,Solar,PV,SUN,35.00,35.00,35.00,Merrimack,NH,2022-10-03,2022-09-25,2020-09-21,POI is Eversource NH pole 317/153 of the 317 line out of the Oak Hill Substation.,CNR,False,False,,,NH,Document Posted,,,,,Under Study
,939,2025-01-13 12:00:26.218,G,2019-11-25,NB Fuel Cell,FC,NG,20.24,20.24,20.24,Hartford,CT,2024-12-12,2024-05-28,,"Black Rock Substation (Eversource) via the Farmington River Power Company owned Burritt St
substation 69kv line 680 ",NR,True,True,ISO-NE,,CT,,Document Posted,,,Executed,In Service
,940,2025-08-19 14:26:11.935,G,2019-12-04,Gravel Pit Solar increase,PV,SUN,25.00,75.00,75.00,Hartford,CT,2025-08-13,2024-10-28,,Line cut and three-breaker ring bus of the 115 kV Connecticut Light & Power Company line between Barbour Hill and Windsor Locks.,CNR,True,True,ISO-NE,PD,CT,,Document Posted,,,Executed,
,941,2024-04-29 10:36:38.606,G,2019-12-10,Brayton Road Solar,PV,SUN,3.37,3.37,3.37,Newport,RI,2024-02-15,2024-01-09,,GRID 33F4 Feeder Connecting to Tiverton No. 2 substation,,True,True,NGRID,PD,SEMA,,,,,,
,942,2024-04-29 10:37:24.474,G,2019-12-10,Brayton Road Solar,PV,SUN,8.42,8.42,8.42,Newport,RI,2024-02-15,2024-01-09,,GRID 33F4 Feeder Connecting to Tiverton No. 2 substation,,True,True,NGRID,PD,SEMA,,,,,,
,943,2021-11-12 15:03:28.994,G,2019-12-12,Solar,PV,SUN,15.00,15.00,15.00,Androscoggin,ME,2021-11-01,2021-10-01,2021-11-12,Interconnecting to the existing CMP 34.5 kV line Section 72 between Gulf Island and Crowleys (about 3.85 miles from Crowleys). ,CNR,True,False,ISO-NE,PD,ME,,Document Posted,,,In Progress,Under Study
,944,2024-08-08 11:23:28.154,G,2019-12-18,Bay State Wind 4 Offshore Wind,WT,WND,1200.00,1200.00,1200.00,,MA,2033-11-04,2033-03-27,,National Grid Brayton Point 345kV,NR,True,True,ISO-NE,PD,RI,Document Posted,Document Posted,,Document Posted,Executed,
,945,2021-06-09 09:39:59.897,G,2019-12-18,ND OTM LLC Generator Reactivation,ST,BLQ WDS,8.00,8.00,8.00,Penobscot,ME,2021-06-05,2021-06-05,,Emera Maine 46 kv Line 5/7 / Old Town Maine @ Penobscot River,NR,True,True,ISO-NE,PD,BHE,,Document Posted,,,Executed,In Service
,946,2020-04-01 10:54:25.069,G,2019-12-27,Solar,PV,SUN,18.40,18.40,18.40,York,ME,2021-08-31,2021-08-15,2020-04-01,"CMP 34.5 kv, Section 182",CNR,False,False,CMP,PD,ME,,,,,,
,947,2020-03-12 16:37:36.643,G,2020-01-07,Battery Storage,OT,BAT,200.00,200.00,200.00,Androscoggin,ME,2022-12-07,2022-12-07,2020-03-12," Sec 377, Approx. 2.71 miles east of Surowiec 345kV bus
",CNR,False,False,,PD,ME,,,,,,
,948,2020-11-03 16:19:50.641,G,2020-01-10,Solar,PV,SUN,51.02,51.02,51.02,Grafton,NH,2022-06-01,2022-05-01,2020-11-03,Eversource 115kV B-112 transmission line just east of Beebe River Substation,CNR,False,False,,PD,NH,Document Posted,,,,,Under Study
,949,2025-06-16 13:44:48.836,G,2020-01-23,Fuel Cell,FC,NG,9.66,9.66,9.66,Fairfield,CT,2024-12-01,2024-12-01,2025-06-13,UI 13.8kV Congress I Substation,,True,True,UI,,SWCT,,,,,,
,950,2022-08-23 14:28:07.037,G,2020-01-20,Solar,PV,SUN,17.00,17.00,17.00,Oxford,ME,2024-06-20,2024-06-15,2022-08-23,New substation on CMP 34.5 kV circuit Section #97 as shown on one-line,CNR,True,False,ISO-NE,PD,ME,Document Posted,In Progress,,,,Under Study
,951,2024-11-04 08:21:05.407,G,2020-02-03,Riley-Jay-Otis-Livermore,HD,WAT,28.33,28.33,28.33,Androscoggin/Franklin,ME,2024-11-01,2024-02-27,,CMP 115 kV Section 230,NR,True,True,ISO-NE,PD,ME,Document Posted,Document Posted,,,Executed,In Service
,952,2020-04-08 12:16:03.011,G,2020-02-18,Solar,PV,SUN,4.99,4.99,4.99,Androscoggin ,ME,2021-09-30,2021-08-31,2020-04-08,"CMP 34.5kV line. 44.074807, -70.280400",NR,False,False,,,ME,,,,,,
,953,2024-02-14 15:58:32.236,G,2020-02-19,BD Solar Church Hill ,PV,SUN,20.00,20.00,20.00,Androscoggin,ME,2028-06-30,2028-05-31,,101105 Augusta East w New Breaker,NR,True,True,ISO-NE,,ME,,Document Posted,,,Executed,
,954,2023-03-21 09:06:55.694,G,2020-03-05,Tiverton Uprate,CC,NG,0.00,287.50,305.50,Newport,RI,2021-05-31,2021-05-31,,Interconnection with Narragansett Electric Company's M13 and L14 115kV line taps to NEC's Tiverton substation.,CNR,False,False,,PD,SEMA,,,,,Executed,In Service
,955,2026-04-27 11:21:21.445,G,2020-03-12,Vineyard Offshore Wind CNR Only,WT,WND,0.00,800.00,800.00,,MA,2026-04-24,2024-01-02,,Eversource 115kV Barnstable Switch Station,CNR,False,False,,,SEMA,,,,,Executed,
,956,2024-05-01 10:53:06.134,G,2020-03-16,Solar,PV,SUN,10.00,10.00,10.00,Rockingham,NH,2024-10-28,2024-10-04,2024-05-01,Eversource NH 3103 Line (34.5 kV) out of Brentwood substation extended along Exeter Rd,NR,True,True,ISO-NE,,NH,,Document Posted,,,In Progress,
,957,2025-06-16 13:46:25.785,G,2020-03-18,Tower Hill - NG Western RI DG Area Study,PV,SUN,6.75,6.75,6.75,Washington,RI,2023-01-15,2022-12-15,2025-06-13,"NG feeder 88F1, Tower Hill substation",,True,True,NGRID,PD,RI,,,,,,
,958,2025-06-16 13:47:05.196,G,2020-03-18,Wood River - NG Western RI DG Area Study,PV,SUN,6.47,6.47,6.47,Washington,RI,2022-01-24,2022-01-17,2025-06-13,"NG feeder 85T2, Wood River Substation",,True,True,NGRID,PD,RI,,,,,,
,959,2025-01-13 10:53:25.785,G,2020-03-18,Chase Hill Substation - NG Western RI DG Area Study,PV,SUN,6.75,6.75,6.75,Washington,RI,2021-08-15,2021-08-01,,"NG feeder 88F1, Chase Hill Substation",,True,True,NGRID,PD,RI,,,,,,
,960,2025-06-16 13:48:27.154,G,2020-03-18,Chase Hill Substation - NG Western RI DG Area Study,PV,SUN,6.34,6.34,6.34,Washington,RI,2021-08-15,2021-08-01,2025-06-13,NG Chase Hill Substation,,True,True,NGRID,PD,RI,,,,,,
,961,2025-06-16 13:49:35.814,G,2020-03-18,Wolf Hill substation - NG Western RI DG Area Study,PV,SUN,2.20,2.20,2.20,Providence,RI,2021-08-15,2021-08-01,2025-06-13,NG Wolf Hill Substation,,True,True,NGRID,PD,RI,,,,,,
,962,2025-06-16 13:50:13.198,G,2020-03-18,Drumrock - NG Western RI DG Area Study,PV,SUN,3.85,3.85,3.85,Kent,RI,2021-08-15,2021-08-01,2025-06-13,NG Drumrock,,True,True,NGRID,PD,RI,,,,,,
,963,2025-06-16 13:54:19.889,G,2020-03-18,Johnston Substation - NG Western RI DG Area Study,PV,SUN,4.25,4.25,4.25,Providence,RI,2021-08-15,2021-08-01,2025-06-13,NG Johnston Substation,,True,True,NGRID,PD,RI,,,,,,
,964,2025-06-16 13:54:53.623,G,2020-03-18,Kenyon Substation - NG Western RI DG Area Study,PV,SUN,3.50,3.50,3.50,Washington,RI,2021-08-15,2021-08-01,2025-06-13,NG Kenyon Substation,,True,True,NGRID,PD,RI,,,,,,
,965,2025-06-16 13:55:30.319,G,2020-03-18,Kent County Substation - NG Western RI DG Area Study,PV,SUN,10.37,10.37,10.37,Kent,RI,2021-08-15,2021-08-01,2025-06-13,NG Lafayette No. 30 (supplied by Kent County Substation),,True,True,NGRID,PD,RI,,,,,,
,966,2025-06-16 13:56:06.376,G,2020-03-18,New London Substation - NG Western RI DG Area Study,PV,SUN,3.00,3.00,3.00,Kent,RI,2021-08-15,2021-08-01,2025-06-13,NG New London Substation,,False,False,,PD,RI,,,,,,
,967,2025-06-16 13:57:04.245,G,2020-03-18,Old Baptist Road Substation - NG Western RI DG Area Study,PV,SUN,4.42,4.42,4.42,Washington,RI,2021-08-15,2021-08-01,2025-06-13,NG Old Baptist Road Substation,,True,True,NGRID,PD,RI,,,,,,
,968,2025-06-16 13:58:25.149,G,2020-03-18,Putnam Pike Substation - NG Western RI DG Area Study,PV,SUN,5.62,5.62,5.62,Providence,RI,2021-08-15,2021-08-01,2025-06-13,NG Putnam Pike Substation,,True,True,NGRID,PD,RI,,,,,,
,969,2025-06-16 13:59:09.401,G,2020-03-18,Tower Hill Substation - NG Western RI DG Area Study,PV,SUN,2.00,2.00,2.00,Washington,RI,2021-08-15,2021-08-01,2025-06-13,NG Tower Hill Substation,,True,True,NGRID,PD,RI,,,,,,
,970,2025-06-16 13:59:40.332,G,2020-03-18,Wood River Substation - NG Western RI DG Area Study,PV,SUN,7.84,7.84,7.84,Washington,RI,2021-08-15,2021-08-01,2025-06-13,NG Wood River Substation,,True,True,NGRID,PD,RI,,,,,,
,971,2024-08-02 11:07:14.042,G,2020-03-26,Combined Cycle Upgrade,CC,NG,4.00,564.00,588.00,Fairfield,CT,2021-07-12,2021-07-12,,UI Singer Substation,CNR,False,False,,PD,SWCT,,,,,Executed,In Service
,972,2022-05-16 12:58:50.136,G,2020-03-25,Rumford Power Repair for Performance Upgrade,CC,NG,0.20,271.00,280.00,Oxford,ME,2021-11-15,2021-11-15,,"Interconnection of Rumford Power’s 115 kV Bus to CMP’s 115kV bus, located on Rumford Power's support structure, extending to CMP’s 115kV Rumford Industrial Park Substation",CNR,False,False,,PD,ME,,,,,Executed,
,973,2025-06-16 14:00:24.862,G,2020-03-25,Eversource Group Study @ Brook St,OT,SUN BAT,9.78,9.78,9.78,Plymouth,MA,2023-11-30,2023-09-30,2025-06-13,Eversource Brook St,,True,True,NSTAR,PD,SEMA,,,,,,
,974,2025-06-16 14:03:01.725,G,2020-03-25,Solar plus Battery,OT,SUN BAT,5.00,5.00,5.00,Bristol,MA,2023-11-30,2023-09-30,2025-06-13,Eversource Cross Road 651,,True,True,NSTAR,PD,SEMA,,,,,,
,975,2025-06-16 14:03:35.672,G,2020-03-25,Eversource Group Study @ Crystal Spring,OT,SUN BAT,20.46,20.46,20.46,Plymouth,MA,2023-11-30,2023-09-30,2025-06-13,Eversource Crystal Spring 646,,True,True,NSTAR,PD,SEMA,,,,,,
,976,2025-06-16 14:04:11.876,G,2020-03-25,Eversource Group Study @ Industrial Park,OT,SUN BAT,11.34,11.34,11.34,Bristol,MA,2023-11-30,2023-09-30,2025-06-13,Eversource Industrial Park 636,,True,True,NSTAR,PD,SEMA,,,,,,
,977,2025-06-16 14:04:55.947,G,2020-03-25,Eversource Group Study @ Wareham,OT,SUN BAT,55.14,55.14,55.14,Plymouth,MA,2023-11-30,2023-09-30,2025-06-13,Eversource Wareham 714,,True,True,NSTAR,PD,SEMA,,,,,,
,978,2025-06-16 14:05:39.616,G,2020-03-25,Eversource Group Study @ Wing Lane,PV,SUN,5.08,5.08,5.08,Bristol,MA,2023-11-30,2023-09-30,2025-06-13,Eversource Wing Lane 624,,True,True,NSTAR,PD,SEMA,,,,,,
,979,2025-11-14 11:15:54.242,ETU,2020-03-26,NECEC 1200 MW HVDC (controllable - import only) CNR ,,,0.00,,,Androscoggin,ME,2026-01-07,2024-09-01,2023-03-07,,NI,False,False,,,ME,,,,,Executed,
,980,2021-03-05 16:21:04.583,G,2020-03-26,Solar addition,PV,SUN,10.00,20.00,20.00,Sullivan,NH,2022-11-15,2022-10-30,2021-03-05,River Road 46 kV (Bus No 108291) is same as the previous interconnection QP799,CNR,False,False,,PD,NH,,In Progress,,,,Under Study
,981,2022-03-24 09:57:50.178,G,2020-03-27,Bridgeport Harbor Unit #5 Uprate,CC,DFO NG,0.40,509.60,532.60,Fairfield,CT,2021-12-22,2021-12-22,,UI Singer Substation 345kv,CNR,False,False,,PD,SWCT,,,,,Executed,
,982,2025-02-19 14:57:30.355,G,2020-03-30,Wind,WT,WND,3.80,3.80,3.80,Litchfield,CT,2024-09-01,2024-07-01,,Eversource Canton 5R,,False,False,,PD,CT,,,,,,
,983,2020-06-18 16:51:35.018,G,2020-03-31,Solar,PV,SUN,40.00,40.00,40.00,Androscoggin,ME,2022-11-15,2022-10-16,2020-06-18,The project will connect at Central Maine Power 200A at Switch 200A-2 (115 kV),CNR,False,False,,PD,ME,,,,,,
,984,2023-05-31 13:54:15.226,G,2020-04-01,Storage,OT,BAT,150.00,150.00,150.00,Middlesex,MA,2023-09-20,2023-05-31,2023-05-31,National Grid 115kV line 1/2 mile to the East of Billerica 70 substation,CNR,True,True,ISO-NE,,BOST,,Document Posted,,,In Progress,
,985,2021-07-20 11:02:57.517,G,2020-04-02,Solar,PV,SUN,4.00,4.00,4.00,Washington,ME,2021-07-29,2021-07-15,2021-07-20,Emera Maine 34.5kV Line 3 approximately 1.8 miles from Washington County Substation (WCS),CNR,False,False,,,BHE,,In Progress,,,,Under Study
