Cluster,Position,Updated,Type,Requested,Alternative Name,Unit,Fuel Type,Net MW,Summer MW,Winter MW,County,State,Op Date,Sync Date,W/ D Date,Interconnection Location,Serv,SIS Complete,I39,TO Report,Dev,Zone,FS,SIS,OS,FAC,IA,Project Status
TCS,1090,2025-10-17 14:18:37.532,G,2021-01-13,Park City Offshore Wind CNR,WT,WND,0.00,838.20,838.20,,MA,2029-12-31,2029-05-01,,Eversource (NSTAR) 345kV West Barnstable ,CNR,False,False,,,SEMA,,,,,Executed,Under Study
TCS,1116,2026-06-17 16:54:41.913,G,2021-04-13,SouthCoast Wind 1,WT,WND,1200.00,1200.00,1200.00,,MA,2031-12-31,2030-05-01,,Brayton Point making use of QP 837 to connect,NR,True,True,ISO-NE,PD,RI,Document Posted,Document Posted,,,Executed,Under Study
TCS,1123,2025-10-17 14:19:03.164,G,2021-04-21,Naugatuck Avenue Battery Storage CNR Only (see QP1089),OT,BAT,0.00,205.32,205.32,New Haven,CT,2028-10-31,2028-10-01,,devon 115kV substation,CNR,False,False,,PD,SWCT,,,,,,Under Study
TCS,1148,2026-04-08 09:00:20.784,G,2021-07-13,Lite Brite Battery Storage,OT,BAT,300.00,305.62,305.62,Suffolk,MA,2028-05-26,2028-04-30,,"Electric Avenue 115 kV substation (bus number 110926), Zone MA_NST",CNR,True,True,ISO-NE,,BOST,Document Posted,Document Posted,,,Executed,Under Study
TCS,1171,2025-10-17 14:19:38.250,G,2021-10-25,Twin Energy Wind,WT,WND,18.30,20.00,20.00,Oxford,ME,2026-11-06,2026-10-09,,Roxbury Substation,CNR,True,True,ISO-NE,PD,ME,Document Posted,Document Posted,,,Executed,
TCS,1238,2025-11-12 16:42:16.448,G,2022-03-22,Battery Storage,OT,BAT,300.00,301.26,301.26,Norfolk,MA,2028-04-28,2027-11-30,,West Medway 345kV station,CNR,False,False,,PD,SEMA,Document Posted,,,,,Under Study
TCS,1252,2026-04-08 09:04:14.703,G,2022-04-21,Battery Storage,OT,BAT,310.00,314.70,314.70,Essex,MA,2032-08-01,2032-07-01,2025-12-22,Ward Hill 345 kV Substation,CNR,True,True,,PD,BOST,Document Posted,Document Posted,Not Required,Not Required,In Progress,Under Study
TCS,1365,2025-11-12 16:41:31.295,G,2023-03-09,Battery Storage,OT,BAT,250.00,254.20,254.20,Hampden,MA,2029-06-30,2029-01-29,,Connect to South Agawam 115 kV switchyard,CNR,False,False,,PD,WMA,Document Posted,,,,,Under Study
TCS,1412,2025-11-12 16:43:06.415,G,2023-06-20,Battery Storage,OT,BAT,168.00,169.84,169.84,Bristol,MA,2027-09-30,2027-09-15,,"Direct tap into the Pottersville Substation in Somerset, MA",CNR,False,False,,PD,SEMA,,,,,,Under Study
TCS,1427,2025-11-12 16:45:07.355,G,2023-07-21,Solar,PV,SUN,180.00,183.32,183.32,York,ME,2029-12-30,2029-12-01,,"Lebanon, Maine Line 391 Buxton Sub (CMP) to Scobie Pond (Eversource). GPS coordinates of the POI: 43°22'51.59""N,  70°55'57.74""W.
** This new tap is located approximately 27.8 miles southwest of Buxton substation and approx. 39.9 miles northeast of the Scobie Pond substation.",CNR,False,False,,PD,ME,Document Posted,,,,,Under Study
TCS,1428,2025-11-12 16:45:39.546,G,2023-07-25,Solar,PV,SUN,100.00,101.55,101.55,Rockingham,NH,2028-12-30,2028-12-01,,"A tap at existing 115 kV line between Eversource 115kV Scobie Pond - Pulpit Rock Line A184 115kV.  * The new tap will be located at approx. 42.9292184N, -71.2567898W and along a ~6 mile segment of Line A184 (approx. 4.9 miles northeast of Scobie Pond and approx. 1.1 miles southwest of Pulpit Rock).",CNR,False,False,,PD,NH,,,,,,Under Study
TCS,1460,2026-02-27 15:58:41.518,G,2023-10-12,Battery Storage,OT,BAT,350.00,353.54,353.54,Bristol,MA,2027-09-30,2027-09-15,2026-02-27,Customer built substation with a tap into the west-most 345kV line exiting the NG 345kV Brayton Point substation,CNR,False,False,,PD,RI,,,,,,Under Study
TCS,1495,2025-10-17 14:14:00.565,G,2024-02-22,Battery Storage,OT,BAT,19.30,19.30,19.30,Windsor,VT,2029-07-01,2029-06-01,,"Direct connection to VELCO 115kV Windsor substation (43.48988, -72.40858)",CNR,False,False,,PD,VT,,,,,,Under Study
TCS,1502,2025-10-17 14:14:14.681,G,2024-03-28,Battery Storage,OT,BAT,19.30,19.30,19.30,Franklin,VT,2029-07-01,2029-06-01,,"Direct connection to VELCO 115kV Highgate substation (44.943833, -73.058515)",CNR,False,False,,PD,VT,,,,,,Under Study
TCS,1513,2025-11-12 16:48:36.016,G,2024-04-08,Battery Storage,OT,BAT,300.00,318.27,318.27,Worcester,MA,2028-08-30,2028-05-31,,Bear Swamp- Pratts Junction 230kV ,CNR,False,False,,PD,CMA,,,,,,Under Study
TCS,1515,2025-11-12 16:49:07.670,G,2024-04-09,Battery Storage,OT,BAT,290.00,295.80,295.80,Berkshire,MA,2028-08-30,2028-05-31,,Alps-Berkshire 345kV line,CNR,False,False,,PD,WMA,,,,,,Under Study
TCS,1518,2025-11-12 16:49:44.934,G,2024-04-09,Battery Storage,OT,BAT,136.00,139.50,139.50,Berkshire,MA,2028-08-30,2028-05-31,,"Eversource, New Substation to be built at 42.488290, -73.219503",CNR,False,False,,PD,WMA,,,,,,Under Study
TCS,1542,2025-11-12 16:39:03.180,G,2024-05-28,Battery Storage,OT,BAT,170.00,170.00,170.00,Hampden,MA,2029-12-31,2029-06-30,,MA_WMECO Blandford 115kV substation,CNR,False,False,,PD,WMA,,,,,,Under Study
TCS,1543,2025-11-12 16:50:42.462,G,2024-05-28,Battery Storage,OT,BAT,500.00,585.30,585.30,Barnstable,MA,2028-12-01,2028-09-15,,The project will tap the 342-2 W line between the 345 kV Canal Substation and Jordan Tap with a new three breaker ring bus to connect the project,CNR,False,False,,PD,SEMA,,,,,,Under Study
TCS,1546,2026-06-26 08:38:31.309,G,2024-05-30,Battery Storage,OT,BAT,170.00,170.00,170.00,Berkshire,MA,2029-12-31,2029-06-30,2026-06-25,MA_WMECO Partridge 115kV substation.,CNR,False,False,,PD,WMA,,,,,,Under Study
TCS,1551,2025-11-12 16:51:54.633,G,2024-05-31,Battery Storage,OT,BAT,180.00,181.78,181.78,Worcester,MA,2028-04-27,2028-02-29,,"The Point of Interconnection will be located on the IC’s property (Lat, long: 42°21'44.53""N, 72° 2'22.57""W) by tapping the 115-kV Line A127-4 (Barre-Paxton) at approx. 6km from Barre Substation owned by MA_NGRID.",CNR,False,False,,PD,CMA,,,,,,Under Study
TCS,1553,2026-06-29 10:39:08.008,G,2024-06-04,Battery Storage,OT,BAT,125.00,126.40,126.40,Middlesex,MA,2028-05-01,2028-04-15,,"Point of Interconnection - National Grid Tewksbury 115kV substation, Open position opposite the J-162 line",CNR,False,False,,PD,CMA,,,,,,Under Study
TCS,1555,2025-11-12 16:53:27.281,G,2024-06-06,Battery Storage,OT,BAT,200.00,207.44,207.44,Essex,MA,2028-01-01,2027-12-01,,115KV Line Q-169 between Resco-Saugus Tap and Melrose #2 Tap. Approximately 2.4 miles from Melrose #2 Tap and approximately 2.35 miles from Resco-Saugus Tap,CNR,False,False,,PD,BOST,,,,,,Under Study
TCS,1557,2025-11-12 16:57:44.150,G,2024-06-06,Battery Storage,OT,BAT,225.00,240.16,240.16,Essex,MA,2028-01-01,2027-12-01,,115 kV Wakefield Junction Substation,CNR,False,False,,PD,BOST,,,,,,Under Study
TCS,1567,2025-11-12 16:58:18.586,G,2024-06-11,Battery Storage,OT,BAT,500.00,509.18,509.18,Middlesex,MA,2028-04-27,2028-02-29,,"The Point of Interconnection will be a direct interconnection will be located on the IC’s property (Lat, long:    42°41'23.38""N, 71°26'20.43""W) by tapping the 345-kV Line 326-2 (Sandy Pond-Lawrence Rd), owned by RI_NGRID, at approx. 8.4 miles from the 345-kV Lawerence Rd Substation (42% of line from Lawerence Rd). ",CNR,False,False,,PD,SEMA,,,,,,Under Study
,1,,G,1996-06-07,Millennium+K117,CC,DFO NG,,,,Worcester,MA,2001-04-06,,,W 123 Line  ,ES,True,True,NGRID,,WMA,,,,,,
,2,,G,1996-11-08,EMI-Tiverton,CC,NG,,,,Newport,RI,2000-08-18,,,Near Tiverton 115 kV Substation,ES,True,True,NGRID,,SEMA,,,,,,
,3,,G,1997-02-13,Androscoggin Energy Center,CC,DFO NG,,,,Franklin,ME,2000-12-28,,,Jay 115 kV Substation,ES,True,True,CMP,,ME,,,,,,
,4,,G,1997-04-10,EMI Dighton Power Project,CC,NG,,,,Bristol,MA,1999-08-01,,,U6 Line,ES,True,True,NGRID,,SEMA,,,,,,
,5,,G,1997-05-09,Brayton Pt,,,,,,Bristol,MA,2001-12-31,,,Brayton Point 345 kV Station,MIS,True,True,NGRID,,RI,,,,,,
,6,,G,1997-06-12,Rumford Power Associates,CC,NG,,,,Oxford,ME,2000-10-16,,,Rumford 115 kV Substation,,True,True,CMP,,ME,,,,,,
,7,,G,1997-06-25,Bridgeport Harbor Station,CC,NG,,,,Fairfield,CT,1999-07-24,,,Pequonnock 115 kV Substation,,True,True,UI,,SWCT,,,,,,
,8,2009-10-02 00:00:00.000,G,1997-07-15,ANP Bellingham Energy Project Unit 1,CC,NG,,,,Norfolk,MA,2002-10-24,,,Sectionalize Line 303,MIS,True,True,NGRID,,RI,,,,,,
,8,2009-10-02 00:00:00.000,G,1997-07-15,ANP Bellingham Energy Project Unit 2,CC,NG,,,,Norfolk,MA,2002-12-28,,,Sectionalize Line 303,MIS,True,True,NGRID,,RI,,,,,,
,8,2009-10-02 00:00:00.000,G,1997-07-15,ANP Blackstone Energy Project Unit 1,CC,NG,,,,Worcester,MA,2001-06-07,,,Sectionalize 336 Line,MIS,True,True,NGRID,,RI,,,,,,
,8,2009-10-02 00:00:00.000,G,1997-07-15,ANP Blackstone Energy Project Unit 2,CC,NG,,,,Worcester,MA,2001-07-13,,,Sectionalize 336 Line,MIS,True,True,NGRID,,RI,,,,,,
,9,,G,1997-07-22,IDC Bellingham,,,,,,Norfolk,MA,2002-12-31,,,Sectionalize 336 Line,MIS,True,True,NSTAR,,RI,,,,,,
,10,,G,1997-07-24,Maine Independence,CC,NG,,,,Penobscot,ME,2000-05-01,,,"Located at Graham Station in Veazie, ME",,True,True,CMP,,BHE,,,,,,
,11,,G,1997-08-05,Wareham,,,,,,Plymouth,MA,2001-02-28,,,Adjacent to the Tremont Substation,,False,False,,,SEMA,,,,,,
,12,,G,1997-08-15,Berkshire Power,CC,NG,,,,Hampden,MA,2000-06-19,,,South Agawam Jct. 115 kV Station,ES,True,True,NU,,WMA,,,,,,
,13,,G,1997-08-22,Summit Power,,,,,,Hampden,MA,2001-03-31,,,1302 Line,,False,False,,,WMA,,,,,,
,13,2009-10-02 00:00:00.000,G,1997-08-22,Milford Power Unit 1,CC,DFO NG,,,,New Haven,CT,2004-02-12,,,Devon 115 kV Substation,MIS,True,True,ISO-NE,,SWCT,,,,,,
,13,2009-10-02 00:00:00.000,G,1997-08-22,Milford Power Unit 2,CC,DFO NG,,,,New Haven,CT,2004-05-03,,,Devon 115 kV Substation,MIS,True,True,ISO-NE,,SWCT,,,,,,
,14,,G,1997-09-30,Cabot Power,,,,,,Middlesex,MA,2000-06-30,,,Mystic 345 kV Station,ES,True,True,NSTAR,,BOST,,,,,,
,15,,G,1997-10-09,South Norwalk,,,,,,Fairfield,CT,2000-01-01,,,Norwalk 115 kV Substation,,True,False,ISO-NE,,NOR,,,,,,
,16,,G,1997-10-24,ANP Gorham,,,,,,Cumberland,ME,2000-07-01,,,S. Gorham 345 kV Substation,MIS,True,True,CMP,,ME,,,,,,
,17,,G,1997-12-12,SEI Newington (ConEd),CC,JF NG,,,,Rockingham,NH,2002-09-18,,,Newington 345 kV Station,MIS,True,True,NU,,NH,,,,,,
,17,2009-10-02 00:00:00.000,G,1997-12-12,Lake Road Generating Units 1&2,CC,DFO NG,,,,Windham,CT,2002-03-15,,,Line 347,MIS,True,True,ISO-NE,,RI,,,,,,
,17,2009-10-02 00:00:00.000,G,1997-12-12,Lake Road Generating Unit 3,CC,DFO NG,,,,Windham,CT,2002-05-22,,,Line 347,MIS,True,True,ISO-NE,,RI,,,,,,
,18,,G,1998-01-13,Versaille Energy Center,,,,,,New London,CT,2000-12-31,,,Tunnel 115 kV Substation,,False,False,,,CT,,,,,,
,18,,G,1998-01-13,White Mountain Cogen.Center,,,,,,Coos,NH,2000-12-31,,,Lost Nation 115 kV Substation,,False,False,,,NH,,,,,,
,18,,G,1998-01-13,Sprague Newington (Piscataqua Power),,,,,,Rockingham,NH,2000-01-01,,,Newington 345 kV Station,MIS,False,False,,,NH,,,,,,
,19,,G,1998-01-14,Livermore Falls,,,,,,Androscoggin,ME,2000-12-01,,,Livermore Falls 115 kV Substation,,False,False,,,ME,,,,,,
,20,,G,1998-01-20,Housatonic Power,,,,,,Fairfield,CT,2001-01-01,,,398 Line,,False,False,,,CT,,,,,,
,21,2009-10-02 00:00:00.000,G,1998-02-11,Wallingford Power Units 1&3,GT,NG,,,,New Haven,CT,2001-12-31,,,Wallingford 115 kV Substation,MIS,True,True,ISO-NE,,SWCT,,,,,,
,21,2009-10-02 00:00:00.000,G,1998-02-11,Wallingford Power Unit 4,GT,NG,,,,New Haven,CT,2002-01-23,,,Wallingford 115 kV Substation,MIS,True,True,ISO-NE,,SWCT,,,,,,
,21,2009-10-02 00:00:00.000,G,1998-02-11,Wallingford Power Units 2&5,GT,NG,,,,New Haven,CT,2002-02-07,,,Wallingford 115 kV Substation,MIS,True,True,ISO-NE,,SWCT,,,,,,
,21,,G,1998-02-11,AES Londonderry (Granite Ridge),CC,DFO NG,,,,Rockingham,NH,2003-04-01,,,N. Litchfield 230 kV Station and Watts Brook 115 k,MIS,True,True,ISO-NE,,NH,,,,,,
,22,,G,1998-02-16,Meriden Power,,,,,,New Haven,CT,2003-06-30,,,Sectionalize 362 Line,MIS,True,True,ISO-NE,,CT,,,,,,
,23,,ETU,1998-02-19,HQ-Surowiec,,,,,,Cumberland,ME,2002-12-31,,,Surowiec 345 kV or MEPCO,MIS,True,False,CMP,,ME,,,,,,
,24,,G,1998-02-25,Orrington Generation,,,,,,Penobscot,ME,2001-06-30,,,Orrington 345 kV Station,,False,False,,,ME,,,,,,
,25,,G,1998-02-27,Patriot Power,,,,,,Bristol,MA,2001-03-31,,,Bridgewater 345 kV Line,,False,False,,,SEMA,,,,,,
,26,,G,1998-03-06,S&P Cogeneration,,,,,,Essex,MA,2001-12-31,,,Lynn 115 kV,,True,False,,,BOST,,,,,,
,27,,G,1998-03-13,AES Carpenter,,,,,,Hartford,CT,2001-12-31,,,Southington 345 kV Substation,MIS,False,False,,,CT,,,,,,
,28,,G,1998-03-18,Newington Energy Center,,,,,,Rockingham,NH,2001-03-31,,,Newington 345 kV Station,,False,False,,,NH,,,,,,
,29,,G,1998-03-24,"Bucksport Energy, L.P.",CC,DFO NG,,,,Hancock,ME,2001-01-01,,,Belfast 115 kV bus,MIS,True,True,CMP,,BHE,,,,,,
,30,,G,1998-03-25,Norwich Power Station,,,,,,New London,CT,2000-12-31,,,Bean Hill Substation,,True,False,NU,,CT,,,,,,
,30,,ETU,1998-03-25,Engage Energy LTF PtP,,,,,,,  ,2000-12-31,,,Import from New Brunswick via MEPCO,ES,True,False,CMP,,,,,,,,
,31,,G,1998-03-26,North Smithfield,,,,,,Providence,RI,2002-06-30,,,W. Farnum 345 kV,MIS,True,False,NGRID,,RI,,,,,,
,32,,G,1998-03-30,Towantic Energy,,,,,,New Haven,CT,2002-12-31,,,Beacon Falls 115 kV,MIS,True,True,ISO-NE,,CT,,,,,,
,33,,G,1998-03-31,Sithe Framingham Station Expansion,,,,,,Middlesex,MA,2001-12-31,,,Framingham 230 kV,,False,False,,,BOST,,,,,,
,33,,G,1998-03-31,Sithe Medway,,,,,,Norfolk,MA,2001-12-31,,,Existing Medway Station 345 kV,MIS,True,True,NSTAR,,RI,,,,,,
,33,,G,1998-03-31,Westbrook Power,CC,NG,,,,Cumberland,ME,2001-04-13,,,Spring St. 115 kV Substation,MIS,True,True,CMP,,SME,,,,,,
,33,,G,1998-03-31,Sithe Edgar Station Expansion (Fore River),CC,NG,,,,Norfolk,MA,2003-08-04,,,Holbrook 345 kV,MIS,True,True,NSTAR,,SEMA,,,,,,
,33,2009-10-02 00:00:00.000,G,1998-03-31,Sithe Mystic Station Expansion Unit 8,CC,NG,,,,Suffolk,MA,2003-04-13,,,Mystic 345 kV,ES,True,True,NSTAR,,BOST,,,,,,
,33,2009-10-02 00:00:00.000,G,1998-03-31,Sithe Mystic Station Expansion Unit 9,CC,NG,,,,Suffolk,MA,2003-06-11,,,Mystic 345 kV,ES,True,True,NSTAR,,BOST,,,,,,
,34,,G,1998-04-01,WEG-Norwich,,,,,,New London,CT,2005-06-30,,,Montville 115 kV Substation,,False,False,,,CT,,,,,,
,35,,G,1998-04-02,Mason,,,,,,Lincoln,ME,2000-12-31,,,Mason 345 kV Substation,MIS,False,False,,,ME,,,,,,
,35,,G,1998-04-02,Wyman A,,,,,,Cumberland,ME,2000-01-02,,,Wyman 115 kV Station,MIS,False,False,,,SME,,,,,,
,35,,G,1998-04-02,Wyman B,,,,,,Cumberland,ME,2000-01-03,,,Wyman 115 kV Station,,False,False,,,SME,,,,,,
,36,,G,1998-04-14,FPL Energy (Bedford),,,,,,Bristol,MA,2000-11-30,,,Industrial Park 115 kV Substation,MIS,False,False,,,SEMA,,,,,,
,37,,G,1998-04-29,"FPLE RISE, LLC (R.I. Hope Energy)",CC,NG,,,,Providence,RI,2002-11-05,,,S 171 and S 172 Lines,MIS,True,True,NGRID,,RI,,,,,,
,38,,G,1998-05-08,Rocky River Power,,,,,,Litchfield,CT,2001-07-31,,,Long Mountain 345 kV Station,MIS,False,False,,,CT,,,,,,
,39,,ETU,1998-05-28,CVPS/GMP LTF PtP,,,,,,Clinton,NY,2001-12-31,,,Import from NY via PV20,MIS,False,False,,,VT,,,,,,
,39,,ETU,1998-05-28,HQ Highgate2 HVDC,,,,,,Franklin,VT,2001-12-31,,,"Located on the Hydro Quebec sys. N. near Highgate,",MIS,False,False,,,VT,,,,,,
,40,,G,1998-06-01,Glen Charlie Unit One,,,,,,Plymouth,MA,2001-03-31,,,Wareham 115 kV Substation,,False,False,,,SEMA,,,,,,
,41,,G,1998-06-04,Canal 2 Repowering,,,,,,Barnstable,MA,2001-06-30,,,Canal 345 kV Station,MIS,False,False,,,SEMA,,,,,,
,42,,G,1998-06-05,Wiscassett,,,,,,Lincoln,ME,2001-10-01,,,Maine Yankee 345 KV,MIS,False,False,,,ME,,,,,,
,43,,ETU,1998-06-08,Tractebel LTF PtP,,,,,,,  ,2002-12-31,,,Import from the New Brunswick System,,False,False,,,,,,,,,
,44,,G,1998-07-10,Brockton Power Project,,,,,,Plymouth,MA,2001-01-31,,,Industrial Blvd.,MIS,True,True,NGRID,,SEMA,,,,,,
,45,,G,1998-07-17,Kendall Repowering Project,CC,NG,,,,Suffolk,MA,2002-12-18,,,Kendall Station in Cambridge,MIS,True,True,NSTAR,,BOST,,,,,,
,46,,G,1998-08-18,Campello Power Co.,,,,,,Plymouth,MA,2002-06-30,,,,MIS,False,False,,,SEMA,,,,,,
,47,,G,1998-08-26,Nickel Hill Energy Project,,,,,,Middlesex,MA,2001-06-30,,,Tewksbury 230 kV Substation,MIS,False,False,,,BOST,,,,,,
,48,,G,1998-09-09,Bennington Energy Park,,,,,,Bennington,VT,2001-11-30,,,TBD,,False,False,,,VT,,,,,,
,48,,G,1998-09-09,Rutland Energy Park,,,,,,Rutland,VT,2001-11-30,,,TBD,,False,False,,,VT,,,,,,
,49,,ETU,1998-09-14,Irving Oil LTF PtP,,,,,,,  ,2001-04-01,,,Import from NB Via MEPCO,ES,False,False,,,,,,,,,
,50,,G,1998-10-29,Patriot Cabot Street Station,,,,,,Hampden,MA,2001-12-31,,,Holyoke Substation,,False,False,,,WMA,,,,,,
,51,,ETU,1998-10-30,MEPCO-New England Interface Expansion,,,,,,,  ,2000-01-01,,,Import Capability from MEPCO,MIS,False,False,,,ME,,,,,,
,52,,G,1998-11-13,Haddam Station,,,,,,Middlesex,CT,2002-12-31,,,Site of the Former CT Yankee Plant,MIS,False,False,,,CT,,,,,,
,52,,G,1998-11-13,Haddam Station Phase II,,,,,,Middlesex,CT,2002-12-31,,,Site of the Former CT Yankee Plant,,False,False,,,CT,,,,,,
,53,,ETU,1998-11-30,Tractebel LTF Int + Internal PtP ,,,,,,,  ,2002-05-01,,,Import from the New Brunswick System,ES,False,False,,,,,,,,,
,54,,G,1999-01-05,Redington Mountain Wind Farm,,,,,,Franklin,ME,2002-12-31,,,Bigelow 115 kV Substation,MIS,False,False,,,ME,,,,,,
,55,,ETU,1999-01-21,Cross Sound Cable,,,,,,New Haven,CT,2003-09-01,,,HVDC terminal adjacent to East Shore 345kV Substat,MIS,True,True,TEUS,,CT,,,,,,
,56,,ETU,1999-02-25,New York Interface Import Expansion,,,,,,,  ,1999-05-01,,,Increase Import Capability from New York,,False,False,,,,,,,,,
,57,,G,1999-06-04,Norwich Power Station,,,,,,New London,CT,2002-01-01,,,Bean Hill Substation,MIS,False,False,,,CT,,,,,,
,58,,ETU,1999-08-05,CPS LTF Pt to Pt  In Svc.,,,,,,,  ,1999-11-01,,,Increase Import Capability from NY,,False,False,,,,,,,,,
,59,,G,1999-08-18,Milford Power Uprate,,,,,,New Haven,CT,2001-06-30,,,Increase Existing Unit Capacity,MIS,False,False,,,SWCT,,,,,,
,59,,G,1999-08-18,Berkshire Power Uprate,,,,,,Hampden,MA,2001-06-30,,,Increase Existing Unit Capacity,MIS,False,False,,,WMA,,,,,,
,60,,ETU,1999-09-01,Sithe LTF  Pt to Pt In Svce.,,,,,,,  ,2000-03-01,,,Increase Import Capability from NY,,False,False,,,,,,,,,
,61,,ETU,1999-09-15,New York Interface Import Expansion,,,,,,,  ,1999-12-01,,,Increase Import Capability from NY,,False,False,,,,,,,,,
,62,,ETU,1999-10-05,New York Interface Import Expansion,,,,,,,  ,2000-01-01,,,Increase Import Capability from NY,MIS,False,False,,,,,,,,,
,63,,ETU,1999-11-04,WESC LTF Pt to Pt In Svce,,,,,,,  ,2000-02-01,,,Increase Import Capability from NY,,False,False,,,,,,,,,
,64,,G,1999-11-08,West Springfield Station,ST,NG RFO,,,,Hampden,MA,2002-06-07,,,West Springfield  115 kV Substation,MIS,True,True,ISO-NE,,WMA,,,,,,
,64,,G,1999-11-08,Seabrook Unit One Uprate,,,,,,Rockingham,NH,2002-05-01,,,Increase Existing Unit Capacity,MIS,False,False,,,NH,,,,,,
,65,,ETU,1999-12-02,EPMI LTF Pt to Pt In Svce.,,,,,,,  ,2002-01-01,,,,,False,False,,,,,,,,,
,66,,G,1999-12-20,AEC Expansion,,,,,,Franklin,ME,2001-06-30,,,Riley Road 115 kV Substation,MIS,False,False,,,ME,,,,,,
,67,,G,2000-02-25,Lowell Power Expansion,,,,,,Middlesex,MA,2001-05-01,,,Lowell Power 115 kV Station,MIS,True,True,NGRID,,CMA,,,,,,
,68,,ETU,2000-03-09,Bridgeport Long Island HVDC ,,,,,,Fairfield,CT,2003-05-01,,,"HVDC to Long Island, NY from Bridgeport, CT",MIS,False,False,,,SWCT,,,,,,
,69,,ETU,2000-04-20,Neptune HVDC Cable Project,,,,,,,  ,2004-03-31,,,HVDC from Maine/ Maritimes to Boston Area and CT S,MIS,False,False,,,,,,,,,
,70,,ETU,2000-04-25,New York Interface LTF PtP Out Service,,,,,,,  ,2003-07-31,,,Increase Export Capability to New York,MIS,False,False,,,,,,,,,
,71,,G,2000-05-22,New Haven Harbor,,,,,,New Haven,CT,2003-06-01,,,East Shore Substation,MIS,False,False,,,CT,,,,,,
,71,,G,2000-05-22,Bridgeport Harbor Station,,,,,,Fairfield,CT,2003-06-01,,,Pequonnock 115 kV Substation,MIS,False,False,,,SWCT,,,,,,
,72,,G,2000-06-28,Tewksbury Power,,,,,,Middlesex,MA,2004-06-30,,,Tewksbury 345 kV Station,MIS,False,False,,,CMA,,,,,,
,73,,G,2000-07-07,Norwalk Harbor A,,,,,,Fairfield,CT,2003-12-31,,,Norwalk 115 kV Station,MIS,False,False,,,NOR,,,,,,
,73,,G,2000-07-07,Norwalk Harbor B,,,,,,Fairfield,CT,2004-06-30,,,Norwalk 115 kV Station,MIS,False,False,,,NOR,,,,,,
,73,,G,2000-07-07,Devon A,,,,,,New Haven,CT,2003-12-31,,,Devon 115 kV Substation,MIS,False,False,,,SWCT,,,,,,
,73,,G,2000-07-07,Middletown A,,,,,,Middlesex,CT,2003-12-31,,,Middletown Station ,MIS,False,False,,,CT,,,,,,
,73,,G,2000-07-07,Middletown B,,,,,,Middlesex,CT,2005-12-31,,,Middletown Station,MIS,False,False,,,CT,,,,,,
,73,,G,2000-07-07,Montville A,,,,,,New London,CT,2004-09-30,,,Montville Station,MIS,False,False,,,CT,,,,,,
,73,,G,2000-07-07,Somerset Diversity,,,,,,Bristol,MA,2004-03-31,,,Somerset 115 kV Station,MIS,False,False,,,SEMA,,,,,,
,73,,G,2000-07-07,Somerset A,,,,,,Bristol,MA,2003-12-31,,,Somerset 115 kV Station,MIS,False,False,,,SEMA,,,,,,
,74,2011-02-22 00:00:00.000,G,2000-07-24,South Norwalk Repowering ,IC,DFO NG,48.90,48.90,48.90,Fairfield,CT,2011-06-01,2011-04-15,2011-02-22,Norwalk 115 kV Substation,,True,True,ISO-NE,,NOR,,,,,,
,75,,ETU,2000-08-16,New York Interface LTF PtP Out Service,,,,,,,  ,2001-01-01,,,Increase Export Capability to New York,MIS,True,True,ISO-NE,,,,,,,,
,76,,ETU,2000-08-31,New York Interface LTF PtP Out Service,,,,,,,  ,2001-01-01,,,Increase Export Capability to New York,MIS,False,False,,,,,,,,,
,77,2011-05-31 00:00:00.000,G,2000-10-02,Berkshire Wind Power Project,WT,WND,15.00,15.00,15.00,Berkshire,MA,2011-05-28,2011-05-06,,WMECO at Brodie Mt. In Lanesboro MA,,True,True,NU,,WMA,,,,,,
,78,,ETU,2000-12-13,Norwalk-Northport HVDC,,,,,,Fairfield,CT,2003-06-30,,,HVDC Norwalk CT and Northport NY,MIS,False,False,,,NOR,,,,,,
,79,,ETU,2000-12-18,Milford CT - New York HVDC,,,,,,New Haven,CT,2003-06-30,,,HVDC Devon CT 115 kV ,MIS,False,False,,,SWCT,,,,,,
,80,,G,2000-12-27,Berlin Energy Project,,,,,,Coos,NH,2002-01-01,,,Berlin 115 kV Substation (PSNH) ,MIS,False,False,,,NH,,,,,,
,81,,G,2001-01-02,Berwick Energy Center,,,,,,York,ME,2002-01-01,,,Dover 115 kV Substation,MIS,False,False,,,NH,,,,,,
,82,,G,2001-02-14,Cape Cod Offshore Wind Project,,,,,,Barnstable,MA,2004-12-31,,,South of Barnstable 115kV Substation ,MIS,False,False,,,SEMA,,,,,,
,83,,ETU,2001-03-12,Neptune Phase3 Boston Import from NB or NS,,,,,,Suffolk,MA,2004-03-31,,,Kingston St. 115/345 kV and K St. 115 kV Substatio,MIS,False,False,,,BOST,,,,,,
,83,,ETU,2001-03-12,Neptune Phase4 CT Import from NB or NS,,,,,,"Fairfield &
New Haven",CT,2004-03-31,,,Glenbrook 115 kV and E. Shore St. 115/345 kV (sep.,MIS,False,False,,,NOR,,,,,,
,83,,ETU,2001-03-12,"Neptune Phase5 ME Yankee Export to Boston, CT or N",,,,,,Lincoln,ME,2004-03-31,,,Maine Yankee 345 kV (Bi-Polar HVDC Terminal),MIS,False,False,,,ME,,,,,,
