Generation Interconnection Number,IFS Queue Number,Current Cluster,Cluster Group, Nearest Town or County,State,TO at POI,In-Service Date,Commercial Operation Date,Cessation Date,Original Generator Commercial Op Date,Capacity,MAX Summer MW,MAX Winter MW,Service Type,Requested Maximum Injection Capability (MW),Requested Network Resource Deliverability (MW),Nameplate Capacity,Generation Type,Fuel Type,Substation or Line,Request Received,Date Withdrawn,Status,JTIQ Participant,JTIQ Commitment,Cause of Delay
GEN-2017-108,IFS-2017-002-02,DISIS-2017-002,03 CENTRAL,Henry County,MO,KCPL,12/1/2022,3/1/2027,,,400.00,400.00,400.00,ER/NR,0.00,0.00,0.00,Solar,,Stillwell - Clinton 161kV Line,8/26/2017,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2017-105,IFS-2017-002-01,DISIS-2017-002,02 NEBRASKA,Burt County,NE,OPPD,12/15/2018,12/20/2026,,,75.00,75.00,75.00,ER/NR,0.00,0.00,0.00,Wind,,Tekamah - Raun 161 kV Line,7/12/2017,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2017-100,IFS-2017-001-20,DISIS-2017-001,05 SOUTHWEST,Texas County,OK,SPS,12/31/2019,12/1/2025,,,102.60,102.60,102.60,ER/NR,0.00,0.00,0.00,Solar,,Texas County 115kV,5/31/2017,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2017-097,IFS-2017-001-24,DISIS-2017-001,01 NORTH,Pennington County,SD,WAPA,1/9/2022,6/29/2024,,,128.00,128.00,128.00,ER,0.00,0.00,0.00,Solar,,Underwood 115 kV Sub,5/31/2017,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2017-094,IFS-2017-001-31,DISIS-2017-001,01 NORTH,Wessington/Hand Counties,SD,WAPA,10/6/2020,11/1/2023,,,200.00,200.00,200.00,ER,0.00,0.00,0.00,Wind,,Fort Thompson-Huron 230 kV,5/24/2017,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2017-092,IFS-2017-001-04,DISIS-2017-001,04 SOUTHEAST,Muskogee County,OK,OGE,6/1/2023,12/31/2026,,,200.00,200.00,200.00,ER,0.00,0.00,0.00,Solar,,Canadian River-Muskogee and Muskogee-Seminole 345kV,5/30/2017,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2017-086,IFS-2017-001-10,DISIS-2017-001,03 CENTRAL,Harper County,KS,WERE,12/1/2021,7/23/2025,,,150.00,150.00,150.00,ER,0.00,0.00,0.00,Wind,,Viola 345kV,5/25/2017,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2017-082,IFS-2017-001-02,DISIS-2017-001,03 CENTRAL,Barton/Jasper Counties,MO,EDE,7/1/2020,12/31/2020,,,149.40,149.40,149.40,ER,0.00,0.00,0.00,Wind,,Asbury Plant 161 kV,5/31/2017,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2017-077,IFS-2017-001-18,DISIS-2017-001,04 SOUTHEAST,Mayes County,OK,AEP,12/1/2021,6/6/2026,,,124.70,124.70,124.70,ER,0.00,0.00,0.00,Solar,,Explorer Claremore Tap COOYYAH4,5/28/2017,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2017-075,IFS-2017-001-16,DISIS-2017-001,04 SOUTHEAST,Johnston County,OK,OGE,12/1/2021,12/1/2026,,,200.00,200.00,200.00,ER,0.00,0.00,0.00,Solar,,Hugo-Sunnyside 345 kV,5/28/2017,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2017-074,IFS-2017-001-15,DISIS-2017-001,04 SOUTHEAST,Mayes County,OK,AEP,12/1/2021,6/22/2026,,,72.50,72.50,72.50,ER,0.00,0.00,0.00,Solar,,Pryor Junction 138kV sub,5/28/2017,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2017-073,IFS-2017-001-14,DISIS-2017-001,04 SOUTHEAST,Mayes County,OK,GRDA,12/1/2021,5/8/2026,,,72.50,72.50,72.50,ER,0.00,0.00,0.00,Solar,,Dry Gulch 161kV sub,5/28/2017,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2017-072,IFS-2017-001-37,DISIS-2017-001,04 SOUTHEAST,Payne County,OK,OGE,12/1/2021,12/1/2025,,,52.20,52.20,52.20,ER,0.00,0.00,0.00,Solar,,Greenwood 138kV sub,5/28/2017,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2017-071,IFS-2017-001-36,DISIS-2017-001,04 SOUTHEAST,Payne County,OK,OGE,12/1/2021,12/1/2025,,,124.70,124.70,124.70,ER,0.00,0.00,0.00,Solar,,Greenwood 138kV sub,5/28/2017,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2017-068,IFS-2017-001-26,DISIS-2017-001,03 CENTRAL,Sumner County,KS,WERE,12/31/2020,12/15/2028,,,103.50,103.50,103.50,ER/NR,0.00,0.00,0.00,Solar,,Gordon Evans 138kV Substation,5/30/2017,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2017-061,IFS-2017-001-25,DISIS-2017-001,04 SOUTHEAST,Mayes County,OK,GRDA,12/1/2021,8/31/2026,,,101.50,101.50,101.50,ER,0.00,0.00,0.00,Solar,,GRDA1 to CLARMR 5 161kV line,5/28/2017,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2017-060,IFS-2017-001-01,DISIS-2017-001,03 CENTRAL,Barton County,MO,EDE,9/1/2020,4/21/2021,,,149.40,149.40,149.40,ER,0.00,0.00,0.00,Wind,,LaRussell Energy Center 161kV,5/30/2017,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2017-057,IFS-2017-001-13,DISIS-2017-001,04 SOUTHEAST,Caddo Parish,LA,AEP,12/1/2021,7/18/2025,,,72.50,72.50,72.50,ER,0.00,0.00,0.00,Solar,,Hosston 69kV,5/30/2017,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2017-047,IFS-2017-001-19,DISIS-2017-001,05 SOUTHWEST,Beaver County,OK,SPS,12/31/2019,12/27/2024,,,102.00,102.00,102.00,ER/NR,0.00,0.00,0.00,Wind,,Bull Creek 115 kV substation,5/18/2017,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2017-040,IFS-2017-001-03,DISIS-2017-001,04 SOUTHEAST,Ochiltree County,TX,OGE,6/1/2020,12/31/2026,,,200.10,200.10,200.10,ER,0.00,0.00,0.00,Solar,,Canadian River-Muskogee and Muskogee-Seminole 345kV,5/31/2017,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2017-036,IFS-2017-001-23,DISIS-2017-001,04 SOUTHEAST,Kiowa County,OK,AEP,12/1/2022,2/22/2025,,,100.00,100.00,100.00,ER,0.00,0.00,0.00,Solar,,Snyder - Cache 138 kV,5/31/2017,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2017-033,IFS-2017-001-28,DISIS-2017-001,05 SOUTHWEST,Baylor County,TX,AEP,12/31/2020,12/23/2024,,,200.00,200.00,200.00,ER,0.00,0.00,0.00,Wind,,Oklaunion 345 kV sub,5/31/2017,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2017-027,IFS-2017-001-33,DISIS-2017-001,04 SOUTHEAST,Carter County,OK,OGE,11/1/2021,12/21/2021,,,140.00,140.00,140.00,ER,0.00,0.00,0.00,Wind,,Pooleville-Ratliff (Carter County) 138kV,5/31/2017,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2017-023,IFS-2017-001-22,DISIS-2017-001,04 SOUTHEAST,Choctaw County,OK,WFEC,,3/31/2026,,,85.00,85.00,85.00,ER/NR,0.00,0.00,0.00,Solar,,Hugo Power Plant 138 kV Sub,5/31/2017,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2017-022,IFS-2017-001-21,DISIS-2017-001,03 CENTRAL,Wilson County,KS,WERE,12/1/2019,3/31/2027,,,65.00,65.00,65.00,ER/NR,0.00,0.00,0.00,Solar,,Altoona- NE Parson 138kV,5/31/2017,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2017-018,IFS-2017-001-27,DISIS-2017-001,03 CENTRAL,Barber County,KS,ITCGP,12/31/2020,4/30/2025,,,189.00,189.00,189.00,ER/NR,0.00,0.00,0.00,Solar,,Thistle 345 kV sub,5/30/2017,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2017-014,IFS-2017-001-29,DISIS-2017-001,01 NORTH,Haakon County,SD,WAPA,12/1/2020,12/1/2027,,,300.00,300.00,300.00,ER,0.00,0.00,0.00,Wind,,Philip Tap 230 kV,5/22/2017,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2017-010,IFS-2017-001-12,DISIS-2017-001,01 NORTH,Bowman County,ND,BEPC,10/31/2022,12/18/2025,,,200.10,200.10,200.10,ER,0.00,0.00,0.00,Wind,,Rhame 230 kV Sub,4/14/2017,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2017-009,IFS-2017-001-39,DISIS-2017-001,03 CENTRAL,Neoshoe County,KS,WERE,10/31/2020,5/1/2021,,,302.00,302.00,302.00,ER,0.00,0.00,0.00,Wind,,Neosho - Caney River 345 kV,4/14/2017,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2017-005,IFS-2017-001-11,DISIS-2017-001,03 CENTRAL,Bourbon and Crawford Counties,OK,WERE,12/31/2020,12/13/2021,,,190.00,190.00,190.00,ER,0.00,0.00,0.00,Wind,,Marmaton - Litchfield 161 kV,4/14/2017,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,Interim IGIA effective 3/3/2021 - AB
GEN-2017-004,IFS-2017-001-05,DISIS-2017-001,03 CENTRAL,Cloud County,KS,ITCGP,12/31/2021,11/30/2027,,,201.60,201.60,201.60,ER,0.00,0.00,0.00,Wind,,Elm Creek - Summit 345 kV,4/14/2017,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2016-177,IFS-2016-002-60,DISIS-2016-002-1,05 SOUTHWEST,Gaines,TX,SPS,,7/28/2021,,,17.00,14.40,17.00,ER,0.00,0.00,0.00,Thermal,Gas Turbine,XTO-Cornell 115 kV station,1/23/2017,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2016-176,IFS-2016-002-67,DISIS-2016-002-1,03 CENTRAL,Nemaha County,KS,WERE,12/31/2019,12/6/2021,,,302.00,302.00,302.00,ER,0.00,0.00,0.00,Wind,,Stranger Creek 345kV,12/15/2016,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2016-174,IFS-2016-002-19,DISIS-2016-002-1,03 CENTRAL,Nemaha,KS,WERE,9/15/2019,11/18/2020,,,302.00,302.00,302.00,ER,0.00,0.00,0.00,Wind,,Stranger Creek 345kV,11/30/2016,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2016-167,IFS-2016-002-02,DISIS-2016-002-1,04 SOUTHEAST,Caddo Parish,LA,AEP,9/1/2023,12/1/2024,,,73.50,73.50,73.50,ER/NR,0.00,0.00,0.00,Solar,,Lieberman - North Benton 138 kV Line,11/29/2016,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2016-160,IFS-2016-002-04,DISIS-2016-002-1,03 CENTRAL,Ellis,KS,MIDW,10/2/2023,12/31/2026,,,20.00,20.00,20.00,ER/NR,0.00,0.00,0.00,Battery/Storage,,Post Rock 230kV,11/21/2016,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2016-153,IFS-2016-002-11,DISIS-2016-002-1,03 CENTRAL,Harper County,KS,WERE,10/30/2019,6/5/2025,,,134.00,134.00,134.00,ER,0.00,0.00,0.00,Wind,,Viola 345kV,11/30/2016,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2016-151,IFS-2016-002-62,DISIS-2016-002-1,01 NORTH,Burke,ND,BEPC,9/15/2019,12/22/2020,,,202.00,202.00,202.00,ER,0.00,0.00,0.00,Wind,,Tande 345kV,11/30/2016,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2016-150,IFS-2016-002-15,DISIS-2016-002-1,03 CENTRAL,Nemaha,KS,WERE,9/22/2022,12/7/2023,,,302.00,302.00,302.00,ER,0.00,0.00,0.00,Wind,,Stranger Creek 345kV,11/30/2016,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2016-149,IFS-2016-002-14,DISIS-2016-002-1,03 CENTRAL,Washington,KS,WERE,9/15/2019,12/7/2023,,,302.00,302.00,302.00,ER,0.00,0.00,0.00,Wind,,Stranger Creek 345kV,11/30/2016,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2016-147,IFS-2016-002-33,DISIS-2016-002-1,02 NEBRASKA,Cheyenne,NE,Tri-State,9/15/2019,6/28/2024,,,40.00,40.00,40.00,ER,0.00,0.00,0.00,Solar,,Sidney 115 kV Sub,11/30/2016,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2016-146,IFS-2016-002-56,DISIS-2016-002-1,04 SOUTHEAST,Texas,OK,AEP,9/1/2020,9/30/2029,,,175.00,175.00,175.00,ER,0.00,0.00,0.00,Wind,,Riverside 345kV Substation,11/29/2016,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2016-145,IFS-2016-002-55,DISIS-2016-002-1,04 SOUTHEAST,Texas,OK,AEP,9/1/2020,9/30/2029,,,175.00,175.00,175.00,ER,0.00,0.00,0.00,Wind,,Riverside 345kV Substation,11/29/2016,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2016-142,IFS-2016-002-52,DISIS-2016-002-1,04 SOUTHEAST,Texas,OK,AEP,9/1/2020,9/30/2029,,,350.00,350.00,350.00,ER,0.00,0.00,0.00,Wind,,Riverside 345kV Substation,11/29/2016,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2016-141,IFS-2016-002-51,DISIS-2016-002-1,04 SOUTHEAST,Texas,OK,AEP,9/1/2020,9/30/2029,,,350.00,350.00,350.00,ER,0.00,0.00,0.00,Wind,,Riverside 345kV Substation,11/29/2016,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2016-139,IFS-2016-002-49,DISIS-2016-002-1,04 SOUTHEAST,Texas,OK,AEP,9/1/2020,9/30/2029,,,100.00,100.00,100.00,ER,0.00,0.00,0.00,Wind,,Riverside 345kV Substation,11/29/2016,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2016-138,IFS-2016-002-48,DISIS-2016-002-1,04 SOUTHEAST,Texas,OK,AEP,9/1/2020,9/30/2029,,,187.50,187.50,187.50,ER,0.00,0.00,0.00,Wind,,Riverside 345kV Substation,11/29/2016,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2016-137,IFS-2016-002-47,DISIS-2016-002-1,04 SOUTHEAST,Texas,OK,AEP,9/1/2020,9/30/2029,,,187.50,187.50,187.50,ER,0.00,0.00,0.00,Wind,,Riverside 345kV Substation,11/29/2016,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2016-134,IFS-2016-002-44,DISIS-2016-002-1,04 SOUTHEAST, Texas,OK,AEP,9/1/2020,9/30/2029,,,187.50,187.50,187.50,ER,0.00,0.00,0.00,Wind,,Riverside 345kV Substation,11/29/2016,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2016-133,IFS-2016-002-43,DISIS-2016-002-1,04 SOUTHEAST,Texas,OK,AEP,9/1/2020,9/30/2029,,,187.50,187.10,187.50,ER,0.00,0.00,0.00,Wind,,Riverside 345kV Substation,11/29/2016,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2016-132,IFS-2016-002-61,DISIS-2016-002-1,04 SOUTHEAST,Roger Mills,OK,AEP,12/31/2017,6/5/2020,,,6.10,6.10,6.10,ER,0.00,0.00,0.00,Wind,,Sweetwater 230kV,11/30/2016,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2016-131,IFS-2016-002-37,DISIS-2016-002-1,04 SOUTHEAST,Grady,OK,OGE,12/31/2017,10/25/2021,,,2.50,2.50,2.50,ER,0.00,0.00,0.00,Wind,,Minco 345kV,11/30/2016,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2016-130,IFS-2016-002-21,DISIS-2016-002-1,01 NORTH,Mercer,ND,BEPC,9/15/2019,12/27/2024,,,202.00,202.00,202.00,ER,0.00,0.00,0.00,Wind,,Leland Olds 345 kV,11/30/2016,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2016-128,IFS-2016-002-36,DISIS-2016-002-1,04 SOUTHEAST,Alfalfa,OK,OGE,9/15/2019,12/31/2026,,,176.00,176.00,176.00,ER,0.00,0.00,0.00,Wind,,Woodring 345kV,11/30/2016,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2016-126,IFS-2016-002-06,DISIS-2016-002-1,04 SOUTHEAST,Murray,OK,OGE,12/31/2019,11/24/2021,,,172.50,172.50,172.50,ER/NR,0.00,0.00,0.00,Wind,,Arbuckle 138kV substation,11/30/2016,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2016-125,IFS-2016-002-29,DISIS-2016-002-1,05 SOUTHWEST,Roosevelt,NM,SPS,12/31/2019,12/31/2020,,,74.00,74.00,74.00,ER,0.00,0.00,0.00,Wind,,Eddy County-Tolk (Crossroads) 345kV,11/30/2016,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2016-124,IFS-2016-002-28,DISIS-2016-002-1,05 SOUTHWEST,Roosevelt,NM,SPS,12/31/2019,12/31/2020,,,150.00,150.00,150.00,ER,0.00,0.00,0.00,Wind,,Eddy County-Tolk (Crossroads) 345kV,11/30/2016,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2016-123,IFS-2016-002-27,DISIS-2016-002-1,05 SOUTHWEST,Roosevelt,NM,SPS,12/31/2019,12/31/2020,,,298.00,298.00,298.00,ER,0.00,0.00,0.00,Wind,,Eddy County-Tolk (Crossroads) 345kV,11/30/2016,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2016-121,IFS-2016-002-26,DISIS-2016-002-1,05 SOUTHWEST,Lea,NM,SPS,10/1/2022,12/31/2026,,,110.00,110.00,110.00,ER,0.00,0.00,0.00,Solar,,Roadrunner 115kV,11/22/2016,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2016-119,IFS-2016-002-10,DISIS-2016-002-1,04 SOUTHEAST,Kingfisher,OK,OGE,5/15/2020,12/31/2025,,,600.00,600.00,600.00,ER,0.00,0.00,0.00,Wind,,Spring Creek-Sooner 345kV,11/30/2016,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2016-118,IFS-2016-002-05,DISIS-2016-002-1,04 SOUTHEAST,Kingfisher,OK,WFEC,5/15/2021,9/10/2021,,,288.00,288.00,288.00,ER,0.00,0.00,0.00,Wind,,Dover Switchyard 138 kV Line,11/30/2016,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2016-115,IFS-2016-002-24,DISIS-2016-002-1,03 CENTRAL,Atchison,MO,GMO,11/16/2020,3/2/2021,,,300.00,300.00,300.00,ER,0.00,0.00,0.00,Wind,,Nebraska City-Mullen Creek (Holt County MO) 345kV,11/30/2016,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,, 
GEN-2016-111,IFS-2016-002-18,DISIS-2016-002-1,03 CENTRAL,McPherson,KS,WERE,9/15/2019,1/15/2027,,,302.00,302.00,302.00,ER,0.00,0.00,0.00,Wind,,Reno - Summit 345kV,11/30/2016,,IA FULLY EXECUTED/ON SCHEDULE,,,Suspension Start Date of 3/24/2021
GEN-2016-102,IFS-2016-002-01,DISIS-2016-002-1,04 SOUTHEAST,Pontotoc,OK,OGE,11/1/2023,12/19/2025,,,147.50,147.50,147.50,ER/NR,0.00,0.00,0.00,Wind,,Blue River 138kV,11/7/2016,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2016-097,IFS-2016-002-31,DISIS-2016-002-1,04 SOUTHEAST,Caddo,OK,AEP,9/1/2020,1/1/2024,,,100.00,100.00,100.00,ER/NR,0.00,0.00,0.00,Wind,,Tap Southwestern-Fletcher Tap 138kV,10/19/2016,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2016-095,IFS-2016-002-32,DISIS-2016-002-1,04 SOUTHEAST,Caddo,OK,AEP,9/1/2020,4/22/2024,,,200.00,200.00,200.00,ER/NR,0.00,0.00,0.00,Wind,,Gracemont-Lawton East Side 345kV,12/1/2020,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2016-094,IFS-2016-002-25,DISIS-2016-002-1,01 NORTH,Hyde,SD,WAPA,10/1/2020,1/24/2024,,,200.00,200.00,200.00,ER,0.00,0.00,0.00,Wind,,Tap Ft Thompson - Oahe 230kV Line (Single Circuit),10/31/2016,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2016-091,IFS-2016-002-22,DISIS-2016-002-1,04 SOUTHEAST,Caddo,OK,AEP,5/6/2020,1/8/2022,,,303.60,303.60,303.60,ER,0.00,0.00,0.00,Wind,,Gracemont-Lawton East Side 345kV,10/3/2016,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2016-087,IFS-2016-002-59,DISIS-2016-002-1,01 NORTH,Campbell,SD,WAPA,11/15/2019,12/31/2026,,,98.90,98.90,98.90,ER,0.00,0.00,0.00,Wind,,Campbell County 230 kV line,7/25/2016,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2016-075,IFS-2016-001-21,DISIS-2016-001-3,02 NEBRASKA,Holt,NE,WAPA,12/31/2017,12/31/2027,,,50.00,50.00,50.00,ER,0.00,0.00,0.00,Wind,,Fort Thompson-Grand Island (Grand Prairie) 345kV,3/31/2016,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2016-074,IFS-2016-002-57,DISIS-2016-002-1,02 NEBRASKA,Custer,NE,NPPD,10/30/2020,7/1/2027,,,200.00,200.00,200.00,ER,0.00,0.00,0.00,Wind,,Sweetwater 345kV,4/14/2016,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2016-071,IFS-2016-001-19,DISIS-2016-001-3,04 SOUTHEAST,Kay,OK,OGE,9/30/2018,2/27/2028,,,64.60,64.60,64.60,ER,0.00,0.00,0.00,Wind,,Middleton Tap 138kV Substation,3/30/2016,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2016-070,IFS-2016-001-18,DISIS-2016-001-3,05 SOUTHWEST,Carson,TX,SPS,11/1/2016,12/11/2020,,,5.30,5.30,5.30,ER,0.00,0.00,0.00,Wind,,Martin 115 kV Substation,3/30/2016,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2016-068,IFS-2016-001-40,DISIS-2016-001-3,04 SOUTHEAST,Garfield,OK,OGE,9/18/2020,12/15/2020,,,250.00,250.00,250.00,ER,0.00,0.00,0.00,Wind,,Woodring 345kV,3/30/2016,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2016-067,IFS-2016-001-33,DISIS-2016-001-3,03 CENTRAL,Thomas,KS,SUNC,11/1/2017,7/24/2019,,,73.60,73.60,73.60,ER,0.00,0.00,0.00,Wind,,Mingo 345kV,3/31/2016,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2016-061,IFS-2016-001-15,DISIS-2016-001-3,04 SOUTHEAST,Garfield/Noble,OK,OGE,12/1/2017,11/21/2020,,,250.70,250.70,250.70,ER,0.00,0.00,0.00,Wind,,Sooner-Woodring 345 kV line,3/29/2016,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2016-057,IFS-2016-001-35,DISIS-2016-001-3,04 SOUTHEAST,"Cimarron, Texas County",OK,OGE,8/31/2018,3/18/2022,,,499.10,499.10,499.10,ER,0.00,0.00,0.00,Wind,,Mathewson 345kV,3/31/2016,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2016-051,IFS-2016-001-13,DISIS-2016-001-3,04 SOUTHEAST,Custer,OK,AEP,,12/18/2020,,,9.80,9.80,9.80,ER,0.00,0.00,0.00,Wind,,Clinton Junction-Weatherford Southeast 138kV,3/30/2016,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2016-050,IFS-2016-001-42,DISIS-2016-001-3,02 NEBRASKA,Webster Co,NE,NPPD,12/1/2017,12/9/2021,,,250.70,250.70,250.70,ER,0.00,0.00,0.00,Wind,,Axtell – Post Rock 345 kV,3/30/2016,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2016-047,IFS-2016-001-22,DISIS-2016-001-3,04 SOUTHEAST,Canadian,OK,OGE,12/31/2017,3/24/2018,,,24.00,8.00,24.00,ER,0.00,0.00,0.00,Thermal,CT,Mustang 69kV,3/31/2016,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2016-046,IFS-2016-001-12,DISIS-2016-001-3,03 CENTRAL,Ford County,KS,SUNC,12/1/2018,12/23/2021,,,299.00,299.00,299.00,ER,0.00,0.00,0.00,Wind,,Clark County-Ironwood 345kV,3/31/2016,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2016-045,IFS-2016-001-34,DISIS-2016-001-3,04 SOUTHEAST,"Cimarron, Texas County",OK,OGE,8/31/2018,3/18/2022,,,499.10,499.10,499.10,ER,0.00,0.00,0.00,Wind,,Mathewson 345kV,3/31/2016,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2016-043,IFS-2016-001-36,DISIS-2016-001-3,02 NEBRASKA,Wayne County,NE,NPPD,9/1/2018,6/27/2020,,,230.00,230.00,230.00,ER,0.00,0.00,0.00,Wind,,Hoskins 345kV,3/31/2016,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2016-037,IFS-2017-001-32,DISIS-2017-001,04 SOUTHEAST,Washita County,OK,AEP,6/1/2021,3/21/2023,,,300.00,300.00,300.00,ER,0.00,0.00,0.00,Wind,,Chisholm-Gracemont 345kV,3/31/2016,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2016-036,IFS-2016-002-42,DISIS-2016-002-1,01 NORTH,Chippewa County,MN,WAPA,11/17/2018,12/30/2018,,,44.60,44.60,44.60,ER,0.00,0.00,0.00,Wind,,Granite Falls 115kV substation,3/28/2016,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2016-032,IFS-2016-001-11,DISIS-2016-001-3,04 SOUTHEAST,Kingfisher Co,OK,OGE,2/1/2023,4/11/2024,,,200.00,200.00,200.00,ER/NR,0.00,0.00,0.00,Wind,,Crescent Substation 138 kV,3/30/2016,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2016-031,IFS-2016-001-10,DISIS-2016-001-3,04 SOUTHEAST,Kay County,OK,OGE,11/30/2016,12/17/2016,,,1.50,1.50,1.50,ER,0.00,0.00,0.00,Wind,,Rose Hill (Open Sky)-Sooner (Ranch Road) 345kV,3/25/2016,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2016-030,IFS-2016-001-26,DISIS-2016-001-3,04 SOUTHEAST,Johnston Co,OK,OGE,8/28/2021,3/11/2026,,,100.00,100.00,100.00,ER/NR,0.00,0.00,0.00,Solar,,Brown 138kV,3/30/2016,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2016-028,IFS-2016-001-38,DISIS-2016-001-3,04 SOUTHEAST,Le Flore Co,OK,AEP,12/31/2018,12/27/2019,,,100.00,100.00,100.00,ER,0.00,0.00,0.00,Wind,,Clayton 138 kV Sub,3/29/2016,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
