Project ID,Cycle,Stage,Name,Commercial Name,Developer,State,County,Status,Project Type,Transmission Owner,MFO,MW Energy,MW Capacity,MW In Service,Capacity or Energy,Fuel,Submitted Date,Requested In-Service Date,Actual In-Service Date,Commercial Operation Milestone,Backfeed Date,Test Energy Date,Last Updated,Withdrawn Date,Withdrawn Remarks,Phase 1 SIS Report,Phase 1 SIS Report Status,Phase 2 SIS Report,Phase 2 SIS Report Status,Phase 3 SIS Report,Phase 3 SIS Report Status,Final SIS Report,Final SIS Report Status,EPA/GIA/WMPA Report,EPA/GIA/WMPA Report Status,CSA/USCA Report,CSA/USCA Report Status,Transmission Type,Rights (MW),TSR ID,TSR Start Date,TSR End Date,LTF MW
AG1-184,TC1,PHASE 1,Carson-Suffolk 500 kV,,"Cabin Point Solar, LLC",VA,Sussex,Withdrawn,Generation Interconnection,Dominion,500.00,0.00,175.06,,Capacity,Storage,9/17/2020,6/30/2023,,,,,6/27/2024,6/24/2024,Customer Milestone Not Met,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AG1-184/AG1-184_imp_PHASE_1.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AG2-338,TC2,Decision Point 1,Rogers Road - Carson 500 kV,,Cassius Blue Solar LLC,VA,Sussex,Withdrawn,Generation Interconnection,Dominion,40.00,40.00,40.00,0.00,CAPACITY_RESOURCE,Storage,3/25/2021,10/31/2029,,,,,,12/2/2025,CIW,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AG2-338/AG2-338_imp_PHASE_1.htm,Posted,,Not Required,,Not Required,,Not Required,,Not Started,,Not Started,,,,,,
AG2-339,TC2,PHASE 2,Rogers Road - Carson 500 kV,,Cassius Blue Solar LLC,VA,Sussex,Active,Generation Interconnection,Dominion,479.00,85.00,85.00,,Capacity,Storage,3/25/2021,,,,,,5/14/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AG2-339/AG2-339_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_2/AG2-339/AG2-339_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AG2-436,TC2,PHASE 2,Carson - Rogers Road 500 kV,,"Monarch Solar, LLC",VA,Sussex,Active,Generation Interconnection,Dominion,350.00,350.00,140.00,,Capacity,Solar,3/30/2021,,,,,,5/19/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AG2-436/AG2-436_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_2/AG2-436/AG2-436_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AG2-426,TC2,PHASE 2,Wakefield - Waverly 115 kV,,"Waverly Solar 1, LLC",VA,Sussex,Active,Generation Interconnection,Dominion,33.50,33.50,33.50,,Capacity,"Solar,Storage,Hybrid",3/30/2021,,,,,,5/14/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AG2-426/AG2-426_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_2/AG2-426/AG2-426_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AG2-427,TC2,Decision Point 1,Waverly 115 kV,,"Old Forty Road Solar, LLC",VA,Sussex,Withdrawn,Generation Interconnection,Dominion,85.00,85.00,66.30,0.00,CAPACITY_RESOURCE,"Solar,Storage,Hybrid",3/30/2021,4/30/2028,,,,,,12/2/2025,CIW,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AG2-427/AG2-427_imp_PHASE_1.htm,Posted,,Not Required,,Not Required,,Not Required,,Not Started,,Not Started,,,,,,
AG2-428,TC2,Decision Point 1,Wakefield 115 kV,,"Peter's Bridge Solar, LLC",VA,Sussex,Withdrawn,Generation Interconnection,Dominion,170.00,170.00,135.70,0.00,CAPACITY_RESOURCE,"Solar,Storage,Hybrid",3/30/2021,4/30/2028,,,,,,12/2/2025,CIW,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AG2-428/AG2-428_imp_PHASE_1.htm,Posted,,Not Required,,Not Required,,Not Required,,Not Started,,Not Started,,,,,,
AH1-461,TC2,PHASE 2,Buckhorn 138 kV,,"Lakeside Energy, LLC",VA,Tazewell,Active,Generation Interconnection,AEP,80.00,80.00,80.00,,Capacity,Storage,9/10/2021,,,,,,5/14/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AH1-461/AH1-461_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_2/AH1-461/AH1-461_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AH1-133,TC2,PHASE 2,Saltville - Tazewell 138 kV,,Hermes Solar LLC,VA,Tazewell,Active,Generation Interconnection,AEP,70.00,70.00,29.40,,Capacity,Solar,8/23/2021,,,,,,5/14/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AH1-133/AH1-133_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_2/AH1-133/AH1-133_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AH1-747,TC2,RRI APPLICATION REVIEW,,,"Cardinal Energy Storage East, LLC",VA,Warren,Withdrawn,Generation Interconnection,Dominion,300.00,300.00,300.00,,Capacity,Storage,,6/11/2029,,,,,5/5/2025,5/2/2025,Queue Not Required,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AH1-227,TC2,PHASE 2,Flemming - Fremont 69 kV,,Virginia Electric and Power Company (d/b/a Dominion Energy Virginia),VA,Wise,Active,Generation Interconnection,AEP,51.30,51.30,30.78,,Capacity,Solar,9/8/2021,,,,,,5/14/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AH1-227/AH1-227_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_2/AH1-227/AH1-227_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AH1-348,TC2,PHASE 2,Pound 34.5 kV,,"Highlands CF Solar, LLC",VA,Wise,Active,Generation Interconnection,AEP,10.00,10.00,6.00,,Capacity,Solar,9/10/2021,,,,,,5/14/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AH1-348/AH1-348_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_2/AH1-348/AH1-348_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AG2-462,TC2,PHASE 1,Progress Park - Glen Lyn 138 kV,,May Solar LLC,VA,Wythe,Withdrawn,Generation Interconnection,AEP,150.00,150.00,78.00,,Capacity,"Solar,Storage,Hybrid",3/30/2021,10/31/2024,,,,,10/31/2025,6/9/2025,Customer Initiated Withdrawal,,Not Specified,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AH1-157,TC2,Decision Point 1,Penniman - Waller 230 kV,,Delorean Power LLC dba Lightshift Energy,VA,York,Withdrawn,Generation Interconnection,Dominion,100.00,100.00,100.00,0.00,CAPACITY_RESOURCE,Storage,8/31/2021,12/1/2027,,,,,10/30/2025,11/19/2025,CIW,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AH1-157/AH1-157_imp_PHASE_1.htm,Posted,,Not Required,,Not Required,,Not Required,,Not Started,,Not Started,,,,,,
AG1-359,TC1,PHASE 1,Fentress 230 kV,,"Fentress Energy Storage, LLC",VA,City of Chesapeake,Withdrawn,Generation Interconnection,Dominion,127.50,127.50,127.50,,Capacity,Storage,9/30/2020,12/1/2024,,,,,6/27/2024,6/24/2024,Customer Milestone Not Met,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AG1-359/AG1-359_imp_PHASE_1.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AG1-364,TC1,PHASE 1,Deep Creek 115 kV,,Crossroads Energy Storage LLC,VA,City of Chesapeake,Withdrawn,Generation Interconnection,Dominion,100.00,100.00,40.00,,Capacity,Storage,9/30/2020,11/30/2023,,,,,6/27/2024,6/24/2024,Customer Milestone Not Met,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AG1-364/AG1-364_imp_PHASE_1.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AE2-156,TC1,FINAL AGREEMENT,Yadkin 115 kV,Yadkins Energy Center,"Yadkins Energy Center, LLC",VA,City of Chesapeake,EP,Generation Interconnection,Dominion,100.00,100.00,100.00,,Capacity,Storage,3/15/2019,3/31/2031,,3/31/2031,9/23/2027,11/18/2027,3/12/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AE2-156/AE2-156_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_2/AE2-156/AE2-156_imp_PHASE_2.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_3/AE2-156/AE2-156_imp_PHASE_3.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/FINAL/AE2-156/AE2-156_imp_FINAL.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/gia/ae2_156_gia.pdf,Posted,,Not Started,,,,,,
AF1-123,TC1,FINAL AGREEMENT,Harper 230 kV,"CVOW 1, OSS 1 - T1L11",Virginia Electric and Power Company (d/b/a Dominion Energy Virginia),VA,City of Chesapeake,UC,Generation Interconnection,Dominion,833.00,833.00,253.20,,Capacity,Offshore Wind,9/17/2019,12/31/2032,,12/31/2032,9/8/2026,12/1/2026,5/13/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AF1-123/AF1-123_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_2/AF1-123/AF1-123_imp_PHASE_2.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_3/AF1-123/AF1-123_imp_PHASE_3.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/FINAL/AF1-123/AF1-123_imp_FINAL.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/gia/af1_123_gia.pdf,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/csa/af1_123_csa.pdf,Posted,,,,,,
AF1-124,TC1,FINAL AGREEMENT,Harper 230 kV,"CVOW 2, OSS 2 – T2G07",Virginia Electric and Power Company (d/b/a Dominion Energy Virginia),VA,City of Chesapeake,UC-ISP,Generation Interconnection,Dominion,836.00,836.00,254.10,14.00,Capacity,Offshore Wind,9/17/2019,12/31/2032,,12/31/2032,12/1/2025,3/23/2026,3/30/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AF1-124/AF1-124_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_2/AF1-124/AF1-124_imp_PHASE_2.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_3/AF1-124/AF1-124_imp_PHASE_3.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/FINAL/AF1-124/AF1-124_imp_FINAL.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/gia/af1_124_gia.pdf,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/csa/af1_124_csa.pdf,Posted,,,,,,
AF1-125,TC1,FINAL AGREEMENT,Harper 230 kV,"CVOW 3, OSS 3 – T3G15",Virginia Electric and Power Company (d/b/a Dominion Energy Virginia),VA,City of Chesapeake,UC,Generation Interconnection,Dominion,820.00,820.00,249.30,,Capacity,Offshore Wind,9/17/2019,12/31/2032,,12/31/2032,6/29/2026,7/15/2026,5/13/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AF1-125/AF1-125_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_2/AF1-125/AF1-125_imp_PHASE_2.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_3/AF1-125/AF1-125_imp_PHASE_3.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/FINAL/AF1-125/AF1-125_imp_FINAL.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/gia/af1_125_gia.pdf,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/csa/af1_125_csa.pdf,Posted,,,,,,
AH1-226,TC2,PHASE 1,Clubhouse - Sapony 230 kV,,Virginia Electric and Power Company,VA,City of Emporia,Withdrawn,Generation Interconnection,Dominion,115.00,115.00,69.00,,Capacity,Solar,9/8/2021,12/1/2025,,,,,10/31/2025,4/11/2025,Customer Initiated Withdrawal,,Not Specified,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AG2-010,TC2,Decision Point 1,Peninsula-Whealton 115 kV,Hampton BESS 3,Delorean Power LLC dba Lightshift Energy,VA,City of Hampton,Withdrawn,Generation Interconnection,Dominion,100.00,100.00,75.96,0.00,CAPACITY_RESOURCE,Storage,10/9/2020,12/1/2027,,,,,10/30/2025,11/19/2025,CIW,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AG2-010/AG2-010_imp_PHASE_1.htm,Posted,,Not Required,,Not Required,,Not Required,,Not Started,,Not Started,,,,,,
AH1-065,TC2,Decision Point 1,Hopewell 34.5kV,Churchill Storage Solutions LLC,Churchill Storage Solutions LLC,VA,City of Hopewell,Withdrawn,Generation Interconnection,Dominion,20.00,20.00,8.00,0.00,CAPACITY_RESOURCE,Storage,7/27/2021,10/31/2027,,,,,,12/2/2025,CIW,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AH1-065/AH1-065_imp_PHASE_1.htm,Posted,,Not Required,,Not Required,,Not Required,,Not Started,,Not Started,,,,,,
AH1-066,TC2,Decision Point 1,Hopewell 34.5kV,Churchill Storage Solutions LLC,Churchill Storage Solutions LLC,VA,City of Hopewell,Withdrawn,Generation Interconnection,Dominion,10.00,10.00,4.00,0.00,CAPACITY_RESOURCE,Storage,7/27/2021,10/31/2027,,,,,,12/2/2025,CIW,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AH1-066/AH1-066_imp_PHASE_1.htm,Posted,,Not Required,,Not Required,,Not Required,,Not Started,,Not Started,,,,,,
AG2-202,TC2,APPLICATION REVIEW,Reusens 12.47 kV,,"James Energy Center, LLC",VA,City of Lynchburg,Withdrawn,Generation Interconnection,AEP,20.00,20.00,20.00,,Capacity,Storage,3/4/2021,10/31/2022,,,,,3/11/2025,3/11/2025,Customer Initiated Withdrawal,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AH1-108,TC2,PHASE 2,Spruance NUG 230 kV,,Spruance Operating Services LLC,VA,City of Richmond,Active,Generation Interconnection,Dominion,66.00,0.00,9.00,,Capacity,Natural Gas,8/4/2021,,,,,,5/14/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AH1-108/AH1-108_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_2/AH1-108/AH1-108_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AH1-323,TC2,Decision Point 1,Elmont 230 kV,,Invenergy Storage Development LLC,VA,City of Suffolk,Withdrawn,Generation Interconnection,Dominion,100.00,100.00,100.00,0.00,CAPACITY_RESOURCE,Storage,9/9/2021,12/31/2030,,,,,,12/3/2025,CMN,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AH1-323/AH1-323_imp_PHASE_1.htm,Posted,,Not Required,,Not Required,,Not Required,,Not Started,,Not Started,,,,,,
AH1-730,TC2,RRI APPLICATION REVIEW,,,"SolAmerica Energy, LLC",VA,City of Suffolk,Withdrawn,Generation Interconnection,Dominion,100.00,100.00,100.00,,Capacity,Storage,,4/30/2028,,,,,5/5/2025,5/2/2025,Queue Not Required,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AE2-123,TC1,PHASE 1,Birdneck-Landstown 230 kV,,"Avangrid Renewables, LLC",VA,City of Virginia Beach,Withdrawn,Generation Interconnection,Dominion,800.10,800.10,163.30,,Capacity,Offshore Wind,2/28/2019,12/31/2027,,,,,6/27/2024,6/24/2024,Customer Milestone Not Met,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AE2-123/AE2-123_imp_PHASE_1.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AE2-124,TC1,PHASE 1,Landstown 230 kV,,"Avangrid Renewables, LLC",VA,City of Virginia Beach,Withdrawn,Generation Interconnection,Dominion,800.10,800.10,148.50,,Capacity,Offshore Wind,2/28/2019,12/31/2029,,,,,6/27/2024,6/24/2024,Customer Milestone Not Met,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AE2-124/AE2-124_imp_PHASE_1.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AH1-138,TC2,PHASE 2,Penniman 34.5 kV,,Virginia Electric and Power Company (d/b/a Dominion Energy Virginia),VA,City of Williamsburg,Active,Generation Interconnection,Dominion,20.00,20.00,8.40,,Capacity,Solar,7/30/2021,,,,,,5/14/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AH1-138/AH1-138_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_2/AH1-138/AH1-138_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AH1-254,TC2,PHASE 2,Greenland Gap 500 kV II,Mount Storm Repower,Renew Development Holdco LLC,WV,Barbour,Active,Generation Interconnection,APS,171.40,171.40,36.54,,Capacity,Wind,9/10/2021,,,,,,5/14/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AH1-254/AH1-254_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_2/AH1-254/AH1-254_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AG2-423,TC2,PHASE 2,Cherry Run - Harmony 138 kV,,"Falling Waters Solar, LLC",WV,Barbour,Active,Generation Interconnection,APS,80.00,80.00,48.00,,Capacity,Solar,3/30/2021,,,,,,5/14/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AG2-423/AG2-423_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_2/AG2-423/AG2-423_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AG2-582,TC2,PHASE 2,Flint Run 500 kV,,"CPV Shay, LLC",WV,Doddridge,Active,Generation Interconnection,APS,2100.00,2100.00,2075.00,,Capacity,Natural Gas,3/31/2021,,,,,,5/27/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AG2-582/AG2-582_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_2/AG2-582/AG2-582_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AG1-219,TC1,PHASE 1,Layland 69 kV,,"Fayette Solar I, LLC",WV,Fayette,Withdrawn,Generation Interconnection,AEP,75.00,75.00,39.50,,Capacity,"Solar,Storage,Hybrid",9/23/2020,12/1/2023,,,,,6/24/2024,6/21/2024,Customer Milestone Not Met,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AG1-219/AG1-219_imp_PHASE_1.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AG1-194,TC1,PHASE 2,Nuttall 138 kV,,"Keeneys Creek Solar I, LLC",WV,Fayette,Withdrawn,Generation Interconnection,AEP,79.00,79.00,27.00,,Capacity,"Solar,Storage,Hybrid",9/18/2020,12/1/2023,,,,,1/27/2025,1/22/2025,Customer Milestone Not Met,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AG1-194/AG1-194_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_2/AG1-194/AG1-194_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AG2-657,TC2,PHASE 2,Kanawha River - Carbondale 138 kV,,"Mammoth Solar, LLC",WV,Fayette,Active,Generation Interconnection,AEP,90.00,90.00,37.80,,Capacity,Solar,3/31/2021,,,,,,5/14/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AG2-657/AG2-657_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_2/AG2-657/AG2-657_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AG2-655,TC2,PHASE 1,Mt. Storm-Bismark 500 kV,,"Mount Storm Solar, LLC",WV,Grant,Withdrawn,Generation Interconnection,Dominion,500.00,500.00,210.00,,Capacity,Solar,3/31/2021,6/30/2024,,,,,10/31/2025,7/7/2025,Customer Initiated Withdrawal,,Not Specified,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AH1-255,TC2,PHASE 1,Greenland Gap III,Mount Storm Repower BESS 1,Mount Storm BESS 1 LLC,WV,Grant,Withdrawn,Generation Interconnection,APS,240.00,240.00,240.00,,Capacity,Storage,9/9/2021,7/31/2025,,,,,10/31/2025,7/7/2025,Customer Initiated Withdrawal,,Not Specified,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AH1-590,TC2,PHASE 1,Cherry Ridge 66 kV,Messenger Brothers Solar I,"RWE Solar Development, LLC",WV,Grant,Withdrawn,Generation Interconnection,APS,50.00,50.00,30.00,,Capacity,Solar,9/10/2021,12/16/2024,,,,,10/31/2025,7/8/2025,Customer Initiated Withdrawal,,Not Specified,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AH1-591,TC2,PHASE 1,Cherry Ridge 66kV,Messenger Brothers Solar II,"RWE Solar Development, LLC",WV,Grant,Withdrawn,Generation Interconnection,APS,100.00,50.00,30.00,,Capacity,Solar,9/10/2021,12/16/2024,,,,,10/31/2025,7/8/2025,Customer Initiated Withdrawal,,Not Specified,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AH1-592,TC2,PHASE 1,Cherry Ridge 66kV,Messenger Brothers Storage,"RWE Solar Development, LLC",WV,Grant,Withdrawn,Generation Interconnection,APS,145.00,45.00,45.00,,Capacity,Storage,9/10/2021,12/16/2024,,,,,10/31/2025,7/8/2025,Customer Initiated Withdrawal,,Not Specified,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AH1-713,TC2,PHASE 2,Mt. Storm 500kV,,Virginia Electric and Power Company (d/b/a Dominion Energy Virginia),WV,Grant,Active,Generation Interconnection,Dominion,538.00,0.00,14.00,,Capacity,Coal,4/7/2025,,,,,,5/14/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AH1-713/AH1-713_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_2/AH1-713/AH1-713_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AG2-062,TC2,PHASE 2,William 138 kV,,Catamount Wind LLC,WV,Grant,Active,Generation Interconnection,APS,147.00,147.00,21.61,,Capacity,Wind,12/15/2020,,,,,,5/14/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AG2-062/AG2-062_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_2/AG2-062/AG2-062_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AH1-376,TC2,PHASE 1,Ronceverte - Clenden 46 kV,Trillium PV I,"Trillium PV I, LLC",WV,Greenbrier,Withdrawn,Generation Interconnection,APS,28.00,28.00,16.80,,Capacity,Solar,9/10/2021,6/1/2025,,,,,10/31/2025,4/22/2025,Customer Initiated Withdrawal,,Not Specified,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AH1-387,TC2,PHASE 2,Meadowbrook-Greenland Gap  500kV,CPV Capon Springs Wind,"CPV Springs Wind, LLC",WV,Hampshire,Active,Generation Interconnection,APS,150.00,150.00,22.05,,Capacity,Wind,9/10/2021,,,,,,5/14/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AH1-387/AH1-387_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_2/AH1-387/AH1-387_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AG2-403,TC2,Decision Point 1,Meadow Brook - Mt. Storm 500 kV,,"Old Fields Solar, LLC",WV,Hardy,Withdrawn,Generation Interconnection,APS,125.00,125.00,52.50,0.00,CAPACITY_RESOURCE,Solar,3/30/2021,11/15/2029,,,,,,12/2/2025,CIW,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AG2-403/AG2-403_imp_PHASE_1.htm,Posted,,Not Required,,Not Required,,Not Required,,Not Started,,Not Started,,,,,,
AG2-404,TC2,Decision Point 1,Meadow Brook - Mt. Storm 500 kV II,,"Old Fields Solar, LLC",WV,Hardy,Withdrawn,Generation Interconnection,APS,250.00,250.00,52.50,0.00,CAPACITY_RESOURCE,Solar,3/30/2021,11/15/2029,,,,,,12/2/2025,CIW,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AG2-404/AG2-404_imp_PHASE_1.htm,Posted,,Not Required,,Not Required,,Not Required,,Not Started,,Not Started,,,,,,
AH1-426,TC2,Decision Point 1,Gilboa-Jones Branch 138 kV IV,,"Nicholas County Solar Project, LLC",WV,Kanawha,Withdrawn,Generation Interconnection,APS,64.60,64.60,64.60,0.00,CAPACITY_RESOURCE,Storage,9/11/2021,12/31/2029,,,,,10/30/2025,12/1/2025,CIW,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AH1-426/AH1-426_imp_PHASE_1.htm,Posted,,Not Required,,Not Required,,Not Required,,Not Started,,Not Started,,,,,,
