Project ID,ISO,Status,Queue Date,Withdrawn Date,Proposed Date,State,County,Zone,MW Capacity,Fuel Type,Transmission Owner,Service Type,Study Cycle,Study Group,Name,Study Phase,POI Name,Developer,Done Date,POI,Completion Probability,Latitude,Longitude,Screening Started Date,Screening Complete Date,FIS Requested Date,FIS Approved Date,IA Signed Date,Construction Start Date,Construction End Date,Approved Energization Date,Approved Sync Date,Latest Milestone,Latest Milestone Date,Milestones
J2403,MISO,Active,2022-09-15 04:00:00+00:00,,2025-05-31 04:00:00+00:00,IL,Johnson,,200.00,Solar,AMEREN ILLINOIS,ERIS,DPP-2022,Central,,,7JORD - 7MASS 345.0kV,,,,,,,,,,,,,,,,,,
J2373,MISO,Withdrawn,2022-09-15 04:00:00+00:00,,2025-01-06 05:00:00+00:00,LA,Calcasieu,,40.00,Thermal,"ENTERGY LOUISIANA, LLC",NRIS,DPP-2022,South,,,230kV Graywood or (new) Big Lake,,,,,,,,,,,,,,,,,,
J2362,MISO,Withdrawn,2022-09-13 04:00:00+00:00,,2026-09-01 04:00:00+00:00,IN,Fountain,,100.00,Storage,"DUKE ENERGY INDIANA, LLC",NRIS,DPP-2022,Central,,,VEEDERSBURG WEST 230kV Substation,,,,,,,,,,,,,,,,,,
J3663,MISO,Withdrawn,2024-04-13 04:00:00+00:00,,2028-09-01 04:00:00+00:00,LA,Morehouse,,150.00,Solar,"ENTERGY LOUISIANA, LLC",NRIS,DPP-2023,South,,,OAK RIDGE (LA) - STERLINGTON 115 SWYD 115.0kV,,,,,,,,,,,,,,,,,,
J3661,MISO,Withdrawn,2024-04-14 04:00:00+00:00,,2028-09-01 04:00:00+00:00,IA,Henry,,300.00,Wind,AMEREN MISSOURI,NRIS,DPP-2023,West,,,7MAYWOOD - 7SUB T  3 345.0kV,,,,,,,,,,,,,,,,,,
J3707,MISO,Withdrawn,2024-04-16 04:00:00+00:00,,2027-09-15 04:00:00+00:00,IN,Putnam,,40.00,Solar,"DUKE ENERGY INDIANA, LLC",NRIS,DPP-2023,Central,,,Other_,,,,,,,,,,,,,,,,,,
J1892,MISO,Withdrawn,2021-08-24 04:00:00+00:00,,2023-11-01 04:00:00+00:00,MI,Otsego,,64.80,Solar,METC,NRIS,DPP-2021,East (ITC),,,Livingston - Keystone 345 kV,,,,,,,,,,,,,,,,,,
J1864,MISO,Withdrawn,2021-08-16 04:00:00+00:00,,2024-09-15 04:00:00+00:00,IA,Cerro Gordo,,250.00,Wind,ITC MIDWEST,NRIS,DPP-2021,West,,,Emery 161kV,,,,,,,,,,,,,,,,,,
J2200,MISO,Withdrawn,2021-08-13 04:00:00+00:00,,2024-09-30 04:00:00+00:00,MN,Scott,,200.00,Storage,NORTHERN STATES POWER COMPANY,NRIS,DPP-2021,West,,,BLUE LAKE,,,,,,,,,,,,,,,,,,
J3732,MISO,Active,2024-04-15 04:00:00+00:00,,2026-12-30 05:00:00+00:00,IL,Saline,,175.00,Hybrid,AMEREN ILLINOIS,NRIS,DPP-2023,Central,,,Niles 138 kV (J1208/J1209) to be built near existing Harco Tap,,,,,,,,,,,,,,,,,,
J4023,MISO,Withdrawn,2025-02-03 05:00:00+00:00,,2029-06-01 04:00:00+00:00,IN,Clay,,185.00,Solar,"DUKE ENERGY INDIANA, LLC",NRIS,DPP-2025,Central,,,Wabash River  -  Staunton 230.0kV,,,,,,,,,,,,,,,,,,
S1082,MISO,Active,2025-01-13 05:00:00+00:00,,2028-04-30 04:00:00+00:00,MI,Muskegon,,50.00,Storage,METC,SIS,,,,,DU PONT - WHITE LAKE 138.0kV,,,,,,,,,,,,,,,,,,
S1093,MISO,Withdrawn,2025-03-06 05:00:00+00:00,,2027-09-01 04:00:00+00:00,IA,Mitchell,,202.00,Storage,ITC MIDWEST,SIS,,,,,Mitchell County,,,,,,,,,,,,,,,,,,
J4069,MISO,Active,2025-10-03 04:00:00+00:00,,2030-01-31 05:00:00+00:00,WI,Marathon,,169.93,Solar,AMERICAN TRANSMISSION COMPANY,NRIS,DPP-2025,East (ATC),,,Kelly - Ackley 115.0kV,,,,,,,,,,,,,,,,,,
S1116,MISO,Active,2025-08-31 04:00:00+00:00,,2027-06-01 04:00:00+00:00,MS,Tallahatchie,,100.00,Storage,"ENTERGY MISSISSIPPI, LLC.",SIS,,,,,WEBB,,,,,,,,,,,,,,,,,,
J4110,MISO,Active,2025-10-07 04:00:00+00:00,,2030-06-30 04:00:00+00:00,LA,Lafayette,,400.00,Thermal,CLECO POWER LLC,NRIS,DPP-2026,South,,,Rork - Sellers Road 230.0kV,,,,,,,,,,,,,,,,,,
J4109,MISO,Withdrawn,2025-10-07 04:00:00+00:00,,2030-06-30 04:00:00+00:00,LA,Iberville,,1300.00,Thermal,"ENTERGY LOUISIANA, LLC",NRIS,DPP-2025,South,,,DONALDSONVILLE - EVERGREEN 230.0kV,,,,,,,,,,,,,,,,,,
J4108,MISO,Withdrawn,2025-10-07 04:00:00+00:00,,2030-09-30 04:00:00+00:00,LA,Webster,,150.00,Storage,"ENTERGY LOUISIANA, LLC",NRIS,DPP-2025,South,,,SAREPTA,,,,,,,,,,,,,,,,,,
S1120,MISO,Active,2025-09-08 04:00:00+00:00,,2027-07-15 04:00:00+00:00,IN,Knox,,150.00,Storage,"DUKE ENERGY INDIANA, LLC",SIS,,,,,Edwardsport  - Washington Mun,,,,,,,,,,,,,,,,,,
J4036,MISO,Withdrawn,2025-07-01 04:00:00+00:00,,2029-09-06 04:00:00+00:00,AR,Cross,,160.00,Solar,"ENTERGY ARKANSAS, LLC",NRIS,DPP-2025,South,,,WYNNE INDUSTRIAL,,,,,,,,,,,,,,,,,,
J4240,MISO,Active,2026-05-13 02:35:53+00:00,,2031-06-28 04:00:00+00:00,,Grant,,250.00,Other,OTTER TAIL POWER COMPANY,NRIS,DPP-2026,West,,,Big Stone South 345 kV substation,,,,,,,,,,,,,,,,,,
J4241,MISO,Active,2026-05-28 18:29:18+00:00,,2030-12-01 05:00:00+00:00,,St. Charles,,2220.00,Other,AMEREN MISSOURI,NRIS,DPP-2026,Central,,,SIOUX,,,,,,,,,,,,,,,,,,
J4242,MISO,Active,2026-05-22 23:48:28+00:00,,2031-05-01 04:00:00+00:00,,,,115.00,Other,"ENTERGY ARKANSAS, LLC",NRIS,DPP-2026,South,,,,,,,,,,,,,,,,,,,,,
J3244,MISO,Withdrawn,2024-03-27 04:00:00+00:00,,2028-06-30 04:00:00+00:00,IN,Parke,,100.00,Solar,"DUKE ENERGY INDIANA, LLC",NRIS,DPP-2023,Central,,,Parke County REMC,,,,,,,,,,,,,,,,,,
J3245,MISO,Withdrawn,2024-03-26 04:00:00+00:00,,2028-06-30 04:00:00+00:00,KY,Breckinridge,,150.00,Solar,BIG RIVERS ELECTRIC CORPORATION,NRIS,DPP-2023,Central,,,Meade County - New Hardinsburg 161.0kV,,,,,,,,,,,,,,,,,,
J3246,MISO,Withdrawn,2024-04-05 04:00:00+00:00,,2028-01-15 05:00:00+00:00,IL,Sangamon,,120.00,Solar,"PRAIRIE POWER, INC.",NRIS,DPP-2023,Central,,,Fancy Creek 138kV Substation,,,,,,,,,,,,,,,,,,
J3251,MISO,Active,2024-04-15 04:00:00+00:00,,2028-06-01 04:00:00+00:00,MI,Genesee,,200.00,Storage,METC,NRIS,DPP-2023,East (ITC),,,THETFORD,,,,,,,,,,,,,,,,,,
J3252,MISO,Withdrawn,2024-04-15 04:00:00+00:00,,2028-06-01 04:00:00+00:00,MI,St. Clair,,200.00,Storage,ITC,NRIS,DPP-2023,East (ITC),,,FITZ,,,,,,,,,,,,,,,,,,
J3250,MISO,Withdrawn,2024-04-14 04:00:00+00:00,,2028-09-15 04:00:00+00:00,IA,Cerro Gordo,,150.00,Wind,MIDAMERICAN ENERGY CO.,NRIS,DPP-2023,West,,,FLOYD - EMERY (ITCM) 161.0kV,,,,,,,,,,,,,,,,,,
J3261,MISO,Withdrawn,2024-03-26 04:00:00+00:00,,2028-06-30 04:00:00+00:00,MS,Tunica,,200.00,Solar,"ENTERGY MISSISSIPPI, LLC.",NRIS,DPP-2023,South,,,Tunica 230 kV (337160),,,,,,,,,,,,,,,,,,
J3260,MISO,Withdrawn,2024-03-28 04:00:00+00:00,,2028-01-15 05:00:00+00:00,IL,LaSalle,,97.00,Solar,AMEREN ILLINOIS,NRIS,DPP-2023,Central,,,4NLASALLE RB - 4WED_FOXR 138.0kV,,,,,,,,,,,,,,,,,,
J3263,MISO,Withdrawn,2024-04-15 04:00:00+00:00,,2028-06-01 04:00:00+00:00,AK,Desha,,150.00,Solar,ARKANSAS ELECTRIC COOPERATIVE CORPORATION,NRIS,DPP-2023,South,,,DUMAS - REED SS 115.0kV,,,,,,,,,,,,,,,,,,
J3262,MISO,Withdrawn,2024-04-12 04:00:00+00:00,,2028-03-01 05:00:00+00:00,TX,Jefferson,,300.00,Wind,"ENTERGY TEXAS, INC.",NRIS,DPP-2023,South,,,Stowell,,,,,,,,,,,,,,,,,,
J3264,MISO,Withdrawn,2024-04-12 04:00:00+00:00,,2028-09-01 04:00:00+00:00,MI,Otsego,,300.00,Storage,METC,NRIS,DPP-2023,East (ITC),,,LIVINGSTON CO,,,,,,,,,,,,,,,,,,
J3267,MISO,Withdrawn,2024-04-15 04:00:00+00:00,,2028-06-01 04:00:00+00:00,MI,Genesee,,50.00,Solar,METC,NRIS,DPP-2023,East (ITC),,,THETFORD,,,,,,,,,,,,,,,,,,
J3286,MISO,Active,2024-04-15 04:00:00+00:00,,2028-11-01 04:00:00+00:00,MI,Sanilac,,200.00,Solar,ITC,NRIS,DPP-2023,East (ITC),,,KILGORE - MICAH 120.0kV,,,,,,,,,,,,,,,,,,
J3287,MISO,Active,2024-04-15 04:00:00+00:00,,2028-11-01 04:00:00+00:00,MI,Osceola,,110.00,Solar,WOLVERINE POWER SUPPLY COOPERATIVE,NRIS,DPP-2023,East (ITC),,,Hersey Interconnection,,,,,,,,,,,,,,,,,,
J3300,MISO,Withdrawn,2024-04-17 04:00:00+00:00,,2027-01-31 05:00:00+00:00,AR,Craighead,,200.00,Solar,"ENTERGY ARKANSAS, LLC",NRIS,DPP-2023,South,,,CASH - NEWPORT AB 161.0kV,,,,,,,,,,,,,,,,,,
J3301,MISO,Withdrawn,2024-04-17 04:00:00+00:00,,2027-01-31 05:00:00+00:00,AR,Prairie,,180.00,Solar,"ENTERGY ARKANSAS, LLC",NRIS,DPP-2023,South,,,DES ARC - COTTON PLANT 115.0kV,,,,,,,,,,,,,,,,,,
J3302,MISO,Withdrawn,2024-04-17 04:00:00+00:00,,2027-01-31 05:00:00+00:00,AR,Jefferson,,105.00,Solar,"ENTERGY ARKANSAS, LLC",NRIS,DPP-2023,South,,,P.B. SOUTH - VARNER 115.0kV,,,,,,,,,,,,,,,,,,
J3303,MISO,Withdrawn,2024-04-17 04:00:00+00:00,,2027-01-31 05:00:00+00:00,AR,Prairie,,400.00,Solar,"ENTERGY ARKANSAS, LLC",NRIS,DPP-2023,South,,,WEST MEMPHIS EHV - KEO EHV 500.0kV,,,,,,,,,,,,,,,,,,
J3304,MISO,Withdrawn,2024-04-17 04:00:00+00:00,,2027-01-31 05:00:00+00:00,AR,Clark,,350.00,Solar,"ENTERGY ARKANSAS, LLC",NRIS,DPP-2023,South,,,ETTA - MCNEIL EHV 500.0kV,,,,,,,,,,,,,,,,,,
J3305,MISO,Withdrawn,2024-04-17 04:00:00+00:00,,2027-01-31 05:00:00+00:00,IA,Adams,,150.00,Solar,MIDAMERICAN ENERGY CO.,NRIS,DPP-2023,West,,,Other_,,,,,,,,,,,,,,,,,,
J3232,MISO,Active,2024-04-11 04:00:00+00:00,,2028-08-31 04:00:00+00:00,IN,Vermillion,,500.00,Thermal,"DUKE ENERGY INDIANA, LLC",NRIS,DPP-2023,Central,,,CAYUGA STATION,,,,,,,,,,,,,,,,,,
J1030,MISO,Done,2018-03-12 04:00:00+00:00,,2021-09-01 04:00:00+00:00,TX,Polk County,,150.00,Solar,"ENTERGY TEXAS, INC.",ERIS,DPP-2018-APR,South,,,Poco - Menard 138kV Line Tao,,2020-10-22 04:00:00+00:00,,,,,,,,,,,,,,,,
J1031,MISO,Withdrawn,2018-03-12 04:00:00+00:00,,2020-10-01 04:00:00+00:00,IN,Henry County,,150.00,Wind,"DUKE ENERGY INDIANA, LLC",NRIS,DPP-2018-APR,Central,,,Fall Creek - New Castle 138 kV Line Tap,,,,,,,,,,,,,,,,,,
J1032,MISO,Withdrawn,2018-03-12 04:00:00+00:00,,2021-10-31 04:00:00+00:00,MN,Wabasha County,,50.00,Storage,NORTHERN STATES POWER COMPANY,NRIS,DPP-2018-APR,West,,,Briggs Rd. - N. Rochester 345 kV Line Tap,,,,,,,,,,,,,,,,,,
J1040,MISO,Done,2018-03-12 04:00:00+00:00,,2021-09-01 04:00:00+00:00,ND,McIntosh County,,250.00,Wind,MONTANA-DAKOTA UTILITIES CO.,NRIS,DPP-2018-APR,West,,,Wishek Junction 230 kV Substation,,2022-02-07 05:00:00+00:00,,,,,,,,,,,,,,,,
J1033,MISO,Withdrawn,2018-03-12 04:00:00+00:00,,2021-10-31 04:00:00+00:00,MO,Stoddard County,,50.00,Storage,Ameren Missouri,NRIS,DPP-2018-APR,Central,,,Stoddard - Morely 161 kV Line Tap,,,,,,,,,,,,,,,,,,
J1010,MISO,Withdrawn,2018-03-12 04:00:00+00:00,,2020-09-01 04:00:00+00:00,WI,"Kenosha County,Racine County",,400.00,Solar,American Transmission Co. LLC,NRIS,DPP-2018-APR,East (ATC),,,Arcadian - Zion 345kV Line Tap,,,,,,,,,,,,,,,,,,
J1034,MISO,Done,2018-03-12 04:00:00+00:00,,2021-10-31 04:00:00+00:00,MO,Stoddard County,,225.00,Solar,Ameren Missouri,NRIS,DPP-2018-APR,Central,,,Stoddard - Morley 161kV Line Tap,,2021-10-12 04:00:00+00:00,,,,,,,,,,,,,,,,
J1041,MISO,Withdrawn,2018-03-12 04:00:00+00:00,,2021-10-31 04:00:00+00:00,MN,Jackson County,,20.00,Storage,ITC MIDWEST,NRIS,DPP-2018-APR,West,,,Brewster - Heron Lake 161 kV Line,,,,,,,,,,,,,,,,,,
J1011,MISO,Withdrawn,2018-03-12 04:00:00+00:00,,2022-09-01 04:00:00+00:00,WI,"Kenosha County,Racine County",,400.00,Solar,American Transmission Co. LLC,NRIS,DPP-2018-APR,East (ATC),,,Arcadian - Zion 345kV Line Tap,,,,,,,,,,,,,,,,,,
J1035,MISO,Withdrawn,2018-03-12 04:00:00+00:00,,2021-07-01 04:00:00+00:00,IL,Washington County,,75.00,Solar,AMEREN ILLINOIS,NRIS,DPP-2018-APR,Central,,,Fayetteville - Marigold 138 kV Line Tap,,,,,,,,,,,,,,,,,,
J1042,MISO,Withdrawn,2018-03-09 05:00:00+00:00,,2021-09-01 04:00:00+00:00,WI,Walworth County,,200.00,Solar,American Transmission Co. LLC,NRIS,DPP-2018-APR,East (ATC),,,North Lake Geneva 138kV Substation,,2021-05-18 04:00:00+00:00,,,,,,,,,,,,,,,,
J1012,MISO,Withdrawn,2018-03-12 04:00:00+00:00,,2021-09-01 04:00:00+00:00,IL,Scott County,,100.00,Solar,"PRAIRIE POWER, INC.",NRIS,DPP-2018-APR,Central,,,Jacksonville Ind. Park - Winchester 138kV Line Tap,,,,,,,,,,,,,,,,,,
J1036,MISO,Withdrawn,2018-03-12 04:00:00+00:00,,2020-09-01 04:00:00+00:00,MN,Cottonwood County,,130.00,Solar,Xcel Energy,NRIS,DPP-2018-APR,West,,,Lakefield Generation SW 345kV Substation,,,,,,,,,,,,,,,,,,
J1043,MISO,Withdrawn,2018-03-12 04:00:00+00:00,,2021-06-13 04:00:00+00:00,MI,Montcalm County,,374.40,Wind,METC,NRIS,DPP-2018-APR,East (ITC),,,Vergennes - Nelson Rd 345 kV Line Tap,,2021-05-03 04:00:00+00:00,,,,,,,,,,,,,,,,
J1013,MISO,Withdrawn,2018-03-12 04:00:00+00:00,,2021-09-01 04:00:00+00:00,MI,Branch County,,80.00,Solar,METC,NRIS,DPP-2018-APR,East (ITC),,,Batavia 138kV Substation,,,,,,,,,,,,,,,,,,
J1037,MISO,Withdrawn,2018-03-12 04:00:00+00:00,,2021-10-01 04:00:00+00:00,MN,Murray County,,15.00,Storage,GREAT RIVER ENERGY,NRIS,DPP-2018-APR,West,,,Moon Lake 69kV Substation,,,,,,,,,,,,,,,,,,
J1044,MISO,Withdrawn,2018-03-12 04:00:00+00:00,,2022-09-01 04:00:00+00:00,WI,Walworth County,,200.00,Solar,American Transmission Co. LLC,NRIS,DPP-2018-APR,East (ATC),,,North Lake Geneva - Sugar Creek - Burlington 138kV Line Tap,,,,,,,,,,,,,,,,,,
J1014,MISO,Withdrawn,2018-03-12 04:00:00+00:00,,2021-09-01 04:00:00+00:00,MI,Jackson County,,80.00,Solar,METC,NRIS,DPP-2018-APR,East (ITC),,,Tompkins - Blackstone 138kV Line,,,,,,,,,,,,,,,,,,
J1038,MISO,Withdrawn,2018-03-12 04:00:00+00:00,,2020-09-01 04:00:00+00:00,MN,Grant County,,32.50,Solar,OTTER TAIL POWER COMPANY,ERIS,DPP-2018-APR,West,,,Grant Co. - E. Fergus Falls - Hoot Lake 115 kV Line Tap,,,,,,,,,,,,,,,,,,
J1045,MISO,Done,2018-03-12 04:00:00+00:00,,2021-10-31 04:00:00+00:00,MN,Murray County,,20.00,Storage,NORTHERN STATES POWER COMPANY,NRIS,DPP-2018-APR,West,,,Fenton - Chanarambie 115kV Line Tap,,2022-02-07 05:00:00+00:00,,,,,,,,,,,,,,,,
J1015,MISO,Withdrawn,2018-03-12 04:00:00+00:00,,2020-09-01 04:00:00+00:00,MI,Otsego County,,80.00,Solar,METC,NRIS,DPP-2018-APR,East (ITC),,,Gaylord 138kV Substation,,,,,,,,,,,,,,,,,,
J1039,MISO,Withdrawn,2018-03-12 04:00:00+00:00,,2021-10-31 04:00:00+00:00,MO,Warren County,,50.00,Storage,Ameren Missouri,NRIS,DPP-2018-APR,Central,,,Enon - Montogomery 345kV Line Tap,,,,,,,,,,,,,,,,,,
J1046,MISO,Withdrawn,2018-03-12 04:00:00+00:00,,2020-10-31 04:00:00+00:00,MI,Washtenaw County,,50.00,Storage,ITC MIDWEST,NRIS,DPP-2018-APR,East (ITC),,,Majestic - Lemoyne 345 kV Line Tap,,,,,,,,,,,,,,,,,,
J1047,MISO,Withdrawn,2018-03-12 04:00:00+00:00,,2022-09-01 04:00:00+00:00,WI,Walworth County,,200.00,Solar,American Transmission Co. LLC,NRIS,DPP-2018-APR,East (ATC),,,North Lake Geneva - Sugar Creek - Burlington 138kV Line Tap,,,,,,,,,,,,,,,,,,
J1016,MISO,Withdrawn,2018-03-12 04:00:00+00:00,,2021-09-01 04:00:00+00:00,IN,Gibson County,,50.00,Solar,"Southern Indiana Gas & Electric Company d/b/a Vectren Energy Delivery of Indiana, Inc.",NRIS,DPP-2018-APR,Central,,,Francisco - Toyota Z75 138kV Line Tap,,,,,,,,,,,,,,,,,,
J1048,MISO,Withdrawn,2018-03-12 04:00:00+00:00,,2020-09-01 04:00:00+00:00,MI,"Mecosta County,Montcalm County",,250.00,Wind,METC,NRIS,DPP-2018-APR,East (ITC),,,Vergennes - Nelson Road 345kV Line Tap,,,,,,,,,,,,,,,,,,
J1017,MISO,Withdrawn,2018-03-12 04:00:00+00:00,,2021-09-01 04:00:00+00:00,IN,"Carroll County,White County",,125.00,Wind,"DUKE ENERGY INDIANA, LLC",NRIS,DPP-2018-APR,Central,,,Springboro 138 kV Substation,,,,,,,,,,,,,,,,,,
J1018,MISO,Withdrawn,2018-03-12 04:00:00+00:00,,2021-09-01 04:00:00+00:00,IN,Miami County,,150.00,Wind,"DUKE ENERGY INDIANA, LLC",NRIS,DPP-2018-APR,Central,,,Peru South East - Greentown 230 kV Line Tap,,,,,,,,,,,,,,,,,,
J1049,MISO,Withdrawn,2018-03-12 04:00:00+00:00,,2022-09-01 04:00:00+00:00,MS,Forrest County,,250.00,Solar,COOPERATIVE ENERGY,NRIS,DPP-2018-APR,South,,,Purvis 161 kV Substation,,,,,,,,,,,,,,,,,,
J1019,MISO,Withdrawn,2018-03-12 04:00:00+00:00,,2021-09-01 04:00:00+00:00,MO,Boone County,,150.00,Wind,Ameren Missouri,NRIS,DPP-2018-APR,Central,,,Overton - McCredie 345 kV Line Tap,,,,,,,,,,,,,,,,,,
J1050,MISO,Done,2018-03-12 04:00:00+00:00,,2022-06-03 04:00:00+00:00,IA,"Boone County,Hamilton County",,225.00,Wind,ITC MIDWEST,NRIS,DPP-2018-APR,West,,,Doud Tap 161 kV Substation,,2022-01-17 05:00:00+00:00,,,,,,,,,,,,,,,,
J1051,MISO,Withdrawn,2018-03-12 04:00:00+00:00,,2021-10-31 04:00:00+00:00,WI,Jefferson County,,50.00,Storage,American Transmission Co. LLC,NRIS,DPP-2018-APR,East (ATC),,,Concord 138kV Substation,,,,,,,,,,,,,,,,,,
J1052,MISO,Withdrawn,2018-03-12 04:00:00+00:00,,2020-09-01 04:00:00+00:00,MI,Jackson County,,100.00,Solar,METC,NRIS,DPP-2018-APR,East (ITC),,,Beecher - Seamless East 138kV Line Tap,,,,,,,,,,,,,,,,,,
J1053,MISO,Withdrawn,2018-03-12 04:00:00+00:00,,2021-10-31 04:00:00+00:00,WI,Jefferson County,,300.00,Solar,American Transmission Co. LLC,NRIS,DPP-2018-APR,East (ATC),,,Concord SW YD 138 kV Substation,,,,,,,,,,,,,,,,,,
J1060,MISO,Done,2018-03-12 04:00:00+00:00,,2021-10-31 04:00:00+00:00,AR,St. Francis County,,500.00,Solar,"ENTERGY ARKANSAS, LLC",NRIS,DPP-2018-APR,South,,,West Memphis - Keo 500 kV Line Tap,,2020-08-19 04:00:00+00:00,,,,,,,,,,,,,,,,
J1080,MISO,Withdrawn,2018-03-12 04:00:00+00:00,,2020-09-01 04:00:00+00:00,IL,"DeWitt County,McLean County",,99.00,Wind,AMEREN ILLINOIS,NRIS,DPP-2018-APR,Central,,,Brokaw - Clinton 345kV Line Tap,,,,,,,,,,,,,,,,,,
J1054,MISO,Withdrawn,2018-03-12 04:00:00+00:00,,2021-10-31 04:00:00+00:00,MN,Goodhue County,,30.00,Storage,NORTHERN STATES POWER COMPANY,NRIS,DPP-2018-APR,West,,,Cannon Falls 115kV Substation,,,,,,,,,,,,,,,,,,
J1081,MISO,Withdrawn,2018-03-12 04:00:00+00:00,,2020-09-01 04:00:00+00:00,MN,Polk County,,300.00,Wind,OTTER TAIL POWER COMPANY,NRIS,DPP-2018-APR,West,,,Winger 115kV Substation,,,,,,,,,,,,,,,,,,
J1061,MISO,Withdrawn,2018-03-12 04:00:00+00:00,,2021-10-31 04:00:00+00:00,MN,Wabasha County,,300.00,Solar,NORTHERN STATES POWER COMPANY,NRIS,DPP-2018-APR,West,,,Briggs Rd - N. Rochester 345 kV Line Tap,,,,,,,,,,,,,,,,,,
J1055,MISO,Done,2018-03-12 04:00:00+00:00,,2020-09-30 04:00:00+00:00,IL,Mason County,,144.00,Wind,AMEREN ILLINOIS,NRIS,DPP-2018-APR,Central,,,Mason Substation 138 kV Bus,,2021-11-13 05:00:00+00:00,,,,,,,,,,,,,,,,
J1082,MISO,Withdrawn,2018-03-12 04:00:00+00:00,,2020-09-01 04:00:00+00:00,MO,"Grundy County,Mercer County",,400.00,Wind,Ameren Missouri,NRIS,DPP-2018-APR,West,,,Zachary 345 kV Substation,,,,,,,,,,,,,,,,,,
J1062,MISO,Done,2018-03-12 04:00:00+00:00,,2021-10-31 04:00:00+00:00,MI,Washtenaw County,,200.00,Solar,ITC MIDWEST,NRIS,DPP-2018-APR,East (ITC),,,Majestic - Lemoyne 345 kV Line Tap,,2021-04-23 04:00:00+00:00,,,,,,,,,,,,,,,,
J1056,MISO,Withdrawn,2018-03-12 04:00:00+00:00,,2020-10-31 04:00:00+00:00,MI,Monroe County,,200.00,Wind,ITC MIDWEST,NRIS,DPP-2018-APR,East (ITC),,,Lulu - Monroe 345 kV Line Tap,,,,,,,,,,,,,,,,,,
J1083,MISO,Withdrawn,2018-03-12 04:00:00+00:00,,2021-09-01 04:00:00+00:00,MI,Eaton County,,70.00,Solar,METC,NRIS,DPP-2018-APR,East (ITC),,,Oneida138kV Substation,,,,,,,,,,,,,,,,,,
J1090,MISO,Withdrawn,2018-03-12 04:00:00+00:00,,2021-01-02 05:00:00+00:00,MI,Ingham County,,90.00,Solar,METC,NRIS,DPP-2018-APR,East (ITC),,,Tompkins - Churchill Jct 138 kV Line Tap,,,,,,,,,,,,,,,,,,
J1063,MISO,Done,2018-03-12 04:00:00+00:00,,2022-10-31 04:00:00+00:00,IN,Clinton County,,195.00,Solar,"DUKE ENERGY INDIANA, LLC",NRIS,DPP-2018-APR,Central,,,New London - Frankfort 230kV Line Tap,,2022-03-09 05:00:00+00:00,,,,,,,,,,,,,,,,
J1057,MISO,Withdrawn,2018-03-12 04:00:00+00:00,,2021-10-31 04:00:00+00:00,MN,Jackson County,,125.00,Solar,ITC MIDWEST,NRIS,DPP-2018-APR,West,,,Brewster - Heron Lake 161 kV Line,,,,,,,,,,,,,,,,,,
J1070,MISO,Withdrawn,2018-03-12 04:00:00+00:00,,2021-09-15 04:00:00+00:00,MS,Washington County,,100.00,Solar,"ENTERGY MISSISSIPPI, LLC",NRIS,DPP-2018-APR,South,,,SE Greenville 115kV Substation,,,,,,,,,,,,,,,,,,
J1084,MISO,Done,2018-03-12 04:00:00+00:00,,2020-09-01 04:00:00+00:00,IA,Clinton County,,150.00,Solar,ITC MIDWEST,NRIS,DPP-2018-APR,West,,,Rock Creek 345 kV Substation,,2021-06-15 04:00:00+00:00,,,,,,,,,,,,,,,,
J1064,MISO,Withdrawn,2018-03-12 04:00:00+00:00,,2020-10-31 04:00:00+00:00,MI,Ionia County,,200.00,Wind,METC,NRIS,DPP-2018-APR,East (ITC),,,Marquette - Vergennes 138 kV Line Tap,,,,,,,,,,,,,,,,,,
J1091,MISO,Withdrawn,2018-03-12 04:00:00+00:00,,2021-09-15 04:00:00+00:00,AR,Craighead County,,150.00,Solar,"ENTERGY ARKANSAS, LLC",NRIS,DPP-2018-APR,South,,,Power Line Road 161 kV Substation,,,,,,,,,,,,,,,,,,
J1058,MISO,Done,2018-03-12 04:00:00+00:00,,2021-10-31 04:00:00+00:00,IN,Lake County,,300.00,Solar,NORTHERN INDIANA PUBLIC SERVICE COMPANY LLC,NRIS,DPP-2018-APR,Central,,,Schahfer-St. John 345kV Line Tap,,2021-10-12 04:00:00+00:00,,,,,,,,,,,,,,,,
J1071,MISO,Done,2018-03-12 04:00:00+00:00,,2021-01-20 05:00:00+00:00,MI,Oceana County,,100.00,Solar,METC,NRIS,DPP-2018-APR,East (ITC),,,Donaldson 138 kV Substation,,2021-03-26 04:00:00+00:00,,,,,,,,,,,,,,,,
J1085,MISO,Withdrawn,2018-03-12 04:00:00+00:00,,2021-09-01 04:00:00+00:00,WI,"Marathon County,Taylor County,Wood County",,300.00,Wind,American Transmission Co. LLC,NRIS,DPP-2018-APR,East (ATC),,,Gardner Park - J821 POI - Stone Lake 345 kV Line Tap,,,,,,,,,,,,,,,,,,
J1065,MISO,Withdrawn,2018-03-12 04:00:00+00:00,,2020-10-31 04:00:00+00:00,MI,Gratiot County,,200.00,Wind,METC,NRIS,DPP-2018-APR,East (ITC),,,Alma - Vestaburg 138kV Line Tap,,,,,,,,,,,,,,,,,,
J1059,MISO,Withdrawn,2018-03-12 04:00:00+00:00,,2021-10-31 04:00:00+00:00,MO,Cape Girardeau County,,300.00,Solar,Ameren Missouri,NRIS,DPP-2018-APR,Central,,,Kelso - Lutesville 345 kV Line Tap,,,,,,,,,,,,,,,,,,
