Project ID,ISO,Status,Queue Date,Withdrawn Date,Proposed Date,State,County,Zone,MW Capacity,Fuel Type,Transmission Owner,Service Type,Study Cycle,Study Group,Name,Study Phase,POI Name,Developer,Done Date,POI,Completion Probability,Latitude,Longitude,Screening Started Date,Screening Complete Date,FIS Requested Date,FIS Approved Date,IA Signed Date,Construction Start Date,Construction End Date,Approved Energization Date,Approved Sync Date,Latest Milestone,Latest Milestone Date,Milestones
23INR0441,ERCOT,Active,2022-01-13 00:00:00,,2028-09-18 00:00:00,TX,Lamar,NORTH,396.80,Wind,,,,,Bug Tussle Wind Project,,,"Bug Tussle Wind, LLC",,Tap 1729 Valley South and 1692 Paris,20.00,33.67,-95.58,2022-01-13 00:00:00,2022-04-11 00:00:00,2022-08-16 00:00:00,,2024-07-10 00:00:00,,,,,Screening Started,2022-01-13 00:00:00,"{'screening_started': '2022-01-13', 'screening_complete': '2022-04-11', 'fis_requested': '2022-08-16', 'fis_approved': None, 'ia_signed': '2024-07-10', 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
23INR0455,ERCOT,Active,2022-02-21 00:00:00,,2029-09-28 00:00:00,TX,Starr,SOUTH,210.80,Storage,,,,,Bessie Storage,,,"Bessie Energy Storage, LLC",,Charly Egner Substation Tap 345kV 80355 Del Sol - 80368 LV4 Bridge,1.00,26.56,-98.74,2022-02-21 00:00:00,2022-05-19 00:00:00,2022-02-07 00:00:00,,,,,,,Screening Started,2022-02-21 00:00:00,"{'screening_started': '2022-02-21', 'screening_complete': '2022-05-19', 'fis_requested': '2022-02-07', 'fis_approved': None, 'ia_signed': None, 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
23INR0456,ERCOT,Active,2022-01-13 00:00:00,,2028-01-01 00:00:00,TX,Hidalgo,SOUTH,103.51,Storage,,,,,Bronze Quinta Storage,,,"KCE TX 28, LLC",,S_MCALLN 8371 (S. McAllen 138kV Substation),1.00,26.40,-98.18,2022-01-13 00:00:00,2022-04-11 00:00:00,2022-01-11 00:00:00,,,,,,,Screening Started,2022-01-13 00:00:00,"{'screening_started': '2022-01-13', 'screening_complete': '2022-04-11', 'fis_requested': '2022-01-11', 'fis_approved': None, 'ia_signed': None, 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
23INR0462,ERCOT,Active,2022-02-28 00:00:00,,2028-06-30 00:00:00,TX,Hidalgo,SOUTH,156.33,Storage,,,,,Palladium Storage,,,Palladium Energy Storage LLC,,Tap 138 kV 8656 Luna - 8033 Pantera,1.00,26.40,-98.18,2022-02-28 00:00:00,2022-05-27 00:00:00,2022-01-21 00:00:00,,,,,,,Screening Started,2022-02-28 00:00:00,"{'screening_started': '2022-02-28', 'screening_complete': '2022-05-27', 'fis_requested': '2022-01-21', 'fis_approved': None, 'ia_signed': None, 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
23INR0464,ERCOT,Active,2022-02-21 00:00:00,,2026-03-27 00:00:00,TX,Henderson,NORTH,200.90,Storage,,,,,Sloan Storage,,,Sloan Energy Storage LLC,,3179 Pauline 138kV,1.00,32.21,-95.85,2022-02-21 00:00:00,2022-05-21 00:00:00,2022-06-29 00:00:00,,,,,,,Screening Started,2022-02-21 00:00:00,"{'screening_started': '2022-02-21', 'screening_complete': '2022-05-21', 'fis_requested': '2022-06-29', 'fis_approved': None, 'ia_signed': None, 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
23INR0466,ERCOT,Active,2022-03-30 00:00:00,,2028-05-30 00:00:00,TX,Matagorda,COASTAL,221.00,Storage,,,,,Shoshana Storage,,,Shoshana Storage Project LLC,,Tap STP – Refuge ckt 27,1.00,28.79,-96.00,2022-03-30 00:00:00,2022-06-26 00:00:00,2022-05-16 00:00:00,,,,,,,Screening Started,2022-03-30 00:00:00,"{'screening_started': '2022-03-30', 'screening_complete': '2022-06-26', 'fis_requested': '2022-05-16', 'fis_approved': None, 'ia_signed': None, 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
23INR0467,ERCOT,Active,2022-02-28 00:00:00,,2029-09-13 00:00:00,TX,Bexar,SOUTH,231.90,Storage,,,,,Lavender Storage Project,,,Lavender Storage Project LLC,,Tap 138kV Deely (bus 5110) - Laredo (bus 5255),17.00,29.45,-98.52,2022-02-28 00:00:00,2022-05-27 00:00:00,2022-10-21 00:00:00,,2025-06-23 00:00:00,,,,,Screening Started,2022-02-28 00:00:00,"{'screening_started': '2022-02-28', 'screening_complete': '2022-05-27', 'fis_requested': '2022-10-21', 'fis_approved': None, 'ia_signed': '2025-06-23', 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
23INR0468,ERCOT,Active,2022-03-12 00:00:00,,2028-06-30 00:00:00,TX,Milam,SOUTH,231.86,Storage,,,,,Petunia Storage Project,,,Petunia Storage Project LLC,,138kV Tap 3675 Rogers - 3485 Tin Roof Pod,1.00,30.79,-96.98,2022-03-12 00:00:00,2022-06-02 00:00:00,2022-04-01 00:00:00,,,,,,,Screening Started,2022-03-12 00:00:00,"{'screening_started': '2022-03-12', 'screening_complete': '2022-06-02', 'fis_requested': '2022-04-01', 'fis_approved': None, 'ia_signed': None, 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
23INR0469,ERCOT,Active,2022-04-18 00:00:00,,2028-12-15 00:00:00,TX,Bell,NORTH,120.00,Storage,,,,,Big Elm Storage,,,"Big Elm Storage, LLC",,3404 Belfalls 345kV,71.00,31.04,-97.48,2022-04-18 00:00:00,2022-07-08 00:00:00,2022-10-11 00:00:00,2024-02-19 00:00:00,2024-05-10 00:00:00,,,,,Screening Started,2022-04-18 00:00:00,"{'screening_started': '2022-04-18', 'screening_complete': '2022-07-08', 'fis_requested': '2022-10-11', 'fis_approved': '2024-02-19', 'ia_signed': '2024-05-10', 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
23INR0471,ERCOT,Active,2022-09-02 00:00:00,,2028-09-19 00:00:00,TX,Ector,WEST,110.50,Solar,,,,,Ophelia Solar,,,Ophelia Solar,,Tap 138 kV Raceway Switch #18663 - Shin Oak POD #11128,1.00,31.87,-102.54,2022-09-02 00:00:00,2022-11-29 00:00:00,2022-08-01 00:00:00,,,,,,,Screening Started,2022-09-02 00:00:00,"{'screening_started': '2022-09-02', 'screening_complete': '2022-11-29', 'fis_requested': '2022-08-01', 'fis_approved': None, 'ia_signed': None, 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
23INR0473,ERCOT,Active,2022-10-18 00:00:00,,2029-09-18 00:00:00,TX,Nolan,WEST,217.26,Solar,,,,,Sepanta Solar,,,BREG - Belgian Renewable Energy Group,,"1339 ESKOTA_9 138kV

 (PSS/E BUS #1339, Station Name: ESKOTA_8, kV: 138 kV)
Property is adjacent (West) to the Oncor Sweetwater Eskota Switch #1339.  POI would simply be on the other side of the fence of the switch.",1.00,32.30,-100.40,2022-10-18 00:00:00,2023-01-13 00:00:00,2022-11-15 00:00:00,,,,,,,Screening Started,2022-10-18 00:00:00,"{'screening_started': '2022-10-18', 'screening_complete': '2023-01-13', 'fis_requested': '2022-11-15', 'fis_approved': None, 'ia_signed': None, 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
23INR0474,ERCOT,Active,2022-06-10 00:00:00,,2027-11-19 00:00:00,TX,Travis,SOUTH,100.45,Storage,,,,,AP Greenport,,,AP Greenport,,Austrop – Lost Pines 345 kV transmission line (Bus #7040 – 9041),1.00,30.33,-97.77,2022-06-10 00:00:00,2022-09-06 00:00:00,2022-06-24 00:00:00,2023-09-29 00:00:00,,,,,,Screening Started,2022-06-10 00:00:00,"{'screening_started': '2022-06-10', 'screening_complete': '2022-09-06', 'fis_requested': '2022-06-24', 'fis_approved': '2023-09-29', 'ia_signed': None, 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
23INR0478,ERCOT,Active,2022-04-18 00:00:00,,2028-08-01 00:00:00,TX,Milam,SOUTH,141.23,Storage,,,,,Rhoda Storage,,,"Milam Energy, LLC",,Tap 138kV 32 Robertson - 64  Milano,18.00,30.79,-96.98,2022-04-18 00:00:00,2022-07-15 00:00:00,2022-03-18 00:00:00,,2025-12-31 00:00:00,,,,,Screening Started,2022-04-18 00:00:00,"{'screening_started': '2022-04-18', 'screening_complete': '2022-07-15', 'fis_requested': '2022-03-18', 'fis_approved': None, 'ia_signed': '2025-12-31', 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
23INR0479,ERCOT,Active,2022-04-18 00:00:00,,2029-05-26 00:00:00,TX,Bexar,SOUTH,231.86,Storage,,,,,Taormina Storage,,,Taormina Storage Project LLC,,Tap 138kV VH Braunig (5025) to Valley Road 138kV (5465),16.00,29.45,-98.52,2022-04-18 00:00:00,2022-07-15 00:00:00,2022-10-26 00:00:00,,2025-04-14 00:00:00,,,,,Screening Started,2022-04-18 00:00:00,"{'screening_started': '2022-04-18', 'screening_complete': '2022-07-15', 'fis_requested': '2022-10-26', 'fis_approved': None, 'ia_signed': '2025-04-14', 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
23INR0480,ERCOT,Active,2022-07-05 00:00:00,,2028-06-30 00:00:00,TX,Hidalgo,SOUTH,90.76,Storage,,,,,Camellia Storage,,,Camellia Storage Project LLC,,"Tap 138 kV 8358
NORTH MERCEDES -
8327 HARLINGEN 138 kV",1.00,26.40,-98.18,2022-07-05 00:00:00,2022-10-01 00:00:00,2022-07-06 00:00:00,,,,,,,Screening Started,2022-07-05 00:00:00,"{'screening_started': '2022-07-05', 'screening_complete': '2022-10-01', 'fis_requested': '2022-07-06', 'fis_approved': None, 'ia_signed': None, 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
23INR0485,ERCOT,Active,2022-05-10 00:00:00,,2027-12-01 00:00:00,TX,Galveston,HOUSTON,205.80,Storage,,,,,Hacienda Storage,,,Galveston Energy Storage LLC,,38745 Attwater 138kV,1.00,29.39,-94.86,2022-05-10 00:00:00,2022-08-06 00:00:00,2022-04-04 00:00:00,,,,,,,Screening Started,2022-05-10 00:00:00,"{'screening_started': '2022-05-10', 'screening_complete': '2022-08-06', 'fis_requested': '2022-04-04', 'fis_approved': None, 'ia_signed': None, 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
23INR0486,ERCOT,Active,2022-06-02 00:00:00,,2027-12-18 00:00:00,TX,Lamar,NORTH,66.00,Thermal,,,,,Lamar Unit 1 Repower,,,"La Frontera Holdings, LLC",,1692 Paris Switch Station 345kV,1.00,33.67,-95.58,2022-06-02 00:00:00,2022-08-30 00:00:00,2023-05-15 00:00:00,,,,,,,Screening Started,2022-06-02 00:00:00,"{'screening_started': '2022-06-02', 'screening_complete': '2022-08-30', 'fis_requested': '2023-05-15', 'fis_approved': None, 'ia_signed': None, 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
23INR0487,ERCOT,Active,2022-05-16 00:00:00,,2026-08-14 00:00:00,TX,Live Oak,SOUTH,50.00,Solar,,,,,Brightside Solar Alt POI,,,"Brightside Solar, LLC",,8156 Charter Substation 138kV,11.00,28.35,-98.12,2022-05-16 00:00:00,2022-08-05 00:00:00,,,2020-06-11 00:00:00,,,,,Screening Started,2022-05-16 00:00:00,"{'screening_started': '2022-05-16', 'screening_complete': '2022-08-05', 'fis_requested': None, 'fis_approved': None, 'ia_signed': '2020-06-11', 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
23INR0494,ERCOT,Done,2022-06-02 00:00:00,,2025-12-23 00:00:00,TX,Hopkins,NORTH,154.20,Storage,,,,,Cartwheel BESS 1,,,"Cartwheel BESS, LLC",,Tap 345kV 1697 Sulphur Springs Switch –  2464 Cash Switch,100.00,33.15,-95.57,2022-06-02 00:00:00,2022-08-30 00:00:00,2022-05-10 00:00:00,2024-04-12 00:00:00,2023-11-10 00:00:00,,,2025-06-26 00:00:00,2025-09-10 00:00:00,Screening Started,2022-06-02 00:00:00,"{'screening_started': '2022-06-02', 'screening_complete': '2022-08-30', 'fis_requested': '2022-05-10', 'fis_approved': '2024-04-12', 'ia_signed': '2023-11-10', 'construction_start': None, 'construction_end': None, 'approved_energization': '2025-06-26', 'approved_sync': '2025-09-10'}"
23INR0495,ERCOT,Active,2022-06-02 00:00:00,,2028-06-15 00:00:00,TX,Hopkins,NORTH,156.91,Storage,,,,,Cartwheel BESS 2,,,RWE Renewables,,Tap 345kV 1697 Sulphur Springs Switch –  2464 Cash Switch,1.00,33.15,-95.57,2022-06-02 00:00:00,2022-08-30 00:00:00,2022-05-10 00:00:00,,,,,,,Screening Started,2022-06-02 00:00:00,"{'screening_started': '2022-06-02', 'screening_complete': '2022-08-30', 'fis_requested': '2022-05-10', 'fis_approved': None, 'ia_signed': None, 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
23INR0496,ERCOT,Active,2022-06-02 00:00:00,,2025-12-15 00:00:00,TX,Willacy,COASTAL,150.00,Storage,,,,,San Perlita BESS 1,,,RWE Renewables,,8601 Cebolla 345kV,1.00,26.47,-97.59,2022-06-02 00:00:00,2022-08-29 00:00:00,2022-05-10 00:00:00,,,,,,,Screening Started,2022-06-02 00:00:00,"{'screening_started': '2022-06-02', 'screening_complete': '2022-08-29', 'fis_requested': '2022-05-10', 'fis_approved': None, 'ia_signed': None, 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
23INR0497,ERCOT,Active,2022-06-02 00:00:00,,2025-12-15 00:00:00,TX,Willacy,COASTAL,150.00,Storage,,,,,San Perlita BESS 2,,,RWE Renewables,,8601 Cebolla 345kV,1.00,26.47,-97.59,2022-06-02 00:00:00,2022-08-29 00:00:00,2022-05-10 00:00:00,,,,,,,Screening Started,2022-06-02 00:00:00,"{'screening_started': '2022-06-02', 'screening_complete': '2022-08-29', 'fis_requested': '2022-05-10', 'fis_approved': None, 'ia_signed': None, 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
23INR0501,ERCOT,Done,2022-09-02 00:00:00,,2026-04-30 00:00:00,TX,Crane,WEST,203.87,Storage,,,,,Soda Lake BESS 1,,,"Mendoza Trail BESS, LLC",,138kV Soda Lake Substation (#76026),100.00,31.43,-102.35,2022-09-02 00:00:00,2022-11-29 00:00:00,2022-08-09 00:00:00,2024-10-22 00:00:00,2018-08-20 00:00:00,,,2025-09-02 00:00:00,2025-11-05 00:00:00,Screening Started,2022-09-02 00:00:00,"{'screening_started': '2022-09-02', 'screening_complete': '2022-11-29', 'fis_requested': '2022-08-09', 'fis_approved': '2024-10-22', 'ia_signed': '2018-08-20', 'construction_start': None, 'construction_end': None, 'approved_energization': '2025-09-02', 'approved_sync': '2025-11-05'}"
23INR0502,ERCOT,Active,2022-06-27 00:00:00,,2027-06-28 00:00:00,TX,Milam,SOUTH,231.88,Storage,,,,,Adelite Storage,,,Adelite Storage Project LLC,,Tap 138kV Thorndale North (bus #3659) – Rookie Switch (bus #3701),72.00,30.79,-96.98,2022-06-27 00:00:00,2022-09-22 00:00:00,2022-09-09 00:00:00,2024-05-01 00:00:00,2024-08-27 00:00:00,,,,,Screening Started,2022-06-27 00:00:00,"{'screening_started': '2022-06-27', 'screening_complete': '2022-09-22', 'fis_requested': '2022-09-09', 'fis_approved': '2024-05-01', 'ia_signed': '2024-08-27', 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
23INR0503,ERCOT,Active,2022-06-10 00:00:00,,2027-06-25 00:00:00,TX,Caldwell,SOUTH,100.00,Storage,,,,,Ardesia Storage,,,Ardesia Storage Project LLC,,Tap 138kV 7325 Mendoza - 7216 Lockhart,1.00,29.84,-97.62,2022-06-10 00:00:00,2022-09-06 00:00:00,2022-07-22 00:00:00,,,,,,,Screening Started,2022-06-10 00:00:00,"{'screening_started': '2022-06-10', 'screening_complete': '2022-09-06', 'fis_requested': '2022-07-22', 'fis_approved': None, 'ia_signed': None, 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
23INR0561,ERCOT,Active,2023-03-13 00:00:00,,2027-12-01 00:00:00,TX,Zapata,SOUTH,197.75,Wind,,,,,Cascabel Wind 2,,,"Vaquero Wind Energy, LLC",,345 kV Rapido Substation (New ETT Substation) tapping the existing 345 kV Line from CENIZO7C (#80225) to DELSOL7C (#80307).,24.00,27.00,-99.17,2023-03-13 00:00:00,2023-06-09 00:00:00,2023-02-15 00:00:00,,2025-05-23 00:00:00,,,,,Screening Started,2023-03-13 00:00:00,"{'screening_started': '2023-03-13', 'screening_complete': '2023-06-09', 'fis_requested': '2023-02-15', 'fis_approved': None, 'ia_signed': '2025-05-23', 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
23INR0637,ERCOT,Active,2023-04-19 00:00:00,,2027-06-14 00:00:00,TX,Armstrong,PANHANDLE,259.20,Wind,,,,,Goodnight Wind II,,,"FGE Goodnight II, LLC",,tap 345kV 23900 Alibates - 23914 Tule Canyon CKT2,10.00,34.96,-101.36,2023-04-19 00:00:00,2023-04-19 00:00:00,2023-05-01 00:00:00,,2019-08-18 00:00:00,,,,,Screening Started,2023-04-19 00:00:00,"{'screening_started': '2023-04-19', 'screening_complete': '2023-04-19', 'fis_requested': '2023-05-01', 'fis_approved': None, 'ia_signed': '2019-08-18', 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
23INR0794,ERCOT,Active,2024-01-03 00:00:00,,2028-05-31 00:00:00,TX,Coleman,WEST,140.53,Storage,,,,,Invictus Energy Storage,,,GSA Land Holdings,,6390 FIREROCK4A 138kV,1.00,31.77,-99.45,2024-01-03 00:00:00,2024-03-28 00:00:00,2024-06-11 00:00:00,,,,,,,Screening Started,2024-01-03 00:00:00,"{'screening_started': '2024-01-03', 'screening_complete': '2024-03-28', 'fis_requested': '2024-06-11', 'fis_approved': None, 'ia_signed': None, 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
24INR0003,ERCOT,Active,2020-02-04 00:00:00,,2025-08-26 00:00:00,TX,Swisher,PANHANDLE,200.00,Solar,,,,,Stem Solar,,,"Innovative Solar 134, LLC",,tap 345kV 23914 Tule Canyon - 23912 Ogallala,1.00,34.53,-101.74,2020-02-04 00:00:00,2020-04-27 00:00:00,2020-10-22 00:00:00,,,,,,,Screening Started,2020-02-04 00:00:00,"{'screening_started': '2020-02-04', 'screening_complete': '2020-04-27', 'fis_requested': '2020-10-22', 'fis_approved': None, 'ia_signed': None, 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
24INR0007,ERCOT,Active,2020-09-25 00:00:00,,2029-06-05 00:00:00,TX,Guadalupe,SOUTH,203.26,Solar,,,,,Nockenut Springs Solar 2,,,"Pecan Springs Energy, LLC",,tap 345kV 5133 Elm Creek - 5915 STP ckt 1,14.00,29.58,-97.95,2020-09-25 00:00:00,2020-12-16 00:00:00,2020-09-11 00:00:00,,2023-11-17 00:00:00,,,,,Screening Started,2020-09-25 00:00:00,"{'screening_started': '2020-09-25', 'screening_complete': '2020-12-16', 'fis_requested': '2020-09-11', 'fis_approved': None, 'ia_signed': '2023-11-17', 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
24INR0011,ERCOT,Active,2020-12-03 00:00:00,,2029-04-20 00:00:00,TX,Jack,NORTH,502.67,Storage,,,,,Pinnington Storage,,,Hecate Energy Longhorn Storage LLC,,tap both 345kV 1430 Graham - 1436 Parker 345kV lines,1.00,33.23,-98.17,2020-12-03 00:00:00,2021-02-17 00:00:00,2020-11-10 00:00:00,,,,,,,Screening Started,2020-12-03 00:00:00,"{'screening_started': '2020-12-03', 'screening_complete': '2021-02-17', 'fis_requested': '2020-11-10', 'fis_approved': None, 'ia_signed': None, 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
24INR0020,ERCOT,Active,2021-03-16 00:00:00,,2029-05-31 00:00:00,TX,Matagorda,COASTAL,198.63,Solar,,,,,Percy Farm Solar,,,"Percy Farm Solar 1, LLC",,Tap 345kV 8123 Blessing - 5915 STP,1.00,28.79,-96.00,2021-03-16 00:00:00,2021-06-11 00:00:00,2021-07-21 00:00:00,,,,,,,Screening Started,2021-03-16 00:00:00,"{'screening_started': '2021-03-16', 'screening_complete': '2021-06-11', 'fis_requested': '2021-07-21', 'fis_approved': None, 'ia_signed': None, 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
24INR0023,ERCOT,Done,2021-03-16 00:00:00,,2026-04-30 00:00:00,TX,Hill,NORTH,405.70,Solar,,,,,Compadre Solar,,,"Hill Solar I, LLC",,tap 345kV 68090 Sam Switch - 1907 Venus,100.00,32.00,-97.13,2021-03-16 00:00:00,2021-05-28 00:00:00,2021-03-08 00:00:00,2024-01-31 00:00:00,2022-11-12 00:00:00,,,2024-10-30 00:00:00,2024-11-13 00:00:00,Screening Started,2021-03-16 00:00:00,"{'screening_started': '2021-03-16', 'screening_complete': '2021-05-28', 'fis_requested': '2021-03-08', 'fis_approved': '2024-01-31', 'ia_signed': '2022-11-12', 'construction_start': None, 'construction_end': None, 'approved_energization': '2024-10-30', 'approved_sync': '2024-11-13'}"
24INR0031,ERCOT,Done,2021-10-08 00:00:00,,2026-04-01 00:00:00,TX,Milam,SOUTH,201.60,Solar,,,,,Stoneridge Solar,,,"Stoneridge Solar, LLC",,"Tap 345 kV 13429 SANDOW SWITCH - 7040 AUSTROP
Beulah Switch to tap above line",100.00,30.79,-96.98,2021-10-08 00:00:00,2022-01-03 00:00:00,2022-01-31 00:00:00,2024-05-21 00:00:00,2023-05-15 00:00:00,,,2025-01-10 00:00:00,2025-04-01 00:00:00,Screening Started,2021-10-08 00:00:00,"{'screening_started': '2021-10-08', 'screening_complete': '2022-01-03', 'fis_requested': '2022-01-31', 'fis_approved': '2024-05-21', 'ia_signed': '2023-05-15', 'construction_start': None, 'construction_end': None, 'approved_energization': '2025-01-10', 'approved_sync': '2025-04-01'}"
24INR0038,ERCOT,Active,2021-03-18 00:00:00,,2027-12-11 00:00:00,TX,McLennan,NORTH,300.87,Solar,,,,,Jaguar Solar,,,PP Jaguar Solar LLC,,Tap 345kV 13405 Tradinghouse SES - 68090 Sam Switch,10.00,31.55,-97.20,2021-03-18 00:00:00,2021-06-11 00:00:00,2021-07-15 00:00:00,,2022-09-12 00:00:00,,,,,Screening Started,2021-03-18 00:00:00,"{'screening_started': '2021-03-18', 'screening_complete': '2021-06-11', 'fis_requested': '2021-07-15', 'fis_approved': None, 'ia_signed': '2022-09-12', 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
24INR0040,ERCOT,Active,2021-04-13 00:00:00,,2028-01-15 00:00:00,TX,Falls,NORTH,130.00,Solar,,,,,Rosebud Solar SLF,,,"Rosebud Solar, LLC",,Tap 69kV 67 BAGGINS - 69 BARCLAY,1.00,31.25,-96.94,2021-04-13 00:00:00,2021-07-06 00:00:00,2022-01-10 00:00:00,2025-10-20 00:00:00,,,,,,Screening Started,2021-04-13 00:00:00,"{'screening_started': '2021-04-13', 'screening_complete': '2021-07-06', 'fis_requested': '2022-01-10', 'fis_approved': '2025-10-20', 'ia_signed': None, 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
24INR0041,ERCOT,Active,2021-05-10 00:00:00,,2027-08-30 00:00:00,TX,Brazoria,COASTAL,151.97,Solar,,,,,Rock N' Roll Solar SLF,,,"Rock N’ Roll Solar, LLC",,tap 138kV 44600 Rosharon - 44531 Winmil,1.00,29.17,-95.43,2021-05-10 00:00:00,2021-07-30 00:00:00,2022-01-20 00:00:00,,,,,,,Screening Started,2021-05-10 00:00:00,"{'screening_started': '2021-05-10', 'screening_complete': '2021-07-30', 'fis_requested': '2022-01-20', 'fis_approved': None, 'ia_signed': None, 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
24INR0042,ERCOT,Active,2021-03-30 00:00:00,,2026-11-18 00:00:00,TX,Milam,SOUTH,200.78,Solar,,,,,Yaupon Solar SLF,,,"Yaupon Solar, LLC",,Tap 345 kV Gibson Switch (3706) – TNP One (39950),73.00,30.79,-96.98,2021-03-30 00:00:00,2021-06-17 00:00:00,2021-11-23 00:00:00,2025-09-16 00:00:00,2023-09-28 00:00:00,,,2026-05-27 00:00:00,,Screening Started,2021-03-30 00:00:00,"{'screening_started': '2021-03-30', 'screening_complete': '2021-06-17', 'fis_requested': '2021-11-23', 'fis_approved': '2025-09-16', 'ia_signed': '2023-09-28', 'construction_start': None, 'construction_end': None, 'approved_energization': '2026-05-27', 'approved_sync': None}"
24INR0044,ERCOT,Done,2021-11-04 00:00:00,,2026-06-01 00:00:00,TX,Haskell,WEST,178.00,Solar,,,,,Millers Branch Solar II,,,"Miller's Branch Solar, LLC",,Tap 345kV 60703 Gauss - 60514 Clear Crossing (60712 QUASAR),100.00,33.18,-99.73,2021-11-04 00:00:00,2020-03-06 00:00:00,2021-11-04 00:00:00,2024-12-09 00:00:00,2021-06-14 00:00:00,,,2026-01-16 00:00:00,2026-03-26 00:00:00,Screening Started,2021-11-04 00:00:00,"{'screening_started': '2021-11-04', 'screening_complete': '2020-03-06', 'fis_requested': '2021-11-04', 'fis_approved': '2024-12-09', 'ia_signed': '2021-06-14', 'construction_start': None, 'construction_end': None, 'approved_energization': '2026-01-16', 'approved_sync': '2026-03-26'}"
24INR0058,ERCOT,Active,2021-05-31 00:00:00,,2028-04-15 00:00:00,TX,Haskell,WEST,336.00,Storage,,,,,Briggs Storage,,,"IP Quantum III, LLC",,tap 345kV 60515 Clear Crossing - 60507 Pendulo,15.00,33.18,-99.73,2021-05-31 00:00:00,2021-08-18 00:00:00,2022-03-04 00:00:00,,2025-03-15 00:00:00,,,,,Screening Started,2021-05-31 00:00:00,"{'screening_started': '2021-05-31', 'screening_complete': '2021-08-18', 'fis_requested': '2022-03-04', 'fis_approved': None, 'ia_signed': '2025-03-15', 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
24INR0059,ERCOT,Active,2021-06-02 00:00:00,,2028-12-15 00:00:00,TX,Webb,SOUTH,305.60,Solar,,,,,Cuchillas Solar,,,"Gransolar Texas Two, LLC",,80219 Lobo 345kV,73.00,27.76,-99.33,2021-06-02 00:00:00,2021-08-18 00:00:00,2022-02-11 00:00:00,2025-05-27 00:00:00,2023-06-20 00:00:00,,,,,Screening Started,2021-06-02 00:00:00,"{'screening_started': '2021-06-02', 'screening_complete': '2021-08-18', 'fis_requested': '2022-02-11', 'fis_approved': '2025-05-27', 'ia_signed': '2023-06-20', 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
24INR0065,ERCOT,Active,2021-06-17 00:00:00,,2028-03-10 00:00:00,TX,Goliad,SOUTH,200.85,Solar,,,,,Keys Hollow Solar Phase II SLF,,,"Keys Hollow Solar, LLC",,345kV Tap 8164 Coleto Creek - 8673  RAPTOR7A,18.00,28.66,-97.43,2021-06-17 00:00:00,2021-09-01 00:00:00,2021-07-29 00:00:00,,2024-10-29 00:00:00,,,,,Screening Started,2021-06-17 00:00:00,"{'screening_started': '2021-06-17', 'screening_complete': '2021-09-01', 'fis_requested': '2021-07-29', 'fis_approved': None, 'ia_signed': '2024-10-29', 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
