Project ID,ISO,Queue Date,Status,Withdrawn Date,Proposed Date,Study Cycle,Study Phase,POI Name,Transmission Owner,MW Capacity,Fuel Type,State,County,Developer
AG1-551,PJM,2020-09-30,Withdrawn,2025-11-03,2023-10-15,TC1,PHASE 3,Parmele 34.5 kV,Dominion,13.10,Solar,NC,Martin,"Parnell Solar, LLC"
AG1-552,PJM,2020-09-30,Withdrawn,2025-11-03,2023-10-15,TC1,PHASE 3,Carolina 34.5 kV,Dominion,12.20,Solar,NC,Northhampton,"Ray Solar, LLC"
AG1-106,PJM,2020-08-28,Withdrawn,2026-01-13,2024-06-01,TC1,PHASE 2,Thelma 230 kV,Dominion,16.00,Solar,NC,Northhampton,"Oak Lessee, LLC, d/b/a Oak Solar, LLC"
AH1-434,PJM,2021-09-10,Withdrawn,2025-07-03,2026-09-01,TC2,PHASE 1,Carolina- Earleys 115kV,Dominion,45.00,Solar,NC,Northhampton,"ACE Development Company, LLC"
AF1-152,PJM,2019-09-19,Withdrawn,2025-01-22,2023-10-02,TC1,PHASE 1,Swamp 230 kV,Dominion,30.00,Solar,NC,Pasquotank,"Otter Creek Wind Farm, LLC d/b/a Aurora Solar LLC"
AE2-147,PJM,2019-03-13,Withdrawn,2025-01-22,2022-12-01,TC1,PHASE 1,Swamp 230 kV,Dominion,90.00,Solar,NC,Perquimans,"Otter Creek Wind Farm, LLC d/b/a Aurora Solar LLC"
AF2-080,PJM,2020-01-31,Withdrawn,2026-01-15,2022-06-30,TC1,FINAL AGREEMENT,Chinquapin-Everetts 230 kV,Dominion,48.50,Solar,NC,Pitt,"Pitt Solar, LLC"
AG2-522,PJM,2021-03-31,Active,,,TC2,PHASE 2,Five Forks DP - Littleton DP 115 kV,Dominion,48.00,Solar,NC,Warren,"Horizon Solar East, LLC"
AF2-047,PJM,2019-12-19,Withdrawn,2024-06-24,2022-06-01,TC1,PHASE 1,Creswell-Riders Creek 115 kV,Dominion,99.80,Solar,NC,Washington,"Creswell HWY 64 Solar, LLC"
AH1-035,PJM,2021-06-14,Withdrawn,2025-12-02,2029-12-31,TC2,Decision Point 1,Plymouth 34.5 kV,Dominion,13.50,Solar,NC,Washington,"Park Solar, LLC"
AH1-040,PJM,2021-06-23,Active,,,TC2,PHASE 2,Mackeys - Creswell 115 kV,Dominion,90.00,Solar,NC,Washington,"ACE Development Company, LLC"
AF2-025,PJM,2019-11-15,Done,,2028-04-30,TC1,FINAL AGREEMENT,Ontario 69 kV,AEC,8.00,Storage,NJ,Atlantic,"Calpine Mid-Atlantic Development, LLC"
AF2-016,PJM,2019-10-01,Withdrawn,2024-06-21,2023-05-31,TC1,PHASE 1,Lewis 138 kV,AEC,96.00,Storage,NJ,Atlantic,"Garden Reserve Energy, LLC"
AH1-703,PJM,2025-04-08,Active,,,TC2,PHASE 2,Bergen 230kV,PSEG,51.25,Thermal,NJ,Bergen,"Parkway Generation Operating LLC,Parkway Generation Operating, LLC"
AH1-265,PJM,2021-09-10,Withdrawn,2025-12-02,2028-03-01,TC2,Decision Point 1,Winslow - Monroe 69kV,AEC,12.35,Solar,NJ,Camden,"Winslow LF Solar Farm, LLC"
AH1-260,PJM,2021-09-10,Active,,,TC2,PHASE 2,New Freedom - Monroe 230 kV,AEC,300.00,Storage,NJ,Camden,Haddy Energy Storage LLC
AF1-238,PJM,2019-09-28,Done,,2028-06-01,TC1,FINAL AGREEMENT,Sherman Ave - West Vineland 69 kV,AEC,20.00,Storage,NJ,Cumberland,"Garden Reserve Energy, LLC"
AG2-297,PJM,2021-03-23,Active,,,TC2,PHASE 2,Cumberland 230 kV,AEC,11.40,Solar,NJ,Cumberland,"Calpine Mid-Atlantic Development, LLC"
AG2-627,PJM,2021-03-31,Withdrawn,2025-12-02,2028-11-15,TC2,Decision Point 1,Woodstown-High Street 69 kV,AEC,24.00,Solar,NJ,Gloucester,"South Harrison Solar, LLC"
AG2-450,PJM,2021-03-30,Withdrawn,2025-12-03,2028-01-01,TC2,Decision Point 1,Bridgeport 230 kV,AEC,115.30,Storage,NJ,Gloucester,"Logan Energy Storage, L.L.C."
AH1-274,PJM,2021-09-09,Withdrawn,2025-12-02,2026-12-31,TC2,Decision Point 1,Butler 69 kV,AEC,7.00,Solar,NJ,Gloucester,"Vineland Newfield Solar Farm, LLC"
AH1-701,PJM,2025-04-11,Active,,,TC2,PHASE 2,Valero 69 kV,AEC,20.00,Thermal,NJ,Gloucester,Paulsboro Refining Company LLC
AH1-258,PJM,2021-09-10,Active,,,TC2,PHASE 2,Belford - Keansburg 34.5 kV,JCPL,8.09,Solar,NJ,Monmouth,"Port Belford Solar Farm, LLC"
AH1-557,PJM,2021-09-10,Withdrawn,2025-02-14,2029-10-31,TC2,APPLICATION REVIEW,Larrabee Collector Station 230 kV ,JCPL,228.80,Wind,NJ,Monmouth,"Atlantic Shores Offshore Wind Project 2, LLC"
AG2-016,PJM,2020-10-20,Active,,,TC2,PHASE 2,Oyster Creek-Whitings 34.5 kV,JCPL,8.32,Solar,NJ,Ocean,Lacey Holding / Ocean View Acres
AF2-021,PJM,2019-11-15,Withdrawn,2024-05-31,2021-06-01,TC1,PHASE 1,Cedar 69 kV,AEC,8.00,Storage,NJ,Ocean,"Calpine Mid-Atlantic Development, LLC"
AH1-334,PJM,2021-09-10,Active,,,TC2,PHASE 2,Lakehurst - Whitings 34.5 kV,JCPL,8.09,Solar,NJ,Ocean,"Heritage Solar Farm, LLC"
AH1-641,PJM,2021-09-14,Active,,,TC2,PHASE 2,Churchtown - Upper Pittsgrove 138kV,AEC,7.00,Solar,NJ,Salem,"Goldenrod Energy Center, LLC"
AH1-710,PJM,2025-04-09,Active,,,TC2,PHASE 2,Salem 500kV,PSEG,228.20,Nuclear,NJ,Salem,PSEG Nuclear LLC
AG2-035,PJM,2020-11-11,Withdrawn,2025-02-11,2021-12-31,TC2,APPLICATION REVIEW,Salem - Woodstown 69 kV,AEC,22.00,Hybrid,NJ,Salem,"ACE Development Company, LLC"
AG2-616,PJM,2021-03-31,Active,,,TC2,PHASE 2,Churchtown - Upper Pittsgrove 138 kV,AEC,32.35,Solar,NJ,Salem,"Goldenrod Energy Center, LLC"
AG2-451,PJM,2021-03-30,Withdrawn,2025-12-03,2028-01-01,TC2,Decision Point 1,Chambers 230 kV,AEC,123.00,Storage,NJ,Salem,"Carneys Point Energy Storage, L.L.C."
AH1-722,PJM,2025-04-08,Active,,,TC2,PHASE 2,Linden 230kV,PSEG,158.10,Thermal,NJ,Union,"Parkway Generation Operating LLC,Parkway Generation Operating, LLC"
AH1-715,PJM,2025-04-08,Active,,,TC2,PHASE 2,Linden 138kV & 230kV,PSEG,149.37,Thermal,NJ,Union,"Parkway Generation Operating LLC,Parkway Generation Operating, LLC"
AH1-257,PJM,2021-09-09,Active,,,TC2,PHASE 2,Broadway - Washington 34.5 kV,JCPL,8.09,Solar,NJ,Warren,CEP NJ Kober Land LLC
AH1-290,PJM,2021-09-09,Withdrawn,2025-07-07,2022-09-09,TC2,PHASE 1,BASF - Washburn Solar 34.5 kV,JCPL,8.09,Solar,NJ,Warren,Changewater Solar Farm LLC
AG2-625,PJM,2021-03-31,Active,,,TC2,PHASE 2,Pequest River-Furnace Brook Tap 34.5 kV II,JCPL,8.23,Solar,NJ,Warren,Chamberlain West Solar Farm LLC
AG2-626,PJM,2021-03-31,Active,,,TC2,PHASE 2,Pequest River-Furnace Brook Tap 34.5 kV III,JCPL,5.25,Solar,NJ,Warren,Chamberlain East Solar Farm LLC
AG2-599,PJM,2021-03-31,Withdrawn,2025-02-18,2021-04-30,TC2,APPLICATION REVIEW,Furnace Brook-Warren 34.5 kV,JCPL,8.23,Solar,NJ,Warren,"Oxford Textile Solar Farm, LLC"
AG2-600,PJM,2021-03-31,Withdrawn,2025-07-07,2021-04-30,TC2,PHASE 1,American Can-BASF 34.5 kV,JCPL,8.23,Solar,NJ,Warren,"East Asbury Anderson Solar Farm, LLC"
AG2-189,PJM,2021-02-27,Withdrawn,2025-06-26,2022-02-23,TC2,PHASE 1,Washington-Furnace Brook Tap 34.5 kV,JCPL,8.32,Solar,NJ,Warren,"Harmony Sand Solar Farm, LLC"
AH1-758,PJM,,Withdrawn,2025-05-02,2029-06-11,TC2,RRI APPLICATION REVIEW,,AEP,500.00,Storage,OH,Adams,"Cardinal Energy Storage East, LLC"
AH1-069,PJM,2021-07-28,Withdrawn,2025-12-01,2027-11-11,TC2,Decision Point 1,Jerome - Mohicanville 69 kV,ATSI,10.20,Solar,OH,Ashland,JR ME LLC
AH1-070,PJM,2021-07-28,Withdrawn,2025-12-01,2027-11-11,TC2,Decision Point 1,Jerome - Mohicanville 69 kV,ATSI,10.20,Solar,OH,Ashland,JR ME LLC
AH1-530,PJM,2021-09-10,Withdrawn,2025-02-04,2025-03-01,TC2,APPLICATION REVIEW,Fairfield – Reily 69 kV ,DEOK,16.80,Solar,OH,Butler,"Riverlake Energy, LLC"
AH1-680,PJM,2025-04-03,Active,,,TC2,PHASE 2,Sammis - South Canton 345 kV,ATSI,1300.00,Thermal,OH,Carroll,Chestnut Run Energy LLC
AH1-526,PJM,2021-09-11,Withdrawn,2025-06-05,2025-10-31,TC2,PHASE 1,Knox - Washington CEC 138 kV,ATSI,42.00,Hybrid,OH,Carroll,Echelon Solar LLC
AG2-216,PJM,2021-03-09,Active,,,TC2,PHASE 2,East Sidney-Quincy 138 kV,Dayton,25.92,Solar,OH,Champaign,"Clearview Solar I, LLC"
AG2-063,PJM,2020-12-16,Withdrawn,2025-11-14,2028-12-15,TC2,Decision Point 1,North Hampton 69 kV,ATSI,34.50,Solar,OH,Clark,"TerraForm Twin Creeks Solar, LLC"
AG2-385,PJM,2021-03-29,Withdrawn,2025-11-14,2028-12-15,TC2,Decision Point 1,North Hampton 69 kV,ATSI,36.50,Solar,OH,Clark,"TerraForm Twin Creeks Solar, LLC"
AG2-378,PJM,2021-03-29,Withdrawn,2025-11-14,2028-12-15,TC2,Decision Point 1,North Hampton - Medway 69 kV,ATSI,13.50,Solar,OH,Clark,"TerraForm Twin Creeks Solar, LLC"
AH1-319,PJM,2021-09-10,Withdrawn,2025-07-03,2025-12-31,TC2,PHASE 1,East Springfield-London 138 kV II,ATSI,54.00,Storage,OH,Clark,Invenergy Storage Development LLC
AH1-699,PJM,2025-04-04,Active,,,TC2,PHASE 2,Wellsville 345 kV,ATSI,69.00,Thermal,OH,Columbiana,South Field Energy LLC
AG2-564,PJM,2021-03-31,Withdrawn,2025-11-26,2028-01-30,TC2,Decision Point 1,Sulphur Springs 138 kV,AEP,32.90,Solar,OH,Crawford,"Heartland Solar, LLC"
AG2-149,PJM,2021-02-22,Withdrawn,2025-11-27,2028-12-31,TC2,Decision Point 1,Galion-South Berwick 345 kV,AEP,52.00,Solar,OH,Crawford,Wombat Solar LLC
AH1-735,PJM,2025-04-09,Withdrawn,2026-01-13,2026-05-01,TC2,Decision Point 1,Richland 138 kV,ATSI,55.00,Thermal,OH,Defiance,"Richland-Stryker Generation, LLC"
AH1-770,PJM,,Withdrawn,2025-05-02,2028-12-31,TC2,RRI APPLICATION REVIEW,,AEP,12.88,Solar,OH,Defiance,Mink Solar LLC
AF2-209,PJM,2020-03-25,Withdrawn,2025-01-22,2023-06-02,TC1,DP2,South Hicksville-Sowers 138 kV,AEP,19.60,Solar,OH,Defiance,Mink Solar LLC
AG1-425,PJM,2020-09-30,Withdrawn,2024-06-21,2023-10-31,TC1,PHASE 1,Groton 138 kV,ATSI,20.00,Storage,OH,Erie,"Wheatsborough Solar, LLC"
AG2-498,PJM,2021-03-31,Withdrawn,2025-07-03,2025-12-31,TC2,PHASE 1,Obetz 138 kV,AEP,50.00,Storage,OH,Franklin,Invenergy Storage Development LLC
AH1-318,PJM,2021-09-11,Withdrawn,2025-07-03,2025-12-31,TC2,PHASE 1,Cole 345 kV,AEP,60.00,Storage,OH,Franklin,Invenergy Storage Development LLC
AG2-053,PJM,2020-12-02,Withdrawn,2025-07-02,2024-09-25,TC2,PHASE 1,Fulton 138 kV,ATSI,180.00,Solar,OH,Fulton,"Orchid Acres Solar Project, LLC"
AG2-054,PJM,2020-12-02,Withdrawn,2025-07-02,2024-09-25,TC2,PHASE 1,Fulton 138 kV,ATSI,100.00,Storage,OH,Fulton,"Orchid Acres Solar Project, LLC"
AG2-375,PJM,2021-03-29,Withdrawn,2025-07-03,2024-11-15,TC2,PHASE 1,Fostoria Central 345 kV,AEP,500.00,Storage,OH,Hancock,Foster Energy Storage LLC
AH1-327,PJM,2021-09-10,Active,,,TC2,PHASE 2,Hardin Switch 345 kV,AEP,8.44,Solar,OH,Hardin,Hardin Solar Energy III LLC
AH1-539,PJM,2021-09-10,Withdrawn,2025-12-02,2028-03-01,TC2,Decision Point 1,South Kenton 138 kV,AEP,25.88,Hybrid,OH,Hardin,"Riverlake Energy, LLC"
AH1-767,PJM,,Withdrawn,2025-05-02,2028-08-31,TC2,RRI APPLICATION REVIEW,,AEP,140.00,Storage,OH,Hardin,"RWE Solar Development, LLC"
AH1-724,PJM,,Withdrawn,2025-05-02,2030-05-01,TC2,RRI APPLICATION REVIEW,Nottingham 138 kV,AEP,650.00,Thermal,OH,Harrison,Pogona Power LLC
AH1-580,PJM,2021-09-10,Active,,,TC2,PHASE 2,Nottingham 138 kV,AEP,134.00,Solar,OH,Harrison,"Energy Pastures Solar Project, LLC"
AG2-082,PJM,2021-01-22,Active,,,TC2,PHASE 2,Nottingham 138 kV,AEP,133.40,Solar,OH,Harrison,"Energy Pastures Solar Project, LLC"
AG2-336,PJM,2021-03-25,Withdrawn,2025-07-01,2023-11-30,TC2,PHASE 1,Midway 138 kV,ATSI,48.00,Solar,OH,Henry,Reserve Energy Exploration Company
AG2-337,PJM,2021-03-25,Withdrawn,2025-07-01,2023-11-30,TC2,PHASE 1,Midway 138 kV II,ATSI,12.00,Solar,OH,Henry,Reserve Energy Exploration Company
AG1-319,PJM,2020-09-30,Withdrawn,2025-01-22,2022-11-01,TC1,PHASE 1,Napoleon Muni 138 kV,AMPT,39.00,Solar,OH,Henry,CG Henry County LLC
AG1-456,PJM,2020-09-30,Withdrawn,2024-06-21,2022-12-31,TC1,PHASE 1,Wildcat 138 kV,AEP,30.00,Storage,OH,Highland,"Willowbrook Solar I, LLC"
AH1-537,PJM,2021-09-11,Active,,,TC2,PHASE 2,Pierce - Kyger Creek 345 kV,OVEC,17.85,Solar,OH,Highland,"Riverlake Energy, LLC"
AH1-766,PJM,,Withdrawn,2025-05-02,2029-05-31,TC2,RRI APPLICATION REVIEW,,AEP,205.00,Storage,OH,Highland,"NextEra Energy Resources Interconnection Holdings, LLC"
AH1-094,PJM,2021-07-30,Withdrawn,2025-07-01,2025-06-01,TC2,PHASE 1,Wells - Shinrock 69 kV I,ATSI,29.94,Hybrid,OH,Huron,"Norwalk Solar, LLC"
AG2-109,PJM,2021-01-29,Active,,,TC2,PHASE 2,Fitchville-New London 69 kV,ATSI,28.10,Solar,OH,Huron,"Rosemary Solar, LLC"
AG2-548,PJM,2021-03-31,Active,,,TC2,PHASE 2,Corwin - Elk 138 kV,AEP,54.00,Hybrid,OH,Jackson,Hamden Energy LLC
AH1-055,PJM,2021-07-14,Active,,,TC2,PHASE 2,Kyger Creek - Don Marquis 345 kV,OVEC,154.00,Solar,OH,Jackson,"Furnace Solar, LLC"
AG2-665,PJM,2021-03-31,Active,,,TC2,PHASE 2,Corwin - Elk 138 kV,AEP,54.00,Hybrid,OH,Jackson,Hamden Energy LLC
AH1-059,PJM,2021-07-16,Active,,,TC2,PHASE 2,Sharp Road 69 kV,AEP,12.60,Solar,OH,Knox,"Frasier Solar, LLC"
AH1-686,PJM,2025-04-03,Active,,,TC2,PHASE 2,Hanging Rock 765 kV,AEP,21.00,Thermal,OH,Lawrence,Hanging Rock Power Company LLC
AH1-325,PJM,2021-09-09,Withdrawn,2025-07-03,2025-12-31,TC2,PHASE 1,Kirk 138 kV,AEP,50.00,Storage,OH,Licking,Invenergy Storage Development LLC
AH1-328,PJM,2021-09-10,Active,,,TC2,PHASE 2,Blue Jacket - Kirby 138 kV,Dayton,21.30,Solar,OH,Logan,Fountain Point Solar Energy LLC
AH1-320,PJM,2021-09-10,Withdrawn,2025-07-03,2025-12-31,TC2,PHASE 1,Blue Jacket - Kirby 138 kV,Dayton,69.00,Storage,OH,Logan,Invenergy Storage Development LLC
AG1-323,PJM,2020-09-30,Withdrawn,2025-11-03,2023-09-01,TC1,PHASE 3,Blue Jacket 138 kV,Dayton,40.00,Hybrid,OH,Logan,Hodson GreenDefine Blue Jacket LLC
AF1-270,PJM,2019-09-30,Withdrawn,2024-06-21,2022-12-31,TC1,PHASE 2,Blue Jacket-Kirby 138 kV,Dayton,50.00,Solar,OH,Logan,Fountain Point Solar Energy LLC
AG1-199,PJM,2020-09-18,Withdrawn,2024-06-21,2023-06-01,TC1,PHASE 1,Allen Junction 345 kV,ATSI,300.00,Storage,OH,Lucas,Occasio Power Management LLC
AG2-515,PJM,2021-03-31,Withdrawn,2025-11-28,2029-07-31,TC2,Decision Point 1,Midway 345 kV III,ATSI,60.00,Solar,OH,Lucas,"Starling Solar Project, LLC"
AH1-690,PJM,2025-04-03,Withdrawn,2025-11-18,2031-03-01,TC2,Decision Point 1,Bay Shore - Lallendorf 345 kV,ATSI,1440.00,Thermal,OH,Lucas,"CPV Oregon, LLC"
AG2-104,PJM,2021-01-29,Active,,,TC2,PHASE 2,Marysville-Flatlick 765 kV,AEP,126.85,Solar,OH,Madison,"Oak Run Solar Project, LLC"
AG2-106,PJM,2021-01-29,Active,,2029-09-30,TC2,PHASE 2,Marysville-Flatlick 765 kV,AEP,150.00,Storage,OH,Madison,"Oak Run Solar Project, LLC"
AG2-107,PJM,2021-01-29,Active,,2029-09-30,TC2,PHASE 2,Marysville-Flatlick 765 kV,AEP,150.00,Storage,OH,Madison,"Oak Run Solar Project, LLC"
AG2-119,PJM,2021-01-29,Active,,,TC2,PHASE 2,Galion-Roberts South 138 kV II,ATSI,53.60,Solar,OH,Marion,"Marion County Solar Project II, LLC"
AH1-542,PJM,2021-09-10,Active,,,TC2,PHASE 2,Crissinger-Delaware Business Park 138kV,ATSI,22.00,Hybrid,OH,Marion,"Riverlake Energy, LLC"
AH1-572,PJM,2021-09-10,Withdrawn,2025-07-03,2024-12-01,TC2,PHASE 1,South Morral-Uncapher Switch 69 kV,AEP,19.30,Solar,OH,Marion,"Swamp Fox Solar, LLC"
AH1-573,PJM,2021-09-10,Withdrawn,2025-07-03,2024-12-01,TC2,PHASE 1,South Morral-Uncapher Switch 69 kV,AEP,12.90,Solar,OH,Marion,"Swamp Fox Solar, LLC"
AG2-595,PJM,2021-03-31,Withdrawn,2025-07-03,2024-06-01,TC2,PHASE 1,LaRue - North Waldo 138 kV,AEP,6.50,Solar,OH,Marion,"Riverlake Energy, LLC"
AH1-075,PJM,2021-07-29,Withdrawn,2025-11-26,2028-12-31,TC2,Decision Point 1,North Waldo - Wild Creek 138 kV,AEP,24.70,Solar,OH,Marion,"Chestnut Solar, LLC"
AH1-321,PJM,2021-09-10,Withdrawn,2025-07-03,2025-12-31,TC2,PHASE 1,Eldean 138 kV,Dayton,54.00,Storage,OH,Miami,Invenergy Storage Development LLC
AH1-704,PJM,2025-04-03,Active,,,TC2,PHASE 2,Hannibal 138 kV,AEP,20.00,Thermal,OH,Monroe,Long Ridge Energy Generation LLC
AG2-355,PJM,2021-03-26,Withdrawn,2025-03-28,2024-06-01,TC2,APPLICATION REVIEW,North Muskingum River - Philo 138 kV,AEP,82.40,Hybrid,OH,Morgan,IRGAH Renewables Development LLC
AG2-057,PJM,2020-12-07,Active,,,TC2,PHASE 2,Cardington-Liberty 69 kV II,ATSI,6.00,Solar,OH,Morrow,"Crossroads Solar I, LLC"
AH1-765,PJM,,Withdrawn,2025-05-02,2029-05-31,TC2,RRI APPLICATION REVIEW,,ATSI,205.00,Storage,OH,Morrow,"NextEra Energy Resources Interconnection Holdings, LLC"
AH1-060,PJM,2021-07-20,Active,,,TC2,PHASE 2,Cardington-Liberty 69 kV III,ATSI,12.00,Solar,OH,Morrow,"Crossroads Solar I, LLC"
AH1-282,PJM,2021-09-09,Active,,,TC2,PHASE 2,Galion - Ohio Central 345 kV,AEP,45.90,Solar,OH,Morrow,"Woodbury Solar, LLC"
AH1-661,PJM,2021-09-29,Active,,,TC2,PHASE 2,Cannelville 12.47 kV,AEP,9.06,Other,OH,Muskingum,"Tallgrass Muskingum Community Power, LLC"
AH1-754,PJM,,Withdrawn,2025-05-02,2029-06-11,TC2,RRI APPLICATION REVIEW,,AEP,500.00,Storage,OH,Muskingum,"Cardinal Energy Storage East, LLC"
AG2-406,PJM,2021-03-30,Active,,,TC2,PHASE 2,Payne 69 kV,AEP,10.98,Solar,OH,Paulding,Timber Road Solar Park LLC
AF2-376,PJM,2020-03-31,Done,,2029-12-31,TC1,FINAL AGREEMENT,Timber Switch 138 kV,AEP,20.00,Storage,OH,Paulding,Paulding Wind Farm II LLC
AG2-444,PJM,2021-03-30,Withdrawn,2025-12-02,2028-12-31,TC2,Decision Point 1,Bixby -  Biers Run 345 kV,AEP,122.50,Solar,OH,Pickaway,"Brook Trout Solar, LLC"
AG2-125,PJM,2021-01-29,Active,,,TC2,PHASE 2,Camden-Crystal 69 kV,Dayton,15.44,Solar,OH,Preble,"Alamo Solar I, LLC"
AG2-405,PJM,2021-03-30,Active,,,TC2,PHASE 2,Continental 69 kV,AEP,10.98,Solar,OH,Putnam,Blue Harvest Solar Park LLC
AH1-669,PJM,2020-09-30,Withdrawn,2025-12-02,2029-12-31,TC2,Decision Point 1,Circleville-Biers Run 138 kV,AEP,30.00,Solar,OH,Ross,"Burley Solar, LLC"
AF2-263,PJM,2020-03-27,Withdrawn,2024-06-21,2022-07-01,TC1,PHASE 1,Shelby 138 kV,Dayton,58.80,Solar,OH,Shelby,"AEUG Shelby Solar, LLC"
AH1-752,PJM,,Withdrawn,2025-05-02,2029-06-11,TC2,RRI APPLICATION REVIEW,,AEP,400.00,Storage,OH,Stark,"Cardinal Energy Storage East, LLC"
AH1-706,PJM,2025-04-07,Active,,,TC2,PHASE 2,Lordstown 345 kV,ATSI,23.82,Thermal,OH,Trumbull,"Clean Energy Future - Lordstown, LLC"
AH1-757,PJM,,Withdrawn,2025-05-02,2029-06-11,TC2,RRI APPLICATION REVIEW,,AEP,500.00,Storage,OH,Union,"Cardinal Energy Storage East, LLC"
AH1-569,PJM,2021-09-10,Withdrawn,2025-07-07,2024-12-01,TC2,PHASE 1,Tangy - National 138 kV,ATSI,31.30,Solar,OH,Union,"Glacier Ridge Solar, LLC"
AE1-092,PJM,2018-08-31,Done,,2030-04-30,TC1,FINAL AGREEMENT,Blue Jacket-Kirby 138 kV,Dayton,96.40,Solar,OH,Union,Fountain Point Solar Energy LLC
AG1-410,PJM,2020-09-30,Done,,2030-02-15,TC1,FINAL AGREEMENT,Maddox Creek-RP Mone 345 kV,AEP,180.00,Solar,OH,Van Wert,"Butterfly Meadows Solar Project, LLC"
AG1-411,PJM,2020-09-30,Done,,2030-02-15,TC1,FINAL AGREEMENT,Maddox Creek-RP Mone 345 kV,AEP,100.00,Storage,OH,Van Wert,"Butterfly Meadows Solar Project, LLC"
AH1-538,PJM,2021-09-10,Withdrawn,2025-07-03,2025-03-01,TC2,PHASE 1,East Lima - Haviland 138 kV,AEP,20.00,Hybrid,OH,Van Wert,"Riverlake Energy, LLC"
AH1-719,PJM,2025-04-03,Active,,,TC2,PHASE 2,Beverly 345 kV,AEP,21.00,Thermal,OH,Washington,Washington Power Generation LLC
AH1-577,PJM,2021-09-10,Withdrawn,2025-12-01,2027-12-31,TC2,Decision Point 1,Clutch 69 kV,AEP,42.00,Solar,OH,Wayne,"Dragonfly Fields Solar Project, LLC"
AH1-578,PJM,2021-09-10,Withdrawn,2025-12-01,2027-12-31,TC2,Decision Point 1,Clutch 69 kV,AEP,28.00,Storage,OH,Wayne,"Dragonfly Fields Solar Project, LLC"
AH1-764,PJM,,Withdrawn,2025-05-02,2029-07-01,TC2,RRI APPLICATION REVIEW,,ATSI,148.00,Hybrid,OH,Williams,"Williams County Solar, LLC"
AF2-321,PJM,2020-03-30,Withdrawn,2025-01-22,2023-12-31,TC1,PHASE 1,Stryker-Ridgeville 138 kV,ATSI,88.80,Solar,OH,Williams,"Williams County Solar, LLC"
AF2-126,PJM,2020-02-28,Done,,2028-06-01,TC1,FINAL AGREEMENT,Weston 69 kV II,ATSI,8.00,Solar,OH,Wood,"Juliet Energy Project, LLC"
AH1-711,PJM,2025-04-09,Active,,2030-05-31,TC2,PHASE 2,Lemoyne 345 kV,ATSI,292.50,Thermal,OH,Wood,"Troy Energy, LLC"
AH1-565,PJM,2021-09-10,Withdrawn,2025-05-07,2025-06-01,TC2,PHASE 1,Lemoyne 345kV,ATSI,250.00,Storage,OH,Wood,"Troy Energy, LLC"
AH1-339,PJM,2021-09-10,Withdrawn,2025-11-27,2028-12-31,TC2,Decision Point 1,West Crawford 69 kV,AEP,6.76,Solar,OH,Wyandot,River Otter Solar LLC
AG2-329,PJM,2021-03-25,Active,,,TC2,PHASE 2,S Berwick - Galion 345 kV,AEP,156.00,Storage,OH,Wyandot,Wombat Solar LLC
AH1-708,PJM,,Withdrawn,2025-05-02,2025-05-31,TC2,RRI APPLICATION REVIEW,,ME,20.00,Thermal,PA,Adams,"Hunterstown Generation, LLC"
AH1-562,PJM,2021-09-10,Withdrawn,2025-06-30,2025-06-01,TC2,PHASE 1,Springdale 138kV,APS,250.00,Storage,PA,Allegheny,"Springdale Energy, LLC"
AG2-150,PJM,2021-02-23,Withdrawn,2025-04-07,2022-12-31,TC2,APPLICATION PHASE,River Dock 23 kV,DL,5.25,Hydro,PA,Allegheny,"Lock+ Hydro Friends Fund XLII, LLC"
AG1-549,PJM,2020-09-30,Withdrawn,2025-01-22,2022-10-31,TC1,PHASE 1,Keystone 230 kV,PENELEC,85.00,Hybrid,PA,Armstrong,"Plum Creek Energy, LLC"
AG2-386,PJM,2021-03-29,Withdrawn,2025-03-14,2023-04-01,TC2,APPLICATION REVIEW,Kittanning-Rural Valley 25 kV,APS,18.00,Solar,PA,Armstrong,IMG Solar LLC
AF1-240,PJM,2019-09-30,Withdrawn,2025-11-03,2022-07-01,TC1,PHASE 3,Timblin 34.5 kV,PENELEC,11.00,Solar,PA,Armstrong,AR-Pierce LLC
AH1-566,PJM,2021-09-10,Withdrawn,2025-06-30,2025-06-01,TC2,PHASE 1,South Bend 500kV,APS,250.00,Storage,PA,Armstrong,"Armstrong Power, LLC"
AH1-452,PJM,2021-09-11,Active,,,TC2,PHASE 2,Clementine-Clementine Jct. 25 kV,APS,8.35,Solar,PA,Armstrong,IMG Solar LLC
AG2-654,PJM,2021-03-31,Withdrawn,2025-11-25,2027-06-01,TC2,Decision Point 1,Craigsville - Leards Crossing 12 kV,APS,8.80,Solar,PA,Armstrong,IMG Solar LLC
AH1-674,PJM,,Withdrawn,2025-04-02,2028-12-31,TC2,RRI APPLICATION REVIEW,,ATSI,1650.00,Thermal,PA,Beaver,"Shippingport Power Station, LLC"
AG2-621,PJM,2021-03-31,Active,,,TC2,PHASE 2,Hoytdale 138 kV,ATSI,150.00,Storage,PA,Beaver,"ACE Development Company, LLC"
AH1-162,PJM,2021-08-31,Withdrawn,2025-07-07,2023-11-01,TC2,PHASE 1,Curryville-RKB-Yellow Creek 23 kV,PENELEC,11.00,Solar,PA,Bedford,ASD Woodbury PA2 Solar I LLC
AH1-492,PJM,2021-09-11,Withdrawn,2025-06-09,2024-07-30,TC2,PHASE 1,Bernville 13 kV,ME,12.00,Solar,PA,Berks,PD Solar 2 LLC
