Project ID,ISO,Queue Date,Status,County,State,POI Name,MW Capacity,Fuel Type,Proposed Date,Transmission Owner,Study Cycle,Study Group,Service Type,Done Date
S1039,MISO,2022-09-01 04:00:00+00:00,Done,Polk,,Apple River 161kV,100.00,Other,2025-06-30 04:00:00+00:00,,,,SIS,
S1040,MISO,2022-12-16 05:00:00+00:00,Done,McLean,,Gibson City South (347114),135.00,Other,2026-04-23 04:00:00+00:00,AMEREN ILLINOIS,,,SIS,
S1041,MISO,2023-05-19 04:00:00+00:00,Done,Ford,,Gibson City South (347114),135.00,Other,2026-04-23 04:00:00+00:00,AMEREN ILLINOIS,,,SIS,
S1042,MISO,2022-12-20 05:00:00+00:00,Withdrawn,,,,100.00,Other,,,,,SIS,
S1043,MISO,2023-04-17 04:00:00+00:00,Done,Dubois,,Culley to Dubois 138kV tap,50.00,Other,2024-04-07 04:00:00+00:00,SOUTHERN INDIANA GAS & ELECTRIC COMPANY D/B/A CENTERPOINT ENERGY INDIANA SOUTH,,,SIS,
S1044,MISO,2023-04-17 04:00:00+00:00,Active,Lake,,Green Acres 138 kV Substation (43684),50.00,Other,2024-04-07 04:00:00+00:00,NORTHERN INDIANA PUBLIC SERVICE COMPANY LLC,,,SIS,
R1000,MISO,2019-06-24 04:00:00+00:00,Done,Morton,,R.M. Heskett Station,103.10,Other,2022-10-01 04:00:00+00:00,MONTANA-DAKOTA UTILITIES CO.,,,NRIS,
R1001,MISO,2020-05-15 04:00:00+00:00,Done,Otter Tail,,Hoot Lake 115KV,49.90,Other,2022-04-15 04:00:00+00:00,OTTER TAIL POWER COMPANY,,,NRIS,
R1002,MISO,2020-07-01 04:00:00+00:00,Withdrawn,Manitowoc,,Lake Front 69KV,11.40,Other,2022-07-01 04:00:00+00:00,AMERICAN TRANSMISSION COMPANY,,,NRIS,
R1003,MISO,2020-08-05 04:00:00+00:00,Done,Orange,,"Sabine 138 & 230 kV (bus #334440, #334431, #334433",1166.00,Other,2026-05-31 04:00:00+00:00,"ENTERGY TEXAS, INC.",,,NRIS,
R1004,MISO,2020-12-30 05:00:00+00:00,Done,De Soto Parish,,Dolet Hills 345 kV (Bus #500260),330.00,Other,2024-12-31 05:00:00+00:00,CLECO POWER LLC,,,NRIS-Only,
R1005,MISO,2021-01-19 05:00:00+00:00,Withdrawn,Sherburne,,Elk River Station: S6 69 kV,49.00,Other,2022-03-14 04:00:00+00:00,GREAT RIVER ENERGY,,,NRIS,
R1006,MISO,2021-02-15 05:00:00+00:00,Withdrawn,Lima,,Hoot Lake 115KV,350.00,Other,2023-07-01 04:00:00+00:00,Alliant Energy West,,,NRIS,
R1007,MISO,2021-03-29 04:00:00+00:00,Withdrawn,Linn,,ITC DAEC Substation 161kV,60.00,Other,2023-07-01 04:00:00+00:00,Alliant Energy West,,,NRIS,
R1011,MISO,2021-10-04 04:00:00+00:00,Done,Pike,,Petersburg 345kV Substation,250.00,Other,2024-01-15 05:00:00+00:00,INDIANAPOLIS POWER & LIGHT COMPANY,,,NRIS,
R1012,MISO,2021-09-30 04:00:00+00:00,Withdrawn,Linn County,,Duane Arnold 161 kV,640.00,Other,2023-07-01 04:00:00+00:00,Alliant Energy West,,,NRIS,
R1015,MISO,2022-02-13 05:00:00+00:00,Done,,,Edgewater 345kV,423.10,Other,2025-05-01 04:00:00+00:00,Alliant Energy East,,,NRIS,
R1016,MISO,2022-02-18 05:00:00+00:00,Done,,,Bailey 161kV substation(338879),122.00,Other,2023-05-10 04:00:00+00:00,ENTERGY ARKANSAS INC.,,,NRIS-Only,
R1018,MISO,2022-02-23 05:00:00+00:00,Withdrawn,Allamakee,,Lansing 161 kV substation,280.00,Other,,Alliant Energy West,,,NRIS,
R1019,MISO,2022-02-15 05:00:00+00:00,Done,Des Moines,,Burlington 161kV,212.00,Other,2024-12-31 05:00:00+00:00,Alliant Energy West,,,NRIS,
R1029,MISO,2022-12-12 05:00:00+00:00,Done,,,Joppa 161kV Switchyard,37.00,Other,2024-12-01 05:00:00+00:00,,,,,
R1033,MISO,2023-02-13 05:00:00+00:00,Withdrawn,,,Waterford 230kV,100.00,Other,2024-02-01 05:00:00+00:00,,,,,
R1036,MISO,2022-12-28 05:00:00+00:00,Done,Sherburne,,Sherburne County 345kV Substation,710.00,Other,2024-05-30 04:00:00+00:00,NORTHERN STATES POWER COMPANY,,,NRIS-Only,
J3468,MISO,2024-04-12 04:00:00+00:00,Active,Day,SD,Ellendale - Twin Brooks 345.0kV,300.00,Hybrid,2028-06-30 04:00:00+00:00,OTTER TAIL POWER COMPANY,DPP-2023,West,NRIS,
J3469,MISO,2024-04-16 04:00:00+00:00,Active,Marathon,WI,Stratford - McMillan 115.0kV,100.00,Wind,2026-06-30 04:00:00+00:00,AMERICAN TRANSMISSION COMPANY,DPP-2023,East (ATC),NRIS,
J3470,MISO,2024-04-16 04:00:00+00:00,Active,Tuscola,MI,Other_,100.00,Solar,2027-06-01 04:00:00+00:00,ITC,DPP-2023,East (ITC),NRIS,
J3471,MISO,2024-04-18 04:00:00+00:00,Active,Branch,MI,WAGNER - BATAVIA 138.0kV,150.00,Solar,2028-11-01 04:00:00+00:00,METC,DPP-2023,East (ITC),NRIS,
J3472,MISO,2024-04-17 04:00:00+00:00,Active,Lapeer,MI,Other_,200.00,Solar,2028-11-01 04:00:00+00:00,ITC,DPP-2023,East (ITC),NRIS,
J3477,MISO,2024-04-18 04:00:00+00:00,Active,Carroll,IA,Other_,200.00,Solar,2028-04-28 04:00:00+00:00,MIDAMERICAN ENERGY CO.,DPP-2023,West,NRIS,
J3478,MISO,2024-04-17 04:00:00+00:00,Withdrawn,Vigo,IN,Other_,35.00,Solar,2027-10-01 04:00:00+00:00,HOOSIER ENERGY,DPP-2023,Central,ERIS,
J3480,MISO,2024-04-17 04:00:00+00:00,Active,Allegan,MI,SCOTT LAKE,199.90,Storage,2026-05-25 04:00:00+00:00,METC,DPP-2023,East (ITC),NRIS,
J3479,MISO,2024-04-12 04:00:00+00:00,Active,Rapides,LA,Hineston,200.00,Solar,2027-02-28 05:00:00+00:00,CLECO POWER LLC,DPP-2023,South,ERIS,
J3481,MISO,2024-04-12 04:00:00+00:00,Active,Grant,AR,J1577 Sub (337689),100.00,Solar,2027-02-28 05:00:00+00:00,"ENTERGY ARKANSAS, LLC",DPP-2023,South,ERIS,
J3496,MISO,2024-04-12 04:00:00+00:00,Active,Sanilac,MI,GREENWOOD - RAPSON 345.0kV,220.00,Wind,2027-12-03 05:00:00+00:00,ITC,DPP-2023,East (ITC),NRIS,
J3507,MISO,2024-04-01 04:00:00+00:00,Withdrawn,Montgomery,IL,Coffeen North 138kV,17.00,Solar,2027-04-30 04:00:00+00:00,AMEREN ILLINOIS,DPP-2023,Central,NRIS,
J3508,MISO,2024-04-01 04:00:00+00:00,Withdrawn,Fulton,IL,Duck Creek 345kV,16.30,Solar,2027-04-30 04:00:00+00:00,AMEREN ILLINOIS,DPP-2023,Central,NRIS,
J3509,MISO,2024-04-16 04:00:00+00:00,Withdrawn,Sangamon,IL,343505 Interstate,380.00,Storage,2027-12-17 05:00:00+00:00,CITY WATER LIGHT & POWER,DPP-2023,Central,NRIS,
J3510,MISO,2024-04-17 04:00:00+00:00,Withdrawn,Cross,AR,FISHER - CHERRY VALLEY 161.0kV,175.00,Hybrid,2028-08-01 04:00:00+00:00,"ENTERGY ARKANSAS, LLC",DPP-2023,South,NRIS,
J3511,MISO,2024-04-17 04:00:00+00:00,Withdrawn,Arkansas,AR,STUTTGART RICUSKEY - WOODWARD 230 SUB 230.0kV,250.00,Solar,2028-09-15 04:00:00+00:00,"ENTERGY ARKANSAS, LLC",DPP-2023,South,NRIS,
J3562,MISO,2024-04-17 04:00:00+00:00,Withdrawn,Vermilion,IL,4VERMILION - 4NCHAMPGN W 138.0kV,300.00,Solar,2028-06-01 04:00:00+00:00,AMEREN ILLINOIS,DPP-2023,Central,NRIS,
J3572,MISO,2024-04-18 04:00:00+00:00,Withdrawn,Catahoula,LA,METROPOLIS - RED GUM 115.0kV,200.00,Hybrid,2028-01-01 05:00:00+00:00,"ENTERGY LOUISIANA, LLC",DPP-2023,South,NRIS,
J3573,MISO,2024-04-18 04:00:00+00:00,Withdrawn,Morehouse,LA,GALION - OAK GROVE 115 SUB 115.0kV,200.00,Hybrid,2028-01-01 05:00:00+00:00,"ENTERGY LOUISIANA, LLC",DPP-2023,South,NRIS,
J3634,MISO,2024-04-15 04:00:00+00:00,Withdrawn,Gratiot,MI,NELSON ROAD,200.00,Storage,2027-12-31 05:00:00+00:00,METC,DPP-2023,East (ITC),NRIS,
J3635,MISO,2024-04-15 04:00:00+00:00,Withdrawn,Kent,MI,GAINES,200.00,Storage,2027-12-31 05:00:00+00:00,METC,DPP-2023,East (ITC),NRIS,
J3633,MISO,2024-04-13 04:00:00+00:00,Active,Sanilac,MI,GREENWOOD - RAPSON (BANNER) 345.0kV,200.00,Solar,2028-09-15 04:00:00+00:00,ITC,DPP-2023,East (ITC),NRIS,
J3632,MISO,2024-04-17 04:00:00+00:00,Withdrawn,Cleveland,AR,TEXAS EASTERN P.S. G SS - FORDYCE ORIENT SS 115.0kV,85.00,Hybrid,2028-07-30 04:00:00+00:00,"ENTERGY ARKANSAS, LLC",DPP-2023,South,NRIS,
J3278,MISO,2024-04-16 04:00:00+00:00,Withdrawn,Swift,MN,SWENODA TAP - DUBLIN TAP - SS360 - 360WSM1 115.0kV,90.00,Solar,2028-08-01 04:00:00+00:00,GREAT RIVER ENERGY,DPP-2023,West,NRIS,
J3277,MISO,2024-04-17 04:00:00+00:00,Withdrawn,Bay,MI,Other_,175.00,Storage,2028-08-17 04:00:00+00:00,METC,DPP-2023,East (ITC),NRIS,
J3306,MISO,2024-04-16 04:00:00+00:00,Active,Perry,IL,J3064,150.00,Solar,2028-09-30 04:00:00+00:00,,DPP-2023,Central,ERIS,
J3307,MISO,2024-04-17 04:00:00+00:00,Withdrawn,Callaway,MO,Callaway,300.00,Solar,2027-11-02 04:00:00+00:00,AMEREN MISSOURI,DPP-2023,Central,NRIS,
J3308,MISO,2024-04-17 04:00:00+00:00,Withdrawn,Woodruff,AR,MOSES SWYD - AECC HUNTER NORTH 161.0kV,180.00,Solar,2027-01-31 05:00:00+00:00,"ENTERGY ARKANSAS, LLC",DPP-2023,South,NRIS,
J3309,MISO,2024-04-15 04:00:00+00:00,Withdrawn,Copiah,MS,FRANKLIN EHV - RAY BRASWELL EHV 500.0kV,200.00,Hybrid,2028-06-01 04:00:00+00:00,"ENTERGY MISSISSIPPI, LLC.",DPP-2023,South,NRIS,
J3312,MISO,2024-04-15 04:00:00+00:00,Withdrawn,Washington,MN,RAPTOR,100.00,Storage,2028-06-30 04:00:00+00:00,NORTHERN STATES POWER COMPANY,DPP-2023,West,NRIS,
J3317,MISO,2024-04-18 04:00:00+00:00,Withdrawn,Vigo,IN,Other_,150.00,Hybrid,2028-06-01 04:00:00+00:00,"DUKE ENERGY INDIANA, LLC",DPP-2023,Central,NRIS,
J3318,MISO,2024-04-15 04:00:00+00:00,Withdrawn,Sullivan,IN,Merom 345 kV Substation,300.00,Hybrid,2028-06-01 04:00:00+00:00,HOOSIER ENERGY,DPP-2023,Central,NRIS,
J3316,MISO,2024-05-06 04:00:00+00:00,Active,Washington,IL,Okawville 138 kV,150.00,Storage,2028-09-01 04:00:00+00:00,AMEREN ILLINOIS,DPP-2023,Central,NRIS,
J3325,MISO,2024-04-17 04:00:00+00:00,Withdrawn,Cherokee,IA,LITTLE SIOUX - LEMARS TAP 161.0kV,140.00,Wind,2028-05-01 04:00:00+00:00,MIDAMERICAN ENERGY CO.,DPP-2023,West,NRIS,
J3326,MISO,2024-04-18 04:00:00+00:00,Active,Lyon,MN,Other_,250.00,Wind,2028-05-01 04:00:00+00:00,MISSOURI RIVER ENERGY SERVICES - TRANSMISSION,DPP-2023,West,NRIS,
J3327,MISO,2024-04-16 04:00:00+00:00,Withdrawn,Pike,IN,Cato 138/69kV (facilities above 100kV),130.00,Storage,2027-05-01 04:00:00+00:00,Southern Indiana Gas & Electric Company d/b/a Centerpoint Energy Indiana South,DPP-2023,Central,NRIS,
J3328,MISO,2024-04-18 04:00:00+00:00,Withdrawn,Vermilion,IL,Hoopeston West,150.00,Wind,2028-05-01 04:00:00+00:00,AMEREN ILLINOIS,DPP-2023,Central,NRIS,
J3329,MISO,2024-04-17 04:00:00+00:00,Withdrawn,Sullivan,IN,Merom (HED) -  Dresser 345.0kV,145.00,Storage,2028-05-01 04:00:00+00:00,"DUKE ENERGY INDIANA, LLC",DPP-2023,Central,NRIS,
J3330,MISO,2024-04-17 04:00:00+00:00,Withdrawn,Kenosha,WI,Pleasant Prairie - Arcadian 345.0kV,705.00,Thermal,2028-05-01 04:00:00+00:00,AMERICAN TRANSMISSION COMPANY,DPP-2023,East (ATC),NRIS,
J3338,MISO,2024-04-18 04:00:00+00:00,Active,Hamilton,IL,7W_FRFT_E - 7NORRIS   345.0kV,199.99,Wind,2028-10-28 04:00:00+00:00,AMEREN ILLINOIS,DPP-2023,Central,NRIS,
J3340,MISO,2024-03-18 04:00:00+00:00,Active,Vermilion,IL,Rossville 138kV on the Hoopeston to Vermilion 138kV Line,175.00,Solar,2028-09-01 04:00:00+00:00,AMEREN ILLINOIS,DPP-2023,Central,NRIS,
J3351,MISO,2024-04-04 04:00:00+00:00,Withdrawn,Putnam,IL,Hickok,100.00,Storage,2028-06-30 04:00:00+00:00,AMEREN ILLINOIS,DPP-2023,Central,NRIS,
J3352,MISO,2024-04-16 04:00:00+00:00,Active,Cape Girardeau,MO,LUTESVILLE,250.00,Storage,2027-12-17 05:00:00+00:00,AMEREN MISSOURI,DPP-2023,Central,NRIS,
J3353,MISO,2024-04-18 04:00:00+00:00,Withdrawn,Champaign,IL,Rising,191.30,Solar,2028-08-01 04:00:00+00:00,AMEREN TRANSMISSION COMPANY OF ILLINOIS,DPP-2023,Central,ERIS,
J3361,MISO,2024-04-12 04:00:00+00:00,Active,Bay,MI,Other_,254.00,Wind,2027-12-03 05:00:00+00:00,ITC,DPP-2023,East (ITC),NRIS,
J3367,MISO,2024-04-17 04:00:00+00:00,Withdrawn,Avoyelles,LA,Marksville - Yellow Bayou 138.0kV,88.00,Solar,2028-05-01 04:00:00+00:00,CLECO POWER LLC,DPP-2023,South,NRIS,
J3366,MISO,2024-04-16 04:00:00+00:00,Withdrawn,Sunflower,MS,INDIANOLA 230/115 SUB - TILLATOBA 230.0kV,150.00,Wind,2028-03-31 04:00:00+00:00,"ENTERGY MISSISSIPPI, LLC.",DPP-2023,South,NRIS,
J3369,MISO,2024-03-28 04:00:00+00:00,Withdrawn,Scott,MN,BLUE LAKE,200.00,Storage,2028-01-15 05:00:00+00:00,NORTHERN STATES POWER COMPANY,DPP-2023,West,NRIS,
J3393,MISO,2024-04-11 04:00:00+00:00,Withdrawn,Henderson,KY,HMPL Sub No.4,150.00,Solar,2027-06-30 04:00:00+00:00,HENDERSON UTILITY COMM DBA HENDERSON MUNICIPAL POWER AND LIGHT,DPP-2023,Central,NRIS,
J3385,MISO,2024-04-17 04:00:00+00:00,Withdrawn,Pike,IL,Pittsfield Trans. - Liberty 138.0kV,50.00,Solar,2027-10-01 04:00:00+00:00,"PRAIRIE POWER, INC.",DPP-2023,Central,NRIS,
J3390,MISO,2024-04-17 04:00:00+00:00,Withdrawn,Miami,IN,Kokomo East - Converse 69.0kV,37.00,Solar,2027-10-01 04:00:00+00:00,"DUKE ENERGY INDIANA, LLC",DPP-2023,Central,NRIS,
J3392,MISO,2024-04-17 04:00:00+00:00,Withdrawn,Scott,IL,Murrayville Jct. W - Roodhouse 69.0kV,25.00,Solar,2027-10-01 04:00:00+00:00,"PRAIRIE POWER, INC.",DPP-2023,Central,ERIS,
J3391,MISO,2024-04-10 04:00:00+00:00,Active,Coles,IL,7CASEY    - 7KANSAS   345.0kV,200.30,Wind,2027-09-15 04:00:00+00:00,AMEREN ILLINOIS,DPP-2023,Central,ERIS,
J3389,MISO,2024-03-27 04:00:00+00:00,Withdrawn,Clay,IL,4KINMUNDY S - 4TANNER 138.0kV,150.00,Solar,2028-09-01 04:00:00+00:00,AMEREN ILLINOIS,DPP-2023,Central,NRIS,
J3386,MISO,2024-04-18 04:00:00+00:00,Withdrawn,Calhoun,AR,SHERIDAN EHV - EL DORADO EHV 500.0kV,500.00,Solar,2028-09-30 04:00:00+00:00,"ENTERGY ARKANSAS, LLC",DPP-2023,South,NRIS,
J3388,MISO,2024-04-18 04:00:00+00:00,Withdrawn,Calhoun,AR,SHERIDAN EHV - EL DORADO EHV 500.0kV,400.00,Solar,2028-09-30 04:00:00+00:00,"ENTERGY ARKANSAS, LLC",DPP-2023,South,NRIS,
J3387,MISO,2024-04-18 04:00:00+00:00,Active,Henry,IN,Connersville  - New Castle 138.0kV,150.00,Storage,2026-10-01 04:00:00+00:00,"DUKE ENERGY INDIANA, LLC",DPP-2023,Central,NRIS,
J3399,MISO,2024-04-09 04:00:00+00:00,Active,Goodhue,MN,Hampton - Prairie Island 345.0kV,300.00,Solar,2028-08-01 04:00:00+00:00,NORTHERN STATES POWER COMPANY,DPP-2023,West,NRIS,
J3826,MISO,2025-10-27 04:00:00+00:00,Withdrawn,Holmes,MS,3Pickens,198.00,Solar,2026-11-01 04:00:00+00:00,"ENTERGY MISSISSIPPI, LLC.",DPP-2023,South,NRIS,
J4004,MISO,2025-05-03 04:00:00+00:00,Withdrawn,Peoria,IL,Other_,392.00,Solar,2032-10-31 04:00:00+00:00,AMEREN ILLINOIS,DPP-2025,Central,NRIS,
J4000,MISO,2025-04-29 04:00:00+00:00,Active,Scott,IL,7MEREDOSIA - 7TURNER 345.0kV,343.00,Solar,2030-01-28 05:00:00+00:00,AMEREN TRANSMISSION COMPANY OF ILLINOIS,DPP-2025,Central,NRIS,
R5066,MISO,2025-04-10 04:00:00+00:00,Active,Columbia,WI,Columbia,20.20,Storage,,AMERICAN TRANSMISSION COMPANY,,,,
J4001,MISO,2025-04-29 04:00:00+00:00,Active,Marion,MO,7MAYWOOD - 7PALMYRA  345.0kV,245.00,Solar,2030-01-31 05:00:00+00:00,AMEREN MISSOURI,DPP-2025,Central,NRIS,
J4002,MISO,2025-04-30 04:00:00+00:00,Active,Edgar,IL,7KANSAS   - 08SUGCRK 345.0kV,200.00,Storage,2030-09-30 04:00:00+00:00,AMEREN TRANSMISSION COMPANY OF ILLINOIS,DPP-2025,Central,NRIS,
J4003,MISO,2025-04-30 04:00:00+00:00,Active,Edgar,IL,7KANSAS - 08SUGCRK 345.0kV,200.00,Solar,2030-09-30 04:00:00+00:00,AMEREN TRANSMISSION COMPANY OF ILLINOIS,DPP-2025,Central,NRIS,
J4006,MISO,2025-05-07 04:00:00+00:00,Active,Ringgold,IA,Orient - Denny 345kV,289.80,Wind,2030-09-02 04:00:00+00:00,MIDAMERICAN ENERGY CO.,DPP-2025,West,ERIS,
J4005,MISO,2025-05-01 04:00:00+00:00,Active,Sullivan,IN,Petersburg - Sullivan (AEP/PJM) 345.0kV,500.00,Thermal,2028-02-29 05:00:00+00:00,"DUKE ENERGY INDIANA, LLC",DPP-2025,Central,NRIS,
R5065,MISO,2025-04-09 04:00:00+00:00,Done,Allamakee,IA,Lansing,130.00,Storage,,ITC MIDWEST,,,,
J3944,MISO,2025-02-20 05:00:00+00:00,Withdrawn,Bureau,IL,4BUREAU - 4PRN_MUNI TP 138.0kV,200.00,Solar,2030-06-01 04:00:00+00:00,AMEREN ILLINOIS,DPP-2025,Central,NRIS,
J3943,MISO,2025-02-21 05:00:00+00:00,Withdrawn,Vigo,IN,Sandford,337.00,Solar,2030-06-01 04:00:00+00:00,"DUKE ENERGY INDIANA, LLC",DPP-2025,Central,NRIS,
J3953,MISO,2024-11-05 05:00:00+00:00,Withdrawn,Faulkner,AR,BONO - GREENBRIER 161.0kV,90.00,Solar,2028-12-15 05:00:00+00:00,"ENTERGY ARKANSAS, LLC",DPP-2025,South,NRIS,
J3965,MISO,2025-04-07 04:00:00+00:00,Withdrawn,Christian,IL,7LATHAM - KINCAID  ; B 345.0kV,401.80,Solar,2030-01-30 05:00:00+00:00,AMEREN ILLINOIS,DPP-2025,Central,NRIS,
J3967,MISO,2025-04-01 04:00:00+00:00,Active,Huron,MI,MINDEN,170.00,Wind,2029-12-01 05:00:00+00:00,ITC,DPP-2026,East (ITC),NRIS,
J3966,MISO,2025-04-01 04:00:00+00:00,Active,Huron,MI,GRASSMERE,318.00,Wind,2029-12-01 05:00:00+00:00,ITC,DPP-2026,East (ITC),NRIS,
J3964,MISO,2025-04-07 04:00:00+00:00,Active,Brookings,SD,Split Rock - White (WAPA) 345.0kV,490.00,Solar,2030-01-31 05:00:00+00:00,NORTHERN STATES POWER COMPANY,DPP-2025,West,NRIS,
J3972,MISO,2025-03-26 04:00:00+00:00,Withdrawn,Liberty,TX,CHINA - STOWELL 230.0kV,200.00,Wind,2029-03-18 04:00:00+00:00,"ENTERGY TEXAS, INC.",DPP-2025,South,NRIS,
S1108,MISO,2025-07-18 04:00:00+00:00,Active,LaGrange,IN,LAGRANGE,100.00,Storage,2027-06-30 04:00:00+00:00,NORTHERN INDIANA PUBLIC SERVICE COMPANY LLC,,,SIS,
J3887,MISO,2025-01-10 05:00:00+00:00,Withdrawn,Montcalm,MI,KENOWA - NELSON ROAD 345.0kV,300.00,Wind,2030-12-31 05:00:00+00:00,METC,DPP-2025,East (ITC),NRIS,
J3913,MISO,2024-10-25 04:00:00+00:00,Withdrawn,Amite,MS,GLOSTER - LIBERTY 115.0kV,140.00,Solar,2030-09-02 04:00:00+00:00,"ENTERGY MISSISSIPPI, LLC.",DPP-2025,South,NRIS,
J3916,MISO,2024-10-25 04:00:00+00:00,Active,Saline,IL,4HARCO    - 4MUDDY    138.0kV,100.00,Solar,2030-09-02 04:00:00+00:00,AMEREN ILLINOIS,DPP-2025,Central,NRIS,
J3915,MISO,2024-10-25 04:00:00+00:00,Withdrawn,Perry,MS,Purvis Bulk 161 - Hintonville 161 161.0kV,125.00,Solar,2030-09-02 04:00:00+00:00,COOPERATIVE ENERGY,DPP-2025,South,E-NRIS,
J3914,MISO,2024-10-25 04:00:00+00:00,Withdrawn,Jefferson Davis,LA,COMPTON CO,85.00,Solar,2030-09-02 04:00:00+00:00,"ENTERGY LOUISIANA, LLC",DPP-2025,South,NRIS,
J4071,MISO,2025-10-07 04:00:00+00:00,Withdrawn,Livingston,LA,COLY,1500.00,Thermal,2030-06-30 04:00:00+00:00,"ENTERGY LOUISIANA, LLC",DPP-2026,South,NRIS,
J4070,MISO,2025-10-07 04:00:00+00:00,Active,Emmons,ND,Linton NW,40.00,Solar,2030-06-28 04:00:00+00:00,MONTANA-DAKOTA UTILITIES CO.,DPP-2026,West,NRIS,
J4075,MISO,2025-10-06 04:00:00+00:00,Withdrawn,St. Landry,LA,Ville Platte - West Fork 230.0kV,300.00,Storage,2030-06-30 04:00:00+00:00,CLECO POWER LLC,DPP-2025,South,NRIS,
S1128,MISO,2025-11-20 05:00:00+00:00,Active,Sangamon,IL,343515 Chatham Main - 346555 North Aurburn (Ameren) 138.0kV,100.00,Storage,2030-05-10 04:00:00+00:00,,,,SIS,
J4195,MISO,2025-10-09 04:00:00+00:00,Active,Clinton,MI,GREENWOOD - RAPSON 345.0kV,300.00,Wind,2030-04-02 04:00:00+00:00,ITC,DPP-2026,East (ITC),ERIS,
J4171,MISO,2025-10-07 04:00:00+00:00,Withdrawn,Racine,WI,138 kV Jupiter Substation (#50167),300.00,Storage,2029-04-30 04:00:00+00:00,AMERICAN TRANSMISSION COMPANY,DPP-2025,East (ATC),NRIS,
S1129,MISO,2025-10-07 04:00:00+00:00,Active,Portage,WI,Arnott - Golden Sands 138.0kV,50.00,Storage,2026-03-21 04:00:00+00:00,AMERICAN TRANSMISSION COMPANY,,,SIS,
S1123,MISO,2025-10-21 04:00:00+00:00,Active,Beauregard,LA,Cole - Penton Road 230.0kV,200.00,Storage,2027-03-29 04:00:00+00:00,CLECO POWER LLC,,,SIS,
S1127,MISO,2025-11-10 05:00:00+00:00,Active,Washington,MS,GERALD ANDRUS SES SWYD - TINNIN ROAD 230.0kV,170.00,Storage,2027-06-01 04:00:00+00:00,"ENTERGY MISSISSIPPI, LLC.",,,SIS,
J4197,MISO,2025-09-05 04:00:00+00:00,Withdrawn,Drew,AR,MONTICELLO EAST - REED SS 115.0kV,200.00,Hybrid,2030-10-30 04:00:00+00:00,"ENTERGY ARKANSAS, LLC",DPP-2025,South,NRIS,
J4189,MISO,2025-10-06 04:00:00+00:00,Withdrawn,Sunflower,MS,ROUNDAWAY SS (CE) - CLARKSDALE 115.0kV,200.00,Solar,2030-04-01 04:00:00+00:00,"ENTERGY MISSISSIPPI, LLC.",DPP-2025,South,NRIS,
J4199,MISO,2025-09-29 04:00:00+00:00,Active,Fulton,IL,Canton South,200.00,Storage,2029-06-30 04:00:00+00:00,"ENTERGY MISSISSIPPI, LLC.",DPP-2026,Central,NRIS,
J4191,MISO,2025-10-07 04:00:00+00:00,Active,Iberville,LA,WEBRE,755.00,Thermal,2030-01-02 05:00:00+00:00,"ENTERGY ARKANSAS, LLC",DPP-2026,South,NRIS,
S1098,MISO,2025-05-30 04:00:00+00:00,Withdrawn,Itasca,MN,Boswell 230kV,364.50,Solar,2027-01-01 05:00:00+00:00,MINNESOTA POWER INC.,,,SIS,
J3830,MISO,2024-04-16 04:00:00+00:00,Active,,IL,Other_,225.00,Wind,2028-06-01 04:00:00+00:00,AMEREN ILLINOIS,DPP-2023,Central,NRIS,
J4029,MISO,2025-06-03 04:00:00+00:00,Active,Mississippi,AR,Hybar 230kV,85.00,Hybrid,2025-08-31 04:00:00+00:00,ENTERGY ARKANSAS INC.,DPP-2025,South,NRIS,
J3993,MISO,2025-04-29 04:00:00+00:00,Withdrawn,Wayne,IL,Geff,21.44,Solar,2027-02-01 05:00:00+00:00,HOOSIER ENERGY,DPP-2025,Central,NRIS,
J3999,MISO,2025-04-14 04:00:00+00:00,Active,Vermillion,IN,Sugar Creek - Cayuga CT  345.0kV,1540.00,Thermal,2030-01-02 05:00:00+00:00,"DUKE ENERGY INDIANA, LLC",DPP-2025,Central,NRIS,
J3998,MISO,2025-02-25 05:00:00+00:00,Withdrawn,Cerro Gordo,IA,Killdeer - Quinn 345kV,450.00,Solar,2030-06-01 04:00:00+00:00,ITC MIDWEST,DPP-2025,West,NRIS,
S1088,MISO,2025-03-17 04:00:00+00:00,Active,Benton,MN,GRE-BENTON 7 115kV,100.00,Storage,2027-06-30 04:00:00+00:00,GREAT RIVER ENERGY,,,SIS,
S1090,MISO,2025-01-31 05:00:00+00:00,Active,Kenosha,WI,EAST PARIS,132.30,Thermal,2026-09-24 04:00:00+00:00,AMERICAN TRANSMISSION COMPANY,,,SIS,
J4007,MISO,2025-05-15 04:00:00+00:00,Active,Peoria,IL,7FARGO - 7SANDBURG 345.0kV,150.00,Wind,2027-11-01 04:00:00+00:00,AMEREN TRANSMISSION COMPANY OF ILLINOIS,DPP-2025,Central,NRIS,
J4008,MISO,2025-05-02 04:00:00+00:00,Withdrawn,Henry,IN,Greensboro  -  New Castle 138 138.0kV,150.00,Solar,2027-08-01 04:00:00+00:00,"DUKE ENERGY INDIANA, LLC",DPP-2025,Central,NRIS,
S1084,MISO,2025-01-13 05:00:00+00:00,Active,Greene,IN,Worthington,150.00,Storage,2029-09-01 04:00:00+00:00,HOOSIER ENERGY,,,SIS,
S1114,MISO,2025-08-19 04:00:00+00:00,Active,Scott,IL,Alsey Generation Station,168.80,Solar,2028-09-30 04:00:00+00:00,AMEREN ILLINOIS,,,SIS,
