Project ID,ISO,Queue Date,Status,County,State,POI Name,MW Capacity,Fuel Type,Proposed Date,Transmission Owner,Study Cycle,Study Group,Service Type,Done Date
J2486,MISO,2022-09-14 04:00:00+00:00,Active,Monroe,MI,LALLENDORF - MONROE 345.0kV,85.00,Solar,2025-11-01 04:00:00+00:00,ITC,DPP-2022,East (ITC),NRIS,
J2425,MISO,2022-09-13 04:00:00+00:00,Withdrawn,Montgomery,MO,7ENON - 7MONTGMRY 345kV,150.00,Solar,2027-10-01 04:00:00+00:00,AMEREN MISSOURI,DPP-2022,Central,NRIS,
J2487,MISO,2022-09-14 04:00:00+00:00,Withdrawn,Bay,MI,Gallagher-Tittabawassee 345kV Transmission Line,200.00,Solar,2025-11-01 04:00:00+00:00,METC,DPP-2022,East (ITC),NRIS,
J2426,MISO,2022-09-12 04:00:00+00:00,Withdrawn,Marion,IL,Kinmundy 138kV,200.00,Storage,2027-10-01 04:00:00+00:00,AMEREN ILLINOIS,DPP-2022,Central,NRIS,
J2488,MISO,2022-09-14 04:00:00+00:00,Withdrawn,Bay,MI,Almeda Junction-Shale 138kV,150.00,Solar,2025-11-01 04:00:00+00:00,METC,DPP-2022,East (ITC),NRIS,
J2427,MISO,2022-09-12 04:00:00+00:00,Withdrawn,Marion,IL,Kinmundy 138kV,200.00,Solar,2027-10-01 04:00:00+00:00,AMEREN ILLINOIS,DPP-2022,Central,NRIS,
J2490,MISO,2022-09-14 04:00:00+00:00,Active,Tuscola,MI,Tuscola-Arrowhead 120kV Transmission Line,125.00,Solar,2025-11-01 04:00:00+00:00,ITC,DPP-2022,East (ITC),NRIS,
J2428,MISO,2022-09-12 04:00:00+00:00,Withdrawn,Coahoma,MS,Clarksdale 115kV,100.00,Solar,2026-10-01 04:00:00+00:00,"ENTERGY MISSISSIPPI, LLC.",DPP-2022,South,NRIS,
J2491,MISO,2022-09-14 04:00:00+00:00,Withdrawn,Midland,MI,Edenville - Price Rd. Jct 138 kV,100.00,Solar,2025-11-01 04:00:00+00:00,METC,DPP-2022,East (ITC),NRIS,
J2429,MISO,2022-09-12 04:00:00+00:00,Active,Dane,WI,North Madison 69kV Substation,50.00,Solar,2027-10-01 04:00:00+00:00,AMERICAN TRANSMISSION COMPANY,DPP-2022,East (ATC),NRIS,
J2493,MISO,2022-09-14 04:00:00+00:00,Withdrawn,Arenac,MI,Gallagher - Tittabawassee 345 kV,184.00,Solar,2025-11-01 04:00:00+00:00,METC,DPP-2022,East (ITC),NRIS,
J2430,MISO,2022-09-13 04:00:00+00:00,Withdrawn,Concordia,LA,Red Gum 115kV,80.00,Solar,2026-10-01 04:00:00+00:00,"ENTERGY LOUISIANA, LLC",DPP-2022,South,NRIS,
J2494,MISO,2022-09-14 04:00:00+00:00,Withdrawn,Midland,MI,Clare Jct to Vernon Jct 138 kV,178.00,Solar,2025-11-01 04:00:00+00:00,METC,DPP-2022,East (ITC),NRIS,
J2431,MISO,2022-09-13 04:00:00+00:00,Withdrawn,St. Francis,AR,"West Memphis-Genpower Keo 500kV Line Break (located at ""CHALKBLUFFPV"" 500kV POI SS, co-located with ",150.00,Storage,2026-10-01 04:00:00+00:00,"ENTERGY ARKANSAS, LLC",DPP-2022,South,NRIS,
J2382,MISO,2022-09-14 04:00:00+00:00,Active,Randolph,MO,5ADAIR    - 5THMHIL (AECI)  161.0kV,115.00,Hybrid,2026-04-24 04:00:00+00:00,AMEREN MISSOURI,DPP-2022,Central,NRIS,
J2432,MISO,2022-09-12 04:00:00+00:00,Withdrawn,Tunica,MS,Lula-Tunica 115kV,150.00,Solar,2026-10-01 04:00:00+00:00,"ENTERGY MISSISSIPPI, LLC.",DPP-2022,South,NRIS,
J2433,MISO,2022-09-14 04:00:00+00:00,Withdrawn,Wadena,MN,Wing River-Riverton 230kV,150.00,Solar,2027-10-01 04:00:00+00:00,GREAT RIVER ENERGY,DPP-2022,West,NRIS,
J2444,MISO,2022-09-14 04:00:00+00:00,Active,Van Buren,MI,ARGENTA - TWIN BRANCH 345.0kV,220.00,Solar,2026-08-01 04:00:00+00:00,METC,DPP-2022,East (ITC),NRIS,
J2434,MISO,2022-09-13 04:00:00+00:00,Withdrawn,Vermilion,IL,Hoopeston West 138kV,150.00,Wind,2028-10-01 04:00:00+00:00,AMEREN ILLINOIS,DPP-2022,Central,NRIS,
J2435,MISO,2022-09-13 04:00:00+00:00,Withdrawn,Webster,IA,Webster-Wright 161kV,150.00,Wind,2030-10-01 04:00:00+00:00,MIDAMERICAN ENERGY CO.,DPP-2022,West,NRIS,
J2436,MISO,2022-09-12 04:00:00+00:00,Active,Webster,IA,Webster-Lehigh 345kV,300.00,Wind,2030-10-01 04:00:00+00:00,MIDAMERICAN ENERGY CO.,DPP-2022,West,NRIS,
J2438,MISO,2022-09-13 04:00:00+00:00,Withdrawn,Montgomery,MO,7MONTGMRY -7ENON 345kV,150.00,Storage,2027-10-01 04:00:00+00:00,AMEREN MISSOURI,DPP-2022,Central,NRIS,
J2461,MISO,2022-09-14 04:00:00+00:00,Withdrawn,Christian,IL,Pana 138 kV,100.00,Storage,2026-11-01 04:00:00+00:00,AMEREN TRANSMISSION COMPANY OF ILLINOIS,DPP-2022,Central,NRIS,
J2439,MISO,2022-09-12 04:00:00+00:00,Withdrawn,Marathon,WI,Gardner Park-Stone Lake 345kV,50.00,Storage,2028-10-01 04:00:00+00:00,AMERICAN TRANSMISSION COMPANY,DPP-2022,East (ATC),NRIS,
J2495,MISO,2022-09-13 04:00:00+00:00,Active,Benton,MN,Benton County 115 kV,100.00,Solar,2026-04-29 04:00:00+00:00,GREAT RIVER ENERGY,DPP-2022,West,NRIS,
J2462,MISO,2022-09-13 04:00:00+00:00,Withdrawn,Worth,IA,Ledyard-Colby 345kV,200.00,Storage,2027-10-01 04:00:00+00:00,ITC MIDWEST,DPP-2022,West,NRIS,
J2463,MISO,2022-09-13 04:00:00+00:00,Withdrawn,Washington,IL,Baldwin,200.00,Solar,2027-10-01 04:00:00+00:00,AMEREN ILLINOIS,DPP-2022,Central,NRIS,
J2501,MISO,2022-09-13 04:00:00+00:00,Active,Goodhue,MN,NORTH ROCHESTER,150.00,Solar,2024-11-01 04:00:00+00:00,NORTHERN STATES POWER COMPANY,DPP-2022,West,NRIS,
J2502,MISO,2022-09-13 04:00:00+00:00,Active,Morton,ND,Square Butte 230 kV Substation East,150.00,Wind,2025-02-27 05:00:00+00:00,MINNESOTA POWER INC.,DPP-2022,West,ERIS,
J2464,MISO,2022-09-12 04:00:00+00:00,Withdrawn,Worth,IA,Ledyard-Colby 345kV,200.00,Solar,2027-10-01 04:00:00+00:00,ITC MIDWEST,DPP-2022,West,NRIS,
J2465,MISO,2022-09-12 04:00:00+00:00,Withdrawn,Logan,IL,Goose Creek Energy Center to Maroa East 345 kV,200.00,Wind,2028-10-01 04:00:00+00:00,AMEREN ILLINOIS,DPP-2022,Central,NRIS,
J2518,MISO,2022-09-13 04:00:00+00:00,Withdrawn,LaMoure,ND,Jamestown 345 kV,200.00,Storage,2024-11-01 04:00:00+00:00,OTTER TAIL POWER COMPANY,DPP-2022,West,NRIS,
J2466,MISO,2022-09-12 04:00:00+00:00,Withdrawn,Howard,IA,Hazleton-Mitchell County 345kV line,130.00,Wind,2027-10-01 04:00:00+00:00,ITC MIDWEST,DPP-2022,West,NRIS,
J2525,MISO,2022-09-15 04:00:00+00:00,Withdrawn,Morehouse,LA,Dunn - Oak Ridge 115 kV,175.00,Hybrid,2026-11-01 04:00:00+00:00,"ENTERGY LOUISIANA, LLC",DPP-2022,South,NRIS,
J2467,MISO,2022-09-13 04:00:00+00:00,Withdrawn,Evangeline,LA,Manuel 138kV,105.00,Solar,2026-10-01 04:00:00+00:00,CLECO POWER LLC,DPP-2022,South,NRIS,
J2532,MISO,2022-09-15 04:00:00+00:00,Active,Sangamon,IL,Latham,200.00,Storage,2026-11-01 04:00:00+00:00,AMEREN ILLINOIS,DPP-2022,Central,ERIS,
J2468,MISO,2022-09-15 04:00:00+00:00,Withdrawn,Union,AR,El Dorado East 115kV,130.00,Storage,2026-10-01 04:00:00+00:00,"ENTERGY ARKANSAS, LLC",DPP-2022,South,NRIS,
J2545,MISO,2022-09-15 04:00:00+00:00,Active,Buchanan,IA,Duane Arnold,200.00,Storage,2026-11-01 04:00:00+00:00,ITC MIDWEST,DPP-2022,West,NRIS,
J2469,MISO,2022-09-12 04:00:00+00:00,Active,Linn,IA,Sub K (Tiffin)-Duane Arnold 345kV,300.00,Storage,2027-10-01 04:00:00+00:00,MIDAMERICAN ENERGY CO.,DPP-2022,West,NRIS,
J2470,MISO,2022-09-13 04:00:00+00:00,Withdrawn,Rapides,LA,Donahue-Marksville 138kV,100.00,Solar,2026-10-01 04:00:00+00:00,CLECO POWER LLC,DPP-2022,South,NRIS,
J2471,MISO,2022-09-14 04:00:00+00:00,Withdrawn,Lenawee,MI,Beecher-Cement City 138kV,100.00,Solar,2026-10-01 04:00:00+00:00,ITC,DPP-2022,East (ITC),NRIS,
J2451,MISO,2022-09-15 04:00:00+00:00,Withdrawn,Chicot,AR,Gerald Andrus SES Switchyard-Lake Village Bagby 230 Kv,200.00,Solar,2026-10-01 04:00:00+00:00,"ENTERGY ARKANSAS, LLC",DPP-2022,South,NRIS,
J2481,MISO,2022-09-12 04:00:00+00:00,Withdrawn,Pocahontas,IA,Webster-Irvington 345kV,300.00,Wind,2030-10-01 04:00:00+00:00,MIDAMERICAN ENERGY CO.,DPP-2022,West,NRIS,
J2452,MISO,2022-09-15 04:00:00+00:00,Withdrawn,Cleveland,AR,Sheridan EHV- EL Dorado EHV 500 Kv,500.00,Solar,2026-09-15 04:00:00+00:00,"ENTERGY ARKANSAS, LLC",DPP-2022,South,NRIS,
J2546,MISO,2022-09-14 04:00:00+00:00,Withdrawn,Deuel,SD,Astoria 345kV,185.00,Wind,2027-10-01 04:00:00+00:00,OTTER TAIL POWER COMPANY,DPP-2022,West,NRIS,
J2371,MISO,2022-09-14 04:00:00+00:00,Active,Morehouse,LA,DUNN - OAK RIDGE (LA) 115.0kV,250.00,Solar,2026-10-31 04:00:00+00:00,"ENTERGY LOUISIANA, LLC",DPP-2022,South,ERIS,
J2381,MISO,2022-09-14 04:00:00+00:00,Withdrawn,Union,LA,DOWNSVILLE- RUSTON EAST (LAGEN) 115 kV,200.00,Solar,2026-10-31 04:00:00+00:00,"ENTERGY LOUISIANA, LLC",DPP-2022,South,NRIS,
J2387,MISO,2022-09-15 04:00:00+00:00,Withdrawn,Stoddard,MO,Stoddard 161 kV Substation,50.00,Solar,2025-12-31 05:00:00+00:00,AMEREN MISSOURI,DPP-2022,Central,NRIS,
J2492,MISO,2022-09-15 04:00:00+00:00,Withdrawn,Wilkin,MN,Wahpeton 230kV,300.00,Storage,2024-10-31 04:00:00+00:00,OTTER TAIL POWER COMPANY,DPP-2022,West,NRIS,
J2372,MISO,2022-09-15 04:00:00+00:00,Withdrawn,McLean,IL,Bloomington Brokaw 138kV Substation,200.00,Storage,2026-03-01 05:00:00+00:00,AMEREN ILLINOIS,DPP-2022,Central,NRIS,
J2500,MISO,2022-09-15 04:00:00+00:00,Withdrawn,Beauregard,LA,Bon Wier to Cooper 138 kV,175.00,Storage,2026-10-31 04:00:00+00:00,CLECO POWER LLC,DPP-2022,South,NRIS,
J2538,MISO,2025-10-22 04:00:00+00:00,Active,Clark,IN,Speed  - Trimble (LGEE) 345.0kV,200.00,Solar,2026-03-01 05:00:00+00:00,"DUKE ENERGY INDIANA, LLC",DPP-2022,Central,NRIS,
J2503,MISO,2022-09-14 04:00:00+00:00,Withdrawn,Lincoln,LA,Downsville - Ruston East 115 kV,100.00,Storage,2026-10-31 04:00:00+00:00,"ENTERGY LOUISIANA, LLC",DPP-2022,South,NRIS,
J2539,MISO,2022-09-15 04:00:00+00:00,Withdrawn,Clark,IN,Trimble (LGEE) - Speed 345 kV,150.00,Solar,2026-03-01 05:00:00+00:00,"DUKE ENERGY INDIANA, LLC",DPP-2022,Central,NRIS,
J2505,MISO,2022-09-15 04:00:00+00:00,Withdrawn,Beauregard,LA,Bon Wier to Cooper 138 kV,250.00,Solar,2026-10-31 04:00:00+00:00,CLECO POWER LLC,DPP-2022,South,NRIS,
J2540,MISO,2025-10-22 04:00:00+00:00,Active,Graves,KY,Bryan Road,150.00,Solar,2026-03-01 05:00:00+00:00,BIG RIVERS ELECTRIC CORPORATION,DPP-2022,Central,NRIS,
J2528,MISO,2022-09-14 04:00:00+00:00,Withdrawn,Crittenden,AR,Parkin to Kuhn Road 161 kV,100.00,Storage,2026-10-31 04:00:00+00:00,"ENTERGY ARKANSAS, LLC",DPP-2022,South,NRIS,
J2541,MISO,2025-10-22 04:00:00+00:00,Active,Graves,KY,Bryan Road,50.00,Solar,2026-03-01 05:00:00+00:00,BIG RIVERS ELECTRIC CORPORATION,DPP-2022,Central,NRIS,
J2531,MISO,2022-09-14 04:00:00+00:00,Withdrawn,Union,LA,Bernice - Vienna 115 kV,140.00,Storage,2026-10-31 04:00:00+00:00,"ENTERGY LOUISIANA, LLC",DPP-2022,South,NRIS,
J2542,MISO,2022-09-15 04:00:00+00:00,Withdrawn,Clark,IN,Vesta Rd 138kV,100.00,Solar,2026-03-01 05:00:00+00:00,"DUKE ENERGY INDIANA, LLC",DPP-2022,Central,NRIS,
J2533,MISO,2022-09-14 04:00:00+00:00,Withdrawn,Union,LA,Bernice - Vienna 115 kV,100.00,Solar,2026-10-31 04:00:00+00:00,"ENTERGY LOUISIANA, LLC",DPP-2022,South,NRIS,
J2395,MISO,2022-09-14 04:00:00+00:00,Active,Calhoun,AR,SHERIDAN EHV - EL DORADO EHV 500.0kV,500.00,Solar,2025-05-31 04:00:00+00:00,"ENTERGY ARKANSAS, LLC",DPP-2022,South,ERIS,
J2390,MISO,2022-09-15 04:00:00+00:00,Active,Fulton,IL,Ipava 138kV,350.00,Hybrid,2026-09-30 04:00:00+00:00,AMEREN TRANSMISSION COMPANY OF ILLINOIS,DPP-2022,Central,ERIS,
J2405,MISO,2022-09-13 04:00:00+00:00,Withdrawn,Jefferson,LA,Peters Road 230 kV substation,200.00,Storage,2026-07-31 04:00:00+00:00,"ENTERGY LOUISIANA, LLC",DPP-2022,South,NRIS,
J2476,MISO,2022-09-15 04:00:00+00:00,Withdrawn,Fayette,IL,Otego 138kV,150.00,Hybrid,2026-09-30 04:00:00+00:00,AMEREN ILLINOIS,DPP-2022,Central,NRIS,
J2483,MISO,2022-09-09 04:00:00+00:00,Withdrawn,Amite,MS,GILLSBURG SS (CE)-LIBERTY115 Kv,105.00,Solar,2025-11-01 04:00:00+00:00,"ENTERGY MISSISSIPPI, LLC.",DPP-2022,South,NRIS,
J2454,MISO,2022-09-14 04:00:00+00:00,Active,Montcalm,MI,Eureka - Vestaburg 138kV,150.00,Storage,2025-11-12 05:00:00+00:00,ITC,DPP-2022,East (ITC),NRIS,
J2386,MISO,2022-09-13 04:00:00+00:00,Withdrawn,Poinsett,AR,Marked Tree 161 kV,300.00,Solar,2026-10-31 04:00:00+00:00,"ENTERGY ARKANSAS, LLC",DPP-2022,South,NRIS,
J2392,MISO,2022-09-15 04:00:00+00:00,Active,Mason,MI,PERE MARQUETTE 138 KV,100.00,Storage,2026-10-31 04:00:00+00:00,METC,DPP-2022,East (ITC),NRIS,
J2441,MISO,2022-09-15 04:00:00+00:00,Withdrawn,Beauregard,LA,West Bay - Centennial 138 kV,250.00,Solar,2026-10-31 04:00:00+00:00,CLECO POWER LLC,DPP-2022,South,NRIS,
J2442,MISO,2022-09-15 04:00:00+00:00,Withdrawn,Ripley,IN,Batesville 138 kV,84.00,Solar,2025-10-31 04:00:00+00:00,"DUKE ENERGY INDIANA, LLC",DPP-2022,Central,NRIS,
J2443,MISO,2022-09-14 04:00:00+00:00,Withdrawn,Kosciusko,IN,Leesburg 345 kV,500.00,Storage,2025-10-31 04:00:00+00:00,NORTHERN INDIANA PUBLIC SERVICE COMPANY LLC,DPP-2022,Central,NRIS,
J2477,MISO,2022-09-13 04:00:00+00:00,Active,Crittenden,AR,WEST MEMPHIS EHV - KEO EHV 500.0kV,600.00,Solar,2026-10-31 04:00:00+00:00,"ENTERGY ARKANSAS, LLC",DPP-2022,South,ERIS,
J2478,MISO,2022-09-14 04:00:00+00:00,Active,Craighead,AR,INDEPENDENCE-ISES - POWERLINE ROAD 500.0kV,550.00,Solar,2026-10-31 04:00:00+00:00,"ENTERGY ARKANSAS, LLC",DPP-2022,South,ERIS,
J2479,MISO,2022-09-13 04:00:00+00:00,Withdrawn,Concordia,LA,Red Gum to Metropolis 115 kV,140.00,Storage,2025-10-31 04:00:00+00:00,"ENTERGY LOUISIANA, LLC",DPP-2022,South,NRIS,
J2480,MISO,2022-09-13 04:00:00+00:00,Withdrawn,Daviess,KY,Reid to Daviess County 161 kV,75.00,Storage,2026-10-31 04:00:00+00:00,BIG RIVERS ELECTRIC CORPORATION,DPP-2022,Central,NRIS,
J2482,MISO,2022-09-14 04:00:00+00:00,Active,Crittenden,AR,WEST MEMPHIS EHV - KEO EHV 500.0kV,300.00,Solar,2026-10-31 04:00:00+00:00,"ENTERGY ARKANSAS, LLC",DPP-2022,South,ERIS,
J2489,MISO,2022-09-14 04:00:00+00:00,Withdrawn,Red River,LA,Western Kraft-Layfield 230 kV,140.00,Storage,2026-10-31 04:00:00+00:00,CLECO POWER LLC,DPP-2022,South,NRIS,
J2504,MISO,2022-09-15 04:00:00+00:00,Withdrawn,Coles,IL,Mattoon East 138 kV,300.00,Storage,2026-10-31 04:00:00+00:00,AMEREN ILLINOIS,DPP-2022,Central,NRIS,
J2507,MISO,2022-09-14 04:00:00+00:00,Withdrawn,Pike,IN,Gibson Sta to Petersburg (IP&L) 345 kV,250.00,Solar,2025-10-31 04:00:00+00:00,"DUKE ENERGY INDIANA, LLC",DPP-2022,Central,NRIS,
J2509,MISO,2022-09-15 04:00:00+00:00,Active,Tippecanoe,IN,Westwood 345 kV,200.00,Wind,2025-10-31 04:00:00+00:00,"DUKE ENERGY INDIANA, LLC",DPP-2022,Central,NRIS,
J2512,MISO,2022-09-14 04:00:00+00:00,Withdrawn,Kosciusko,IN,Leesburg 345 kV,173.00,Solar,2025-10-31 04:00:00+00:00,NORTHERN INDIANA PUBLIC SERVICE COMPANY LLC,DPP-2022,Central,NRIS,
J2513,MISO,2022-09-14 04:00:00+00:00,Withdrawn,Vigo,IN,Wabash River-Whitesville South 230 kV,220.00,Solar,2025-10-31 04:00:00+00:00,"DUKE ENERGY INDIANA, LLC",DPP-2022,Central,NRIS,
J2514,MISO,2022-09-14 04:00:00+00:00,Withdrawn,Pike,IN,Gibson Sta to Petersburg (IP&L) 345 kV,100.00,Storage,2025-10-31 04:00:00+00:00,"DUKE ENERGY INDIANA, LLC",DPP-2022,Central,NRIS,
J2517,MISO,2022-09-13 04:00:00+00:00,Withdrawn,Lee,AR,AECC  Aubrey to Brinkley East 230 kV,100.00,Storage,2026-10-31 04:00:00+00:00,"ENTERGY ARKANSAS, LLC",DPP-2022,South,NRIS,
J2519,MISO,2022-09-13 04:00:00+00:00,Active,Richland,LA,Smalling,600.00,Solar,2026-10-31 04:00:00+00:00,"ENTERGY LOUISIANA, LLC",DPP-2022,South,ERIS,
J2520,MISO,2022-09-13 04:00:00+00:00,Active,Adams,WI,Saratoga-ACEC Badger West 138kV,200.00,Solar,2025-10-31 04:00:00+00:00,AMERICAN TRANSMISSION COMPANY,DPP-2022,East (ATC),NRIS,
J2521,MISO,2022-09-13 04:00:00+00:00,Withdrawn,Poinsett,AR,Marked Tree 161 kV,50.00,Storage,2026-10-31 04:00:00+00:00,"ENTERGY ARKANSAS, LLC",DPP-2022,South,NRIS,
J2440,MISO,2022-09-15 04:00:00+00:00,Active,Benton,IN,GOODLAND - MORRISON DITCH 138.0kV,100.00,Wind,2027-07-31 04:00:00+00:00,NORTHERN INDIANA PUBLIC SERVICE COMPANY LLC,DPP-2022,Central,ERIS,
J2379,MISO,2022-09-14 04:00:00+00:00,Active,Clay,IL,Xenia,200.00,Storage,2026-11-01 04:00:00+00:00,AMEREN ILLINOIS,DPP-2022,Central,ERIS,
J2547,MISO,2022-09-15 04:00:00+00:00,Withdrawn,McCracken,KY,Bryan Road - McCracken County 161.0kV,150.00,Solar,2027-07-18 04:00:00+00:00,BIG RIVERS ELECTRIC CORPORATION,DPP-2022,Central,NRIS,
J2548,MISO,2022-09-15 04:00:00+00:00,Withdrawn,McCracken,KY,Bryan Road - McCracken County 161.0kV,75.00,Storage,2027-07-18 04:00:00+00:00,BIG RIVERS ELECTRIC CORPORATION,DPP-2022,Central,NRIS,
J2549,MISO,2022-09-14 04:00:00+00:00,Withdrawn,Clark,MO,Sub T to Maywood 345kV line,75.00,Storage,2027-07-18 04:00:00+00:00,AMEREN MISSOURI,DPP-2022,Central,NRIS,
J2550,MISO,2022-09-14 04:00:00+00:00,Active,Yellow Medicine,MN,HAZEL CREEK,75.00,Storage,2030-07-18 04:00:00+00:00,NORTHERN STATES POWER COMPANY,DPP-2022,West,NRIS,
J2551,MISO,2022-09-14 04:00:00+00:00,Active,Putnam,IL,Putnam,110.00,Storage,2026-06-18 04:00:00+00:00,AMEREN ILLINOIS,DPP-2022,Central,NRIS,
J2552,MISO,2022-09-14 04:00:00+00:00,Active,Rock Island,IL,SUB 39 - CORDOVA 345.0kV,80.00,Storage,2026-06-18 04:00:00+00:00,MIDAMERICAN ENERGY CO.,DPP-2022,West,NRIS,
J2361,MISO,2022-09-15 04:00:00+00:00,Withdrawn,Perry,AR,AECC Oppelo 161 kV Substation,105.00,Solar,2026-05-01 04:00:00+00:00,"ENTERGY ARKANSAS, LLC",DPP-2022,South,NRIS,
J2360,MISO,2022-09-13 04:00:00+00:00,Withdrawn,Vigo,IN,TH Pfizer Jct. - Worthington (HED),90.00,Storage,2027-05-07 04:00:00+00:00,"DUKE ENERGY INDIANA, LLC",DPP-2022,Central,NRIS,
J2375,MISO,2022-09-15 04:00:00+00:00,Active,Macon,IL,Faraday,100.00,Storage,2027-05-07 04:00:00+00:00,AMEREN TRANSMISSION COMPANY OF ILLINOIS,DPP-2022,Central,NRIS,
J2383,MISO,2022-09-15 04:00:00+00:00,Active,Macon,IL,Faraday,100.00,Storage,2027-05-07 04:00:00+00:00,AMEREN TRANSMISSION COMPANY OF ILLINOIS,DPP-2022,Central,NRIS,
J2472,MISO,2022-09-15 04:00:00+00:00,Active,Sullivan,IN,Gibson Sta - Merom (HED) 345.0kV,200.00,Storage,2027-05-07 04:00:00+00:00,"DUKE ENERGY INDIANA, LLC",DPP-2022,Central,NRIS,
J2393,MISO,2023-08-25 04:00:00+00:00,Withdrawn,Coles,IL,Kansas West Substation 138kV,164.00,Solar,2027-09-01 04:00:00+00:00,AMEREN ILLINOIS,DPP-2022,Central,NRIS,
J2445,MISO,2022-09-15 04:00:00+00:00,Withdrawn,Greene,IA,Karma 161kV,50.00,Solar,2025-09-01 04:00:00+00:00,ITC MIDWEST,DPP-2022,West,NRIS,
J2446,MISO,2022-09-12 04:00:00+00:00,Active,Dunn,WI,Allen S King - Eau Claire 345.0kV,300.00,Solar,2027-09-01 04:00:00+00:00,NORTHERN STATES POWER COMPANY,DPP-2022,West,NRIS,
J2447,MISO,2025-10-22 04:00:00+00:00,Active,Murray,MN,Cedar Mountain - Lyon County 345.0kV,200.00,Wind,2027-09-01 04:00:00+00:00,NORTHERN STATES POWER COMPANY,DPP-2022,West,NRIS,
J2553,MISO,2022-09-14 04:00:00+00:00,Active,Cerro Gordo,IA,Killdeer,210.00,Solar,2026-09-01 04:00:00+00:00,ITC MIDWEST,DPP-2022,West,NRIS,
J2555,MISO,2023-08-28 04:00:00+00:00,Active,Ingham,MI,DELHI to TOMPKINS 138kV,100.00,Storage,2026-09-01 04:00:00+00:00,METC,DPP-2022,East (ITC),NRIS,
J2404,MISO,2022-09-15 04:00:00+00:00,Active,East Baton Rouge,LA,EAST,38.80,Storage,2025-11-01 04:00:00+00:00,"ENTERGY LOUISIANA, LLC",DPP-2022,South,NRIS,
J2457,MISO,2022-09-15 04:00:00+00:00,Active,Orleans,LA,PATERSON,40.00,Storage,2025-11-01 04:00:00+00:00,"ENTERGY NEW ORLEANS, LLC",DPP-2022,South,NRIS,
J2377,MISO,2024-11-07 05:00:00+00:00,Active,Peoria,IL,7CLINTON  - 7BROKAW 345.0kV,300.00,Storage,2028-04-01 04:00:00+00:00,AMEREN ILLINOIS,DPP-2022,Central,NRIS,
J2374,MISO,2022-09-15 04:00:00+00:00,Active,Sanilac,MI,J1557 Sub,200.00,Solar,2025-06-30 04:00:00+00:00,ITC,DPP-2022,East (ITC),NRIS,
J2455,MISO,2022-09-15 04:00:00+00:00,Active,La Crosse,WI,FRENCH ISLAND,92.00,Storage,2026-09-15 04:00:00+00:00,,DPP-2022,West,NRIS,
J2448,MISO,2022-09-15 04:00:00+00:00,Withdrawn,Webster,LA,Haynesville South to Sarepta 115kV,100.00,Solar,2026-10-31 04:00:00+00:00,"ENTERGY LOUISIANA, LLC",DPP-2022,South,NRIS,
J2543,MISO,2022-09-15 04:00:00+00:00,Withdrawn,Beauregard,LA,West Bay - Centennial 138 kV,175.00,Storage,2026-10-31 04:00:00+00:00,CLECO POWER LLC,DPP-2022,South,NRIS,
J2378,MISO,2022-09-15 04:00:00+00:00,Active,Macomb,MI,LENOX - ST.CLAIR 120.0kV,152.00,Storage,2026-05-01 04:00:00+00:00,ITC,DPP-2022,East (ITC),NRIS,
J2388,MISO,2022-09-15 04:00:00+00:00,Active,Macon,IL,Faraday,200.00,Hybrid,2026-09-30 04:00:00+00:00,AMEREN TRANSMISSION COMPANY OF ILLINOIS,DPP-2022,Central,ERIS,
J2389,MISO,2022-09-15 04:00:00+00:00,Active,Adams,IL,Monument,150.00,Hybrid,2026-09-30 04:00:00+00:00,AMEREN ILLINOIS,DPP-2022,Central,ERIS,
J2473,MISO,2022-09-15 04:00:00+00:00,Active,Marion,IN,Hanna 138kV,150.00,Storage,2027-09-30 04:00:00+00:00,INDIANAPOLIS POWER & LIGHT COMPANY,DPP-2022,Central,NRIS,
J2474,MISO,2022-09-15 04:00:00+00:00,Active,Sangamon,IL,4AUSTIN - 4VIRDEN   138.0kV,100.00,Hybrid,2026-09-30 04:00:00+00:00,AMEREN ILLINOIS,DPP-2022,Central,ERIS,
J2475,MISO,2022-09-15 04:00:00+00:00,Active,Monroe,MI,Toll Rd 120kV,200.00,Storage,2027-09-30 04:00:00+00:00,ITC,DPP-2022,East (ITC),NRIS,
J2391,MISO,2022-09-14 04:00:00+00:00,Withdrawn,Tallahatchie,MS,Webb 115 kV,100.00,Solar,2026-10-31 04:00:00+00:00,"ENTERGY MISSISSIPPI, LLC.",DPP-2022,South,NRIS,
J2449,MISO,2022-09-15 04:00:00+00:00,Withdrawn,Faulkner,AR,Mayflower EHV 500 kV,200.00,Storage,2026-10-31 04:00:00+00:00,"ENTERGY ARKANSAS, LLC",DPP-2022,South,NRIS,
J2450,MISO,2022-09-15 04:00:00+00:00,Active,Tippecanoe,IN,WESTWOOD 345 KV,100.00,Storage,2026-10-31 04:00:00+00:00,"DUKE ENERGY INDIANA, LLC",DPP-2022,Central,NRIS,
J2536,MISO,2022-09-15 04:00:00+00:00,Withdrawn,LaSalle,IL,Fox River - Ottawa 138kV,200.00,Storage,2026-10-31 04:00:00+00:00,AMEREN ILLINOIS,DPP-2022,Central,NRIS,
J2394,MISO,2022-09-15 04:00:00+00:00,Withdrawn,Craighead,AR,Independence ISES - Powerline Road 500 kV,200.00,Hybrid,2025-05-31 04:00:00+00:00,"ENTERGY ARKANSAS, LLC",DPP-2022,South,ERIS,
